StationID_Master	Alg.Metrics.SampID	AlgalSampIdent	RepNum	CollDate	PollTolClass.1.tot	PollTolClass.2.tot	PollTolClass.3.tot	PollTolClass.11.tot	pHClass.2.tot	pHClass.3.tot	pHClass.4.tot	pHClass.5.tot	pHClass.6.tot	SalinityClass.1.tot	SalinityClass.2.tot	SalinityClass.3.tot	SalinityClass.4.tot	N_UptakeClass.1.tot	N_UptakeClass.2.tot	N_UptakeClass.3.tot	N_UptakeClass.4.tot	OxygenClass.1.tot	OxygenClass.2.tot	OxygenClass.3.tot	OxygenClass.4.tot	OxygenClass.5.tot	SaprobityClass.1.tot	SaprobityClass.2.tot	SaprobityClass.3.tot	SaprobityClass.4.tot	SaprobityClass.5.tot	TrophicClass.1.tot	TrophicClass.2.tot	TrophicClass.3.tot	TrophicClass.4.tot	TrophicClass.5.tot	TrophicClass.6.tot	TrophicClass.7.tot	MoistureClass.1.tot	MoistureClass.2.tot	MoistureClass.3.tot	MoistureClass.4.tot	MoistureClass.5.tot	MotilityClass.H.tot	MotilityClass.M.tot	MotilityClass.N.tot	MotilityClass.V.tot	PhosphorusClass.H.tot	PhosphorusClass.L.tot	NitrogenClass.H.tot	NitrogenClass.L.tot
SCSCR034.31	SCSCR034.31_2007-07-04_9_2	9	2	7/4/2007	75.3333	1	1	0	0	74.1667	3.1667	0	0	0	9	68.3333	0	0	1.1667	6.3333	69.5	0	1	1	75	0	0	1.3333	0.5	7.5	68	0	0	0	1	8.1667	68	0.1667	0.3333	0	76.5	0.3333	0	70.1667	1.1667	6	0	75.8333	0	77	0
SCSCR034.31	SCSCR034.31_2007-07-04_9_3	9	3	7/4/2007	68.5	1.3333	0.8333	0	0	66.6667	3.3333	0	0	0	3.8333	66	0.1667	0	1.5	1	67.5	0	1	0.8333	68.1667	0	0	0.8333	0.5	3	65.6667	0	0	0	0.8333	3	65.6667	0.5	0.3333	0	69.1667	0	0	67.6667	1.5	1.5	0	68.1667	0	69.5	0
SCSCR039.63	SCSCR039.63_2015-04-29_72_1	72	1	4/29/2015	30.2815	54.226	15.4925	0	0	34.0379	51.4082	1.8778	0	1.1735	65.0236	20.1874	1.8778	2.3463	35.2114	21.1267	23.7095	8.6848	4.4592	43.6627	25.5873	0	1.4078	9.3898	44.1319	23.0045	7.277	0.7043	0	0	19.2481	36.8542	9.8591	16.6675	5.3992	27.2309	43.4269	6.807	0	30.2815	57.5116	10.5633	0	30.5157	1.4085	56.3381	1.8778
SCSCR039.63	SCSCR039.63_2016-04-06_97_1	97	1	4/6/2016	28	48.1667	19.3333	4.3333	0	29.5	52.1667	0.3333	0	0	62	19.8333	0.1667	0.6667	27.3333	42.5	11	18.8333	2.3333	29.8333	30.1667	0.3333	0.3333	21.3333	26.6667	25.5	8.1667	0	0	0	4.5	47.6667	9	21	0.8333	5.1667	72.1667	1.5	0	25.8333	35	23.1667	0	49.8333	3	54.1667	3.1667
SCSCR045.13	SCSCR045.13_2007-07-04_10_1	10	1	7/4/2007	66.6667	3.5	2.3333	0	0	63.5	7	0	0	0	40.3333	27.3333	2.8333	0	1.1667	40.8333	28.5	0	0.6667	4.1667	65.6667	0	0	0.6667	3.8333	40.1667	25.8333	0	0	0	0.6667	44	25.8333	0	0.6667	0	69.5	0.3333	0	31	2.1667	39.3333	0	66	0	66.6667	0
SCSCR045.13	SCSCR045.13_2007-07-04_10_2	10	2	7/4/2007	53.1667	3.6667	0.3333	0	0	49.8333	6	0	0	0	20.5	33	2.3333	0	0.6667	19.1667	36	0	0	2.6667	53.1667	0	0	0	2.6667	20.5	32.6667	0	0	0	0	22.8333	32.6667	0.3333	0	0.3333	55.5	0	0	36.3333	4	16.8333	0	53.1667	0	53.1667	0
SCSCR045.13	SCSCR045.13_2007-07-04_10_3	10	3	7/4/2007	79.8333	0.3333	0	0	0	78.6667	1.1667	0	0	0	14.3333	65.5	0	0	0	13.1667	66.6667	0	0	0	79.8333	0	0	0	0	14.3333	65.5	0	0	0	0	14.3333	65.5	0	0	0	79.8333	0	0	65.8333	1.1667	13.1667	0	79.8333	0	79.8333	0
SCSCR096.72	SCSCR096.72_2007-07-04_11_1	11	1	7/4/2007	92.6667	0.3333	0.5	0	0	90.8333	2.6667	0	0	0	62.1667	31.3333	0	0	0.8333	60.3333	32.3333	0	0.8333	0.8333	91.8333	0	0	0.8333	0.6667	61.5	30.5	0	0	0	0.8333	62.1667	30.5	0	0.6667	0	92.6667	0.1667	0	32.1667	1	60.3333	0	91.8333	0	92.6667	0
SCSCR096.72	SCSCR096.72_2007-07-04_11_2	11	2	7/4/2007	71.1667	3	0.5	0	0	68	6.3333	0.3333	0	0	46.8333	27.3333	0.5	0.3333	1	42.5	29.8333	0	0.8333	2	70.5	0.3333	0	1.6667	1	46	26	0	0	0	0.6667	47.1667	26.5	0.3333	0.6667	0.8333	72.8333	0.3333	0	28.8333	4	41.8333	0	73	0	73.6667	0
SCSCR096.72	SCSCR096.72_2007-07-04_11_3	11	3	7/4/2007	73	3.5	1.5	0	0	69.1667	8.6667	0	0	0	52.5	24.1667	1.1667	0	4.1667	45.6667	27.3333	0	1.6667	2.5	73	0	0	1.5	0.8333	51.6667	23.8333	0	0	0	1.1667	50.3333	24.5	1.8333	1.1667	0.3333	74.5	0	0	27	3.8333	47.1667	0	74	0	75.8333	0
SCSCR103.45	SCSCR103.45_2015-04-07_73_1	73	1	4/7/2015	38.2694	56.0729	5.6577	0	0	33.2775	61.7306	0.333	0	0.9982	72.5454	20.799	1.664	1.1647	52.9118	12.9784	27.9532	3.6604	12.9784	47.4209	30.4491	0	1.3312	6.4894	28.2862	50.9148	8.4857	0.3327	0	0.6655	16.9718	33.2781	17.4707	26.4557	4.1599	18.9685	37.1047	11.1479	0	18.4692	44.5923	35.9403	0	42.7621	0.6655	83.5271	0.6655
SCSCR103.45	SCSCR103.45_2016-04-05_98_1	98	1	4/5/2016	29.5	62	6.8333	1.6667	0	43.3333	39.3333	1.1667	0	1.5	48.5	34	1.3333	1.5	52	8	22.5	2.1667	7.1667	40.6667	34	0	1.5	6.3333	36.1667	22.1667	19.3333	0	0	0	22.3333	25.6667	18.8333	17.1667	5	26.1667	34.6667	2.5	0	27.8333	42.5	22.1667	0	40.6667	0.1667	78.5	0.1667
SCSCR111.66	SCSCR111.66_2007-07-04_14_1	14	1	7/4/2007	43.8333	0.8333	0.6667	0	0	42.6667	2.6667	0	0	0	21	24.1667	0.1667	0	1.5	18.5	25.3333	0	0.5	0.8333	44	0	0	0.8333	0.1667	20.1667	24.1667	0	0	0	0.1667	20.5	24.1667	0.5	0	0.5	44.5	0	0	24.5	1.5	19.3333	0	43.8333	0.1667	44.6667	0.1667
SCSCR111.66	SCSCR111.66_2007-07-04_14_2	14	2	7/4/2007	50.4886	2.6059	0	0	0	50.4886	2.6059	0	0	0	11.4007	41.6938	0	0.6515	1.3029	8.7948	41.6938	0	0.6515	1.3029	50.4886	0	0	1.3029	0.6515	10.0977	41.0423	0	0	0	0.6515	10.7492	41.0423	0.6515	1.3029	0.6515	50.4886	0	0	41.6938	1.3029	10.0977	0	51.1401	0	51.7915	0
SCSCR111.66	SCSCR111.66_2007-07-04_14_3	14	3	7/4/2007	58.3333	6.1667	2.3333	0	0	55	9.5	0	0	0	40.5	22.3333	1.6667	0	4	36.1667	24.3333	0	1	6.1667	57.3333	0	0	1	3.1667	39.6667	20.6667	0	0	0	0	40.5	20.6667	3.3333	1	1.5	59	1	0	25.6667	3.6667	37.5	0	57.3333	0	59.3333	0
SCSCR128.27	SCSCR128.27_2001-07-04_15_1	15	1	7/4/2001	8.5106	0	12.766	0	0	8.5106	12.766	0	0	0	12.766	8.5106	0	10.1064	11.1702	0	0	10.1064	11.1702	0	0	0	0	21.2766	0	0	0	0	0	2.6596	0	10.1064	0	8.5106	0	10.1064	11.1702	0	0	8.5106	2.6596	2.6596	7.4468	11.1702	7.4468	11.1702	7.4468
SCSCR168.93	SCSCR168.93_2007-07-04_13_1	13	1	7/4/2007	43.8333	10	4.8333	0	0.3333	27.3333	29.6667	0.3333	0	0.3333	30.1667	22.6667	4.5	0.3333	8	10.8333	36.3333	0.3333	5	7.6667	42.5	0	0.3333	7.1667	5.6667	26.3333	18.1667	0	0.3333	0	2.8333	34.5	18.5	1.5	4.3333	1	50.6667	1	0	30.5	20.1667	8	0	45.6667	0	48.6667	0
SCSCR168.93	SCSCR168.93_2007-07-04_13_2	13	2	7/4/2007	46.1667	4.6667	2.3333	0	0.3333	39.6667	12.8333	0	0	0.3333	26.6667	24	1.8333	0.3333	4.8333	18.5	28.5	0.3333	1.8333	4.5	45.5	0	0.3333	2.1667	3.1667	25	22.1667	0	0.3333	0	1.1667	26.8333	22.6667	1.8333	0.1667	1.1667	50	0.3333	0	27.1667	8.6667	17.3333	0	47	0	49.5	0
SCSCR168.93	SCSCR168.93_2007-07-04_13_3	13	3	7/4/2007	52.5	1	3.3333	0	0	29.5	26	0	0	0	31	24.5	0	0.6667	2	3.6667	49.1667	0	1	2	52.5	0	0	1	2	28	24.5	0	0	0	1	28.3333	24.5	1.6667	0	2.3333	53.1667	0	0	25.1667	27	4.6667	0	52.8333	0	53.1667	0
SCSCR169.35	SCSCR169.35_2001-07-04_12_1	12	1	7/4/2001	5.4054	6.3063	44.1441	0	0	9.9099	45.9459	0	0	0	39.6396	16.2162	0	2.7027	45.045	5.4054	2.7027	2.7027	37.8378	9.9099	5.4054	0	0	45.9459	2.7027	7.2072	0	0	1.8018	9.9099	4.5045	35.1351	0	4.5045	23.4234	8.1081	24.3243	0	0	7.2072	12.6126	35.1351	0.9009	8.1081	12.6126	22.5225	2.7027
SCSCR169.35	SCSCR169.35_2001-07-04_12_2	12	2	7/4/2001	2.8369	2.1277	64.539	0	0	12.0567	57.4468	0	0	0	58.8652	10.6383	0	0.7092	65.9574	2.8369	0	4.2553	19.1489	43.2624	2.8369	0	0	60.2837	4.9645	4.2553	0	0	0.7092	3.5461	1.4184	57.4468	0	6.383	14.1844	43.2624	12.0567	0	0	1.4184	15.6028	52.4823	0	2.8369	4.9645	7.8014	4.9645
SCSON014.52	SCSON014.52_2001-07-04_16_1	16	1	7/4/2001	0	0	75	0	0	0	75	0	0	0	0	75	0	0	75	0	0	0	75	0	0	0	0	75	0	0	0	0	0	0	0	75	0	0	75	0	0	0	0	0	0	75	0	0	0	0	0
SPARA010.19	SPARA010.19_2015-04-21_74_1	74	1	4/21/2015	11.8609	19.0684	65.1174	0	0	3.0236	74.4187	0	0	0.2324	77.2107	11.6266	0	0.2324	56.5125	11.6275	8.14	2.5587	22.0929	43.0236	9.3022	0	0.2324	51.6285	10.6969	14.8845	0.4649	0.2324	0	1.1631	2.0929	66.0462	3.4884	16.0467	2.3253	30.6978	37.6747	3.0236	0.2324	11.8591	31.1636	52.7916	0	16.5116	1.8614	38.8369	2.0938
SPARA019.41	SPARA019.41_2015-06-11_75_1	75	1	6/11/2015	14.3333	38.0002	47.6664	0	0.1667	13.8337	69.9992	0	0	1	73.9997	11.6666	0	18.3331	28.6667	26.6662	5.1668	20.1664	19.6664	14.3333	22.1665	1.8334	1	45.4997	10.6666	23.8332	3.0001	0.1667	0.3333	2.5001	10.1666	61.3327	3.5001	8.6669	1	24.6666	50.6661	1	0	27.3333	34.3331	21.3339	16.9997	16.6667	20.6665	48.1664	21.1665
SPARA019.41	SPARA019.41_2015-06-11_75_2	75	2	6/11/2015	7.6539	45.7572	45.4242	0	0	9.9834	74.043	0	0	0	79.5336	4.6591	1.4976	1.3311	47.2546	21.4641	3.6606	10.6489	33.1114	20.466	9.1513	0.3328	0	53.7435	17.8038	12.4791	0	1.6639	0.3328	1.3311	11.148	48.2527	0.4991	21.1316	7.4876	17.3047	56.2394	0.6654	0	39.4344	42.2627	17.1382	0	18.9684	9.4843	55.7402	9.1515
SPRMC011.11	SPRMC011.11_2015-06-17_76_1	76	1	6/17/2015	18.6354	17.4709	60.8987	0	0	38.7685	47.5877	1.9967	0	0	91.847	1.1647	0	3.6606	65.0584	18.3027	1.1647	38.6023	14.9752	16.639	18.3027	0	1.6639	57.2381	4.8253	24.9582	0	4.3261	0	1.6639	3.4944	40.0997	0.3327	43.0948	0	8.3197	69.8835	0.3327	0	6.822	36.4393	53.411	0.3327	2.4959	37.7703	22.6294	38.6023
SPSPR014.18	SPSPR014.18_2015-04-06_77_1	77	1	4/6/2015	17.8258	19.9984	59.1315	0	0	13.0461	62.1704	0	0	0	57.8253	20.8701	0.4345	0	50.8677	7.8266	12.1744	6.0886	37.8242	7.3894	22.1763	0	0	43.4783	13.0435	9.1302	7.8266	0	0	0	13.0435	46.9544	8.6957	10.0019	2.6071	4.7823	62.1784	2.1726	0	30.0003	39.9968	26.9587	0	29.5658	2.1752	63.4793	2.1752
SPSPR014.18	SPSPR014.18_2016-04-05_99_1	99	1	4/5/2016	25.1248	43.2612	28.7854	0.6656	8.3195	17.1381	42.4293	1.3311	0	1.1647	49.2512	34.4426	5.4908	1.9967	40.7654	4.8253	8.985	6.6556	21.2978	14.975	13.9767	0.3328	0.8319	32.4459	14.6423	5.3245	5.8236	0	0	2.3295	9.6506	46.7554	5.99	11.8136	17.3045	5.99	31.1148	1.4975	0	56.2396	22.4626	17.3045	0.4992	48.4193	3.3278	44.426	3.827
SPSPR015.42	SPSPR015.42_2015-04-06_78_1	78	1	4/6/2015	9.0372	72.2879	18.6749	0	0	17.4675	60.8483	0.6037	0	0	65.0619	15.0619	1.2043	0.6037	70.483	1.2043	3.0124	4.2167	6.6285	54.2167	10.2415	0	0.6037	7.8328	27.709	37.9536	1.2043	0	0	0	8.4334	18.678	3.0124	49.3963	1.2043	14.4613	22.2879	3.0124	0	13.2539	34.3406	44.5759	1.2043	21.0898	0	60.2446	1.808
SPSPR015.42	SPSPR015.42_2016-04-05_100_1	100	1	4/5/2016	8.7894	73.466	17.0813	0	0	14.262	61.6915	1.1609	0	0	51.4096	25.8706	1.6584	0	46.2687	20.7297	3.8143	1.6584	13.9303	43.2836	10.7794	1.8242	0	15.9204	28.1924	25.3731	2.8192	0	0	0	2.9851	48.0929	4.3118	22.7197	5.4726	21.8905	25.8706	1.99	0	17.4129	24.2123	46.4345	0	40.2985	3.1509	56.2189	3.1509
SPSPR150.09	SPSPR150.09_2015-06-15_79_1	79	1	6/15/2015	6.1471	71.2614	16.279	0	1.1629	4.4845	70.7635	7.4754	0	1.6608	67.2738	15.2842	0	9.635	56.6422	1.3292	15.117	2.4912	6.8103	69.5997	2.9909	0	2.4921	13.4544	16.279	51.3283	0	0	1.1629	0.9957	1.6617	29.7353	0.3325	50.3307	2.4921	23.2547	8.9717	0.8304	0	15.6149	18.9374	56.6441	0	7.1438	0.8304	54.9824	7.9733
SRCDY002.95	SRCDY002.95_2016-06-21_101_1	101	1	6/21/2016	12.272	38.3085	46.7662	0	1.8242	22.7197	58.0431	0	0.1658	1.6584	82.5871	1.3267	0.1658	1.1609	67.6617	10.1161	1.99	20.2322	25.2073	25.0415	10.4478	0	1.3267	43.6153	17.9104	18.408	1.3267	0	0	2.8192	7.4627	42.6202	1.99	30.3483	2.1559	14.7595	55.2239	2.4876	0	9.1211	13.7645	67.9934	1.99	26.2023	18.9055	57.2139	22.5539
SRDCN001.90	SRDCN001.90_2016-06-22_102_1	102	1	6/22/2016	18.8333	55.6667	22	0	0.3333	21.3333	63	0	0	1	77.8333	5.3333	0.1667	1.5	63.3333	12.3333	3.8333	15.3333	10.6667	38.8333	16.1667	0	0.3333	26.5	28.8333	27	6.1667	0.1667	0.1667	6.8333	4	49.8333	3.6667	24	2	6.5	58.6667	3	0	6.5	31.3333	49.6667	0.8333	21.3333	13.5	61.1667	13.6667
SRDEV000.38	SRDEV000.38_2016-05-17_103_1	103	1	5/17/2016	3.6606	9.3178	86.5225	0.3328	0	24.2928	44.426	8.985	0	0.1664	89.6839	2.6622	0	9.3178	60.7321	4.6589	0.3328	23.7937	27.787	19.8003	3.6606	0	0.1664	70.0499	2.4958	4.9917	0	0.6656	0	2.995	8.4859	43.0948	0	36.4393	20.4659	10.8153	40.0998	0.1664	0	3.6606	28.1198	67.2213	0.4992	9.3178	23.4609	22.1298	29.9501
SRFIS010.92	SRFIS010.92_2016-06-20_104_1	104	1	6/20/2016	13.0795	52.4834	32.1192	0	0	18.2119	71.5232	0.4967	0	0.8278	78.9735	11.0927	0	1.1589	63.9073	11.0927	8.4437	11.5894	21.0265	39.2384	12.7483	0	0.4967	38.4106	22.351	28.1457	3.4768	0.9934	0.1656	2.649	6.457	44.702	3.3113	33.4437	11.2583	14.2384	38.4106	3.1457	0.3311	20.0331	23.0132	50	1.4901	29.1391	11.9205	61.0927	14.404
SRFIS010.92	SRFIS010.92_2016-06-20_93_2	93	2	6/20/2016	10.6667	54.6667	31.1667	0	0	20.6667	68.3333	0	0	1.1667	78	11.6667	0.1667	1	66.6667	9.5	9.6667	15.5	21	43	7.6667	0.1667	0.5	39	21.5	28.5	0	0.5	0	4.8333	6.3333	40.1667	4.3333	33	6.8333	9.8333	44.8333	5.3333	0	19.5	21.8333	53.3333	1	26.8333	14.5	60.8333	16.3333
SRHAY003.25	SRHAY003.25_2016-06-21_105_1	105	1	6/21/2016	14.6667	26.3333	27.3333	0	0.8333	17.1667	45.3333	0	0	3.8333	54.6667	5.3333	0.5	5.5	39.5	9.8333	6.8333	17.5	7.6667	24.3333	11.6667	0.5	2.5	24	18.3333	16.1667	2	0.6667	0.5	2.6667	3.8333	28.3333	5	21.8333	4.6667	8.1667	40.5	5.6667	0	9.6667	20.1667	34.3333	1.3333	18.1667	5.3333	31.1667	16.5
SRHRS001.41	SRHRS001.41_2016-06-20_106_1	106	1	6/20/2016	16.1398	66.223	7.8203	0	2.6622	15.3078	45.7571	0.6656	0	3.9933	43.594	17.97	1.3311	4.6589	37.7704	4.3261	14.6423	8.3195	4.4925	34.2762	15.807	0.1664	2.6622	12.9784	27.2879	11.6473	10.1498	1.3311	1.8303	2.1631	2.3295	39.2679	10.8153	6.822	2.6622	3.3278	46.589	15.9734	0	19.4676	35.9401	32.7787	0.8319	24.2928	2.8286	31.4476	22.629
SRNBE000.86	SRNBE000.86_2016-06-21_107_1	107	1	6/21/2016	10.4825	37.1048	51.9135	0	0	9.3178	84.3594	0	0	1.1647	75.5408	20.4659	0	0.1664	64.7255	21.4642	4.1597	9.9834	38.7687	32.1131	10.9817	0	0.1664	54.7421	23.2945	16.3062	0.4992	0	0	5.3245	2.4958	71.8802	4.1597	12.1464	7.3211	33.1115	40.2662	4.9917	0	18.6356	24.4592	55.7404	0	62.5624	8.1531	73.3777	10.8153
SRNFB012.35	SRNFB012.35_2016-06-14_108_1	108	1	6/14/2016	3.6484	19.7347	71.8076	0	0.3317	15.0912	62.6866	14.7595	0	0.995	85.4063	7.6285	0	26.8657	51.2438	8.6235	0.995	34.4942	35.3234	15.257	3.6484	0.1658	0.8292	77.4461	11.6086	3.1509	0.995	0.4975	0.3317	0.6633	18.7396	46.2687	0.995	25.2073	22.7197	28.8557	37.4793	0.8292	0	14.5937	28.3582	52.2388	0	23.8806	12.4378	26.534	39.3035
SRPNT008.48	SRPNT008.48_2016-05-04_109_1	109	1	5/4/2016	27.0315	56.7164	13.7645	0	0	22.2222	67.1642	4.9751	0	0.995	67.33	25.8706	2.6534	6.3018	58.8723	8.4577	19.0713	8.4577	8.9552	56.8823	17.7446	0.8292	0.8292	22.7197	16.0862	49.0879	5.3068	0.8292	0.3317	0.995	6.3018	36.3184	5.4726	43.9469	10.4478	3.8143	42.1227	2.9851	0	22.7197	17.9104	56.8823	0	25.0415	10.1161	61.8574	18.5738
SRREY001.14	SRREY001.14_2016-06-29_110_1	110	1	6/29/2016	6.7881	30.1325	59.6026	0	0	19.0397	53.1457	11.0927	0	0.8278	76.8212	6.1258	0	16.0596	43.3775	3.6424	2.649	15.7285	20.8609	22.351	6.7881	0	0.4967	51.6556	10.7616	8.2781	1.4901	0.3311	0.6623	1.4901	11.755	33.4437	1.6556	18.7086	16.2252	16.7219	38.5762	1.1589	0.4967	14.9007	42.5497	33.7748	5.1325	10.596	17.2185	15.5629	24.8344
SRTON061.37	SRTON061.37_2015-05-07_80_1	80	1	5/7/2015	8.1233	30.6239	46.8778	0	0	9.9998	64.3762	0	0	4.3752	43.7495	25.0018	1.2494	4.3752	22.5007	25.6265	6.2492	9.9998	13.7503	32.5029	2.4987	0	4.3752	20.6266	25.0018	8.7479	0	4.3752	0	18.1255	1.2494	42.5026	5.6246	2.4987	0	12.5009	36.8756	5.6246	0	26.2512	19.3724	33.7522	6.2492	35.6263	19.9995	41.2508	19.9995
SRTON062.28	SRTON062.28_2015-05-07_81_1	81	1	5/7/2015	18.5374	59.2693	19.5821	0	0	22.1933	71.5408	0.5217	0	0.523	54.8302	38.9027	0	0.2615	34.4648	45.4289	7.8336	6.2671	8.3553	60.0513	13.315	0	0.2615	10.9665	53.5239	21.4101	2.3497	0.2615	0	6.2671	3.6547	52.4792	7.5721	24.0213	14.3597	3.1329	60.0513	5.4839	0.2615	39.163	24.543	19.0616	14.6212	44.9084	22.9765	54.0469	23.4995
SRUDC000.02	SRUDC000.02_2016-06-22_111_1	111	1	6/22/2016	10.1161	59.7015	30.0166	0	0	11.2769	74.7927	0	0	3.4826	59.0381	33.0017	0	0	59.5357	18.2421	5.141	12.9353	15.257	33.0017	25.0415	0	0	28.524	38.806	20.8955	1.1609	0.1658	0	6.136	1.3267	54.8922	4.6434	25.0415	2.1559	13.267	54.8922	7.2968	0	16.0862	39.9668	42.6202	0.1658	51.4096	9.2869	72.471	13.7645
SRUEF000.87	SRUEF000.87_2016-06-13_112_1	112	1	6/13/2016	21.3333	48	15.3333	0	1.8333	15.1667	62.1667	0.6667	0	4	67	8.5	0	3.3333	49.5	7.5	17	7.3333	17.6667	40.5	11.3333	0.5	1.5	18.6667	29	25.1667	4.3333	1.3333	2.3333	3.3333	2.1667	43	16.6667	10.6667	7.8333	2.6667	43.1667	13.6667	0	11.3333	24.8333	44	1	26	4.3333	45.1667	19.1667
SRUUE000.03	SRUUE000.03_2016-06-13_113_1	113	1	6/13/2016	19.5	48.5	28	0	0.1667	15.1667	73.1667	0	0	4.3333	81.3333	5.5	0	2.8333	64.1667	13.8333	5.8333	13	16	45.6667	14.3333	0.1667	2.5	34.5	15.5	37.3333	0.8333	0.3333	0	4.6667	4.3333	47.3333	5.6667	26.1667	12	4.5	42.1667	10.3333	0	10	27.5	55.6667	0.6667	25.8333	7.6667	56.1667	13.8333
SRWRK002.83	SRWRK002.83_2016-06-16_114_1	114	1	6/16/2016	3.8143	49.0879	46.932	0	0.4975	26.8657	53.068	12.272	0	1.3267	87.2305	4.4776	5.141	11.1111	55.8872	6.3018	0.4975	22.2222	27.0315	20.2322	3.4826	0.8292	1.4925	58.209	24.3781	8.126	0	0.8292	1.8242	2.3217	11.4428	35.3234	0.4975	25.0415	20.7297	13.7645	33.9967	1.99	0	13.4328	41.2935	41.791	3.3167	9.9502	32.3383	15.4229	37.9768
UGBLR028.77	UGBLR028.77_2015-06-01_82_1	82	1	6/1/2015	4.1255	35.1484	57.9209	0	0	9.406	76.2375	0.6602	0	0.165	63.2014	22.9373	0	2.8057	56.7654	16.3367	5.6106	9.241	44.0591	24.4226	3.1355	0.165	0.4951	53.9602	23.9275	6.7656	0.3301	0.165	0	6.1057	30.8579	38.7793	2.9702	6.2705	33.3332	5.9412	36.9636	2.8052	0	47.8545	27.3931	20.4619	1.4854	21.6172	9.5711	34.6533	9.9011
UGBLR028.77	UGBLR028.77_2015-06-01_82_2	82	2	6/1/2015	4.8093	57.0481	35.4891	0	0	22.8856	61.0281	0.4975	0	0.1658	59.37	26.5338	0	8.9551	47.7612	15.5888	9.4526	16.4177	25.8707	31.3433	6.136	0.6633	1.3267	45.2737	30.6798	7.1309	0	1.8242	0	8.126	8.7895	58.043	2.3216	6.9651	5.3064	14.0961	50.9125	2.4875	0	33.1676	39.8009	22.0563	2.3216	20.0663	15.7544	39.6353	16.2519
UGCAV016.84	UGCAV016.84_2015-06-16_83_1	83	1	6/16/2015	7.4361	70.63	21.5617	0	0	13.7555	79.9208	4.0903	0	0.3722	88.8459	9.293	0	6.6938	71.3702	16.3547	0.7445	14.4978	8.9229	61.705	8.9229	1.1146	0.3722	26.0242	53.1543	17.8436	0.7445	0.3722	0.3722	4.8326	1.1146	73.6036	0.3722	18.2159	0.3722	10.0396	77.6875	0.3722	0	9.293	21.1916	65.7953	2.2313	10.4097	14.87	68.3945	18.5881
UGCOL003.48	UGCOL003.48_2015-06-03_84_1	84	1	6/3/2015	15.2308	57.1817	24.7134	0	0	11.2067	77.5848	0	0	6.6085	66.6661	17.529	0	1.7241	55.7455	16.9549	6.6103	10.0567	19.2549	33.9063	18.1031	0.2879	1.7241	31.0339	35.6286	17.8187	2.5862	6.6085	0	3.1603	1.15	58.6179	6.3223	14.9446	2.2982	16.0929	53.7335	10.9188	0	13.2187	35.9183	47.4147	0	34.7683	8.0464	59.7679	9.7705
UGEAG013.81	UGEAG013.81_2015-05-19_85_1	85	1	5/19/2015	17.1094	32.3921	42.8573	0	0	22.9233	52.4919	6.4784	0	1.1628	61.9603	23.5878	0.1661	9.8007	42.6912	6.8107	16.4449	10.9635	29.4021	17.9403	16.9432	0.8306	3.1562	42.3589	13.9535	9.8007	12.126	2.1595	0.1661	1.1628	8.804	42.8573	13.621	18.1064	15.9469	14.9502	39.5347	2.6578	0	29.9001	32.0599	28.4054	0.4983	20.7639	6.9768	39.5347	15.6147
UGEEG001.57	UGEEG001.57_2015-05-19_86_1	86	1	5/19/2015	35.1673	32.833	25.9998	0	0	23.6675	67.4994	0.3329	0	1.8335	79.3332	10.8335	0.3334	3.3336	47.9993	16.1666	20.3334	19.5001	24.3328	24.8327	20.1675	0.1665	1.8335	28.3327	19.1667	35.6667	6.5002	0.6668	1.8335	6.1668	5.8334	39.4996	20.167	18.9998	3.9994	6.3327	56.8344	16.3335	0	15.4997	40.8343	36.4995	0	30.5006	15.1668	51.8338	16.5
UGFRY009.52	UGFRY009.52_2015-05-11_87_1	87	1	5/11/2015	3.0237	22.6802	64.7938	0.2156	0	64.5782	21.5996	0	0	0.8637	83.5865	6.0474	0	1.0794	73.0024	2.8081	1.5118	54.2109	4.3187	13.6091	6.263	0	0.8637	65.2263	15.3366	3.4562	1.0794	0.8637	0.2156	4.968	0.6469	18.7928	1.5118	63.4988	4.7524	6.6955	68.4656	0.4325	0	3.0225	12.9598	70.4112	4.1043	9.7192	55.9396	21.5983	59.1801
UGFRY009.52	UGFRY009.52_2015-05-11_87_2	87	2	5/11/2015	3.0718	22.3699	70.1724	0	0.2197	59.647	25.4397	0.2197	0	0.8778	83.5508	4.8253	0	1.7556	76.3118	1.3162	3.5102	53.5076	3.0707	23.2447	3.0707	0	1.7556	66.2259	12.938	3.2904	1.3162	1.5359	0.2197	3.5091	0.6581	20.8341	2.6324	59.8647	5.9208	10.5264	63.1562	1.5359	0	4.3869	12.7214	74.3396	4.1662	6.1415	54.1636	12.5017	57.6718
UGGLR401.85	UGGLR401.85_2015-05-18_88_1	88	1	5/18/2015	18.4145	61.1904	9.3471	0	0	22.3807	55.5249	3.1157	0	0.8488	19.8275	47.5959	14.4484	10.1992	15.2955	26.9145	14.733	10.7651	10.7617	27.765	18.6992	0.5659	10.1992	12.1781	34.281	6.5143	9.6334	0.2829	10.1992	0.5659	3.9662	47.3096	10.1992	3.3986	14.7296	8.7829	48.4447	0.8488	0	58.9269	18.6975	9.0624	0	53.8272	0.2829	60.3432	0.2829
