StationCode	SampleDate	StationDateRep	H20	H21	H23	D18	S2	propAchMin	propTaxaZHR	RAWDO100	RAWDO50	RAWlowN	RAWlowP	RAWNhet	RAWeutro	RAWpropBiovolChlor	RAWpropBiovolZHR	RAWmeanZHR	RAWlowTPsp	RAWpropGreenCRUS	PCT_MAP	PCT_MCP	PCT_MIAT1	totalSoftBiovol_um3cm2	microalgalEntityCount	diatomCount
904S02201	5/19/2010 0:00:00	904S02201_5/19/2010_1	16.00	17.00	15.00	22.00	5.00	3.0e-03	0.00	0.13	0.75	0.02	0.01	0.39	0.87	0.90	0.00	0.00	0.00	1.00	5.00	95.00	0.00	30077899.25	300.00	600.00
904S02585	5/19/2010 0:00:00	904S02585_5/19/2010_1	56.00	63.00	56.00	58.00	52.00	8.0e-03	0.35	0.01	0.98	0.02	0.02	0.01	0.97	0.16	0.70	0.53	0.08	1.00	35.00	37.00	31.00	1711261.86	300.00	600.00
904S08089	5/20/2010 0:00:00	904S08089_5/20/2010_1	50.00	56.00	50.00	76.00	13.00	0.01	0.08	0.05	0.97	0.02	0.04	0.01	0.94	0.90	0.00	0.04	0.00	1.00	70.00	14.00	0.00	23137503824.00	300.00	600.00
904S12185	5/24/2011 0:00:00	904S12185_5/24/2011_1	39.00	44.00	40.00	54.00	18.00	0.02	0.08	0.03	0.84	0.03	0.06	0.04	0.90	0.61	0.00	0.04	0.00	0.93	25.00	9.00	3.00	288608737.50	302.00	600.00
905PS0026	5/13/2008 0:00:00	905PS0026_5/13/2008_1	39.00	44.00	39.00	42.00	38.00	0.00	0.00	0.02	0.70	0.02	0.04	0.24	0.84	0.00	0.00	0.00	0.00	0.00				721503997.10	3.00	600.00
905S01953	4/29/2009 0:00:00	905S01953_4/29/2009_1	46.00	39.00	49.00	38.00	62.00	0.00	0.17	7.0e-03	0.77	3.0e-03	4.0e-03	0.28	0.98	0.56	0.41	0.29	0.07	0.21	68.85	1.95	3.90	17146227338.00	300.00	600.00
905SDYSA7	5/6/2008 0:00:00	905SDYSA7_5/6/2008_1																								
906LPLPC6	5/7/2008 0:00:00	906LPLPC6_5/7/2008_1																								
906LPRSC4	5/7/2008 0:00:00	906LPRSC4_5/7/2008_1																								
906S02246	5/26/2010 0:00:00	906S02246_5/26/2010_1	40.00	53.00	40.00	64.00	5.00	3.0e-03	0.00	0.01	0.94	0.01	0.01	0.09	0.97	0.53	0.00	0.00	0.00	1.00	95.00	36.00	23.00	23088144179.00	300.00	600.00
907CCCR02	5/8/2008 0:00:00	907CCCR02_5/8/2008_1																								
907CCCR02	3/29/2010 0:00:00	907CCCR02_3/29/2010_1	80.00	76.00	86.00	98.00	53.00	0.97	0.11	0.98	0.99	0.99	0.99	0.00	0.01	0.67	6.0e-03	0.05	0.05	0.00					305.00	600.00
907CCCR02	5/5/2010 0:00:00	907CCCR02_5/5/2010_1	94.00	71.00	90.00	96.00	82.00	0.78	0.38	0.80	0.98	0.94	0.95	0.05	0.16	0.91	0.02	0.20	0.31	0.00					315.00	600.00
907CCCR02	6/9/2010 0:00:00	907CCCR02_6/9/2010_1	81.00	90.00	88.00	86.00	80.00	0.47	0.20	0.52	0.97	0.68	0.71	0.11	0.37	0.00	0.99	0.59	0.40	0.00	5.00	57.00	0.00	11455974.17	301.00	600.00
907CCCR02	7/13/2010 0:00:00	907CCCR02_7/13/2010_1	90.00	84.00	91.00	86.00	97.00	0.27	0.55	0.31	0.98	0.57	0.58	0.03	0.55	0.21	0.79	0.67	0.31	0.00					300.00	600.00
907CCCR02	8/24/2010 0:00:00	907CCCR02_8/24/2010_1	80.00	86.00	89.00	82.00	87.00	0.43	0.34	0.45	0.92	0.62	0.63	0.07	0.45	0.02	0.96	0.65	0.16	0.00					302.00	600.00
907S00577	5/12/2009 0:00:00	907S00577_5/12/2009_1	72.00	60.00	71.00	68.00	77.00	0.05	0.23	0.10	0.81	0.54	0.51	0.15	0.74	0.33	0.11	0.17	0.19	0.00	17.08	41.45	16.75	14431629565.00	300.00	600.00
907S01418	5/12/2009 0:00:00	907S01418_5/12/2009_1	86.00	86.00	89.00	82.00	95.00	0.65	0.44	0.68	0.93	0.80	0.81	0.13	0.28	0.02	0.97	0.70	0.32	0.00	22.88	20.00	19.90	328021113.50	300.00	600.00
907S02774	5/20/2010 0:00:00	907S02774_5/20/2010_1	61.00	69.00	75.00	92.00	32.00	0.55	0.06	0.96	0.99	0.97	0.98	0.03	0.03	0.94	0.01	0.04	0.00	0.00	49.00	0.00	11.00	32251427.81	300.00	600.00
907S03210	5/18/2011 0:00:00	907S03210_5/18/2011_1	69.00	71.00	74.00	66.00	77.00	0.04	0.42	0.25	0.89	0.31	0.25	0.05	0.66	0.00	0.71	0.57	0.42	0.00	11.00	36.00	0.00	39305.31	300.00	600.00
907S05514	5/18/2011 0:00:00	907S05514_5/18/2011_1	72.00	81.00	82.00	80.00	68.00	0.11	0.40	0.24	0.98	0.34	0.34	0.10	0.61	0.00	0.64	0.52	0.00	0.00	0.00	38.00	0.00	24912.21	303.00	600.00
907S46499	6/2/2010 0:00:00	907S46499_6/2/2010_1	34.00	46.00	45.00	52.00	18.00	0.22	0.00	0.30	0.79	0.38	0.36	0.18	0.55	0.43	0.00	0.00	0.00	0.00	0.00	12.00	0.00	6412.52	7.00	600.00
907SDCHC3	5/8/2008 0:00:00	907SDCHC3_5/8/2008_1																								
907SDFRC2	5/5/2008 0:00:00	907SDFRC2_5/5/2008_1																								
907SSDR11	5/5/2008 0:00:00	907SSDR11_5/5/2008_1																								
909SHAR02	5/8/2008 0:00:00	909SHAR02_5/8/2008_1																								
909SLAW02	5/6/2008 0:00:00	909SLAW02_5/6/2008_1																								
909SSWR08	5/5/2008 0:00:00	909SSWR08_5/5/2008_1																								
910DZRA03	5/6/2008 0:00:00	910DZRA03_5/6/2008_1																								
910S06570	5/24/2010 0:00:00	910S06570_5/24/2010_1	24.00	27.00	24.00	38.00	0.00	0.01	0.00	0.04	0.75	0.14	0.11	0.36	0.88	1.00	0.00	0.00	0.00	1.00	44.00	1.00	14.00	5770000000000.00	300.00	600.00
910S14762	5/26/2010 0:00:00	910S14762_5/26/2010_1	59.00	49.00	62.00	66.00	57.00	0.03	0.12	0.53	0.92	0.05	0.21	0.11	0.43	0.99	0.00	0.06	0.00	0.00	6.00	51.00	0.00	52095978.17	300.00	600.00
911S01142	5/24/2011 0:00:00	911S01142_5/24/2011_1	60.00	53.00	60.00	46.00	80.00	0.04	0.33	0.07	0.87	0.24	0.13	0.27	0.75	0.00	0.33	0.33	0.11	0.00	1.00	37.00	0.00	11181.86	301.00	265.00
911S02058	5/5/2009 0:00:00	911S02058_5/5/2009_1	86.00	81.00	88.00	82.00	93.00	0.79	0.31	0.83	0.99	0.87	0.87	0.12	0.13	0.12	0.81	0.56	0.23	0.00	12.84	16.83	9.93	115097503.90	300.00	600.00
911S04086	5/6/2009 0:00:00	911S04086_5/6/2009_1	56.00	61.00	55.00	66.00	40.00	0.00	0.00	0.03	0.91	0.02	2.0e-03	0.03	0.95	0.00	0.00	0.00	0.00	0.00	0.00	80.97	0.00	724419.10	300.00	600.00
911S12262	5/24/2010 0:00:00	911S12262_5/24/2010_1	40.00	33.00	41.00	30.00	55.00	3.0e-03	0.15	0.02	0.53	0.13	0.12	0.30	0.79	0.27	0.03	0.09	0.09	0.03	54.00	59.00	0.00	2912599094.00	300.00	600.00
911TCAM01	5/7/2008 0:00:00	911TCAM01_5/7/2008_1																								
911TJWIL3	5/6/2008 0:00:00	911TJWIL3_5/6/2008_1																								
911TJWIL3	5/25/2011 0:00:00	911TJWIL3_5/25/2011_1	52.00	50.00	49.00	58.00	42.00	0.08	0.23	0.12	0.98	0.16	0.18	0.17	0.84	0.52	0.01	0.12	0.12	0.88	10.00	4.00	0.00	2935206955.00	301.00	649.00
911TTJR01	5/5/2008 0:00:00	911TTJR01_5/5/2008_1																								
ABAB1	6/19/2008 0:00:00	ABAB1_6/19/2008_1	36.00	21.00	40.00	24.00	58.00	3.0e-03	0.23	0.02	0.58	0.02	4.0e-03	0.19	0.79	0.85	0.09	0.16	0.06	0.10	3.00	17.14	24.73	2886082952.00	300.00	600.00
AHAH1	6/16/2007 0:00:00	AHAH1_6/16/2007_1	76.00	60.00	61.00	72.00	68.00	0.03	0.40	0.05	0.99	0.09	0.10	0.01	0.87	0.58	0.12	0.26	0.30	0.96	12.34	0.95	17.74	35114692056.00	300.00	693.00
AHAH1	6/4/2008 0:00:00	AHAH1_6/4/2008_1	75.00	71.00	70.00	80.00	60.00	0.35	0.41	0.37	0.99	0.37	0.43	0.06	0.61	0.49	0.50	0.45	0.25	0.73	17.52	0.95	0.00	41131127306.00	300.00	600.00
ALAC2	6/17/2007 0:00:00	ALAC2_6/17/2007_1	34.00	46.00	34.00	54.00	2.00	0.00	0.00	0.12	0.91	6.0e-03	0.01	0.14	0.85	0.51	0.00	0.00	0.00	1.00	49.52	26.66	8.69	3019747924.00	300.00	658.00
ALWC1	6/18/2007 0:00:00	ALWC1_6/18/2007_1	35.00	47.00	41.00	46.00	30.00	1.0e-03	0.00	0.01	0.77	0.01	0.01	0.11	0.96	0.00	0.00	0.00	0.00	0.00	0.95	70.47	0.00	184559.59	300.00	695.00
CBAH1	6/28/2007 0:00:00	CBAH1_6/28/2007_1	48.00	39.00	39.00	54.00	25.00	0.00	0.11	0.01	0.87	0.03	0.03	0.06	0.96	1.00	0.00	0.05	0.11	1.00	9.61	3.80	54.44	3225976328.00	300.00	857.00
CBAH1	10/9/2007 0:00:00	CBAH1_10/9/2007_1	29.00	43.00	38.00	40.00	22.00	0.00	0.00	0.02	0.78	0.01	0.02	0.12	0.96	0.00	0.00	0.00	0.00	0.00	0.00	3.80	2.27	23422.19	300.00	648.00
CBAH1	6/16/2008 0:00:00	CBAH1_6/16/2008_1	15.00	14.00	16.00	20.00	7.00	0.00	0.16	0.01	0.60	0.01	0.01	0.10	0.95	0.99	0.00	0.08	0.00	1.00	0.96	21.90	1.14	646299126.80	300.00	600.00
CBAH1	11/6/2008 0:00:00	CBAH1_11/6/2008_1	48.00	47.00	49.00	50.00	52.00	0.00	0.13	0.01	0.84	7.0e-03	0.01	0.11	0.95	0.23	4.0e-03	0.06	0.07	0.23	0.00	0.95	0.00	11387380.40	300.00	600.00
CBES1	6/10/2007 0:00:00	CBES1_6/10/2007_1	48.00	47.00	45.00	66.00	15.00	1.0e-03	0.12	0.04	0.96	0.03	0.02	0.04	0.96	1.00	0.00	0.06	0.00	1.00	59.80	38.09	10.44	33879769032.00	300.00	794.00
CBLA1	6/10/2007 0:00:00	CBLA1_6/10/2007_1	11.00	3.00	6.00	4.00	17.00	6.0e-03	0.00	0.07	0.62	0.04	0.04	0.69	0.92	1.00	0.00	0.00	0.00	0.99	76.92	5.71	47.56	76447765061.00	300.00	655.00
CBLA1	10/7/2007 0:00:00	CBLA1_10/7/2007_1	20.00	16.00	14.00	22.00	10.00	0.03	0.00	0.28	0.87	0.07	0.08	0.51	0.71	1.00	0.00	0.00	0.00	1.00	17.14	10.47	52.57	37975149652.00	300.00	815.00
CBLA1	6/4/2008 0:00:00	CBLA1_6/4/2008_1	26.00	29.00	26.00	38.00	5.00	0.01	0.00	0.45	0.80	0.06	0.06	0.26	0.51	0.92	0.00	0.00	0.00	0.96	42.85	5.71	5.12	131000000000.00	300.00	600.00
CBLA1	11/6/2008 0:00:00	CBLA1_11/6/2008_1	51.00	37.00	39.00	46.00	43.00	0.06	0.16	0.46	0.89	0.19	0.18	0.18	0.57	0.86	0.04	0.10	0.16	0.93	3.88	43.80	6.06	31750115209.00	300.00	600.00
CLSD1	7/4/2007 0:00:00	CLSD1_7/4/2007_1	24.00	23.00	20.00	32.00	5.00	0.00	0.00	5.0e-03	0.87	0.02	0.03	0.35	0.98	1.00	0.00	0.00	0.00	1.00	74.03	16.19	16.98	361000000000.00	300.00	737.00
DGKC1	6/4/2008 0:00:00	DGKC1_6/4/2008_1	26.00	34.00	24.00	30.00	15.00	0.01	0.16	0.05	0.73	0.02	0.02	0.31	0.96	0.10	0.00	0.08	0.00	0.99	11.53	80.00	0.00	101000000000.00	300.00	600.00
FCFC1	6/19/2008 0:00:00	FCFC1_6/19/2008_1	28.00	33.00	32.00	26.00	37.00	7.0e-03	0.16	0.01	0.82	0.03	0.03	0.89	0.98	0.41	0.37	0.26	0.08	0.51	37.14	4.76	35.57	181000000000.00	300.00	600.00
GSAT1	7/3/2007 0:00:00	GSAT1_7/3/2007_1	40.00	31.00	39.00	40.00	37.00	0.00	0.18	0.28	1.00	9.0e-03	9.0e-03	0.26	0.71	0.90	0.10	0.14	0.09	0.76	55.23	0.00	29.52	452000000000.00	300.00	635.00
GSSJ1	7/3/2007 0:00:00	GSSJ1_7/3/2007_1	32.00	41.00	40.00	34.00	45.00	0.02	0.18	0.05	0.62	0.10	0.14	0.04	0.89	0.00	0.13	0.15	0.09	0.00	1.98	65.71	32.32	79519782.70	300.00	671.00
GVGV1	6/4/2008 0:00:00	GVGV1_6/4/2008_1	45.00	31.00	45.00	40.00	45.00	0.00	0.28	0.03	0.80	0.45	0.31	0.31	0.69	0.96	0.01	0.14	0.00	0.46	41.90	16.19	4.85	85301307568.00	300.00	600.00
LADC1	6/28/2007 0:00:00	LADC1_6/28/2007_1	44.00	51.00	45.00	52.00	42.00	0.02	0.00	0.05	0.90	0.06	0.10	0.22	0.90	0.00	0.00	0.00	0.00	0.00	0.95	28.57	0.00	46944.73	300.00	600.00
LALA1	6/27/2007 0:00:00	LALA1_6/27/2007_1	50.00	41.00	40.00	58.00	17.00	0.21	0.05	0.74	0.89	0.74	0.25	0.21	0.25	1.00	0.00	0.02	0.05	0.99	40.00	5.71	25.00	14633254830.00	300.00	600.00
LALK1	6/27/2007 0:00:00	LALK1_6/27/2007_1	64.00	57.00	58.00	76.00	33.00	0.44	0.13	0.48	0.99	0.53	0.57	0.15	0.45	0.96	0.02	0.07	0.10	0.96	51.45	57.14	12.65	58080047331.00	300.00	625.00
MALV1	7/2/2007 0:00:00	MALV1_7/2/2007_1	21.00	7.00	10.00	10.00	27.00	0.00	0.00	7.0e-03	0.66	4.0e-03	4.0e-03	0.42	0.98	0.99	0.00	0.00	0.09	0.98	2.85	46.66	28.23	2027875105.00	300.00	600.00
MAMC2	7/2/2007 0:00:00	MAMC2_7/2/2007_1	48.00	53.00	52.00	36.00	75.00	0.00	0.40	0.08	0.68	0.48	0.41	0.06	0.75	1.0e-03	0.99	0.70	0.10	1.0e-03	33.65	25.71	14.63	29281059301.00	300.00	600.00
MAMC2	6/13/2008 0:00:00	MAMC2_6/13/2008_1	56.00	51.00	49.00	66.00	28.00	7.0e-03	0.15	0.07	0.95	0.12	0.12	0.03	0.83	0.88	0.02	0.08	0.07	0.98	55.33	21.90	39.39	235000000000.00	300.00	600.00
MAMD1	7/1/2007 0:00:00	MAMD1_7/1/2007_1	51.00	49.00	44.00	58.00	28.00	0.00	0.08	0.01	0.97	0.02	0.02	0.01	0.98	0.63	0.04	0.06	0.08	0.92	59.04	36.19	42.85	178000000000.00	300.00	671.00
MAMD1	6/13/2008 0:00:00	MAMD1_6/13/2008_1	52.00	51.00	48.00	56.00	35.00	0.02	0.17	0.05	0.97	0.04	0.08	0.02	0.93	0.29	0.02	0.09	0.05	0.90	58.82	44.76	9.67	152000000000.00	300.00	600.00
MCMC1	6/18/2008 0:00:00	MCMC1_6/18/2008_1	45.00	50.00	50.00	66.00	13.00	0.01	0.09	0.02	0.95	0.08	0.08	0.02	0.89	0.80	0.00	0.04	0.00	0.68	36.78	12.38	1.14	73127411139.00	300.00	600.00
MCRC1	7/4/2007 0:00:00	MCRC1_7/4/2007_1	71.00	81.00	78.00	76.00	78.00	0.01	0.20	0.07	0.98	0.09	0.04	0.02	0.85	0.01	0.94	0.57	0.20	0.00	1.04	10.47	41.25	154873562.90	300.00	642.00
MCRC1	10/6/2007 0:00:00	MCRC1_10/6/2007_1	72.00	67.00	68.00	74.00	67.00	0.03	0.00	0.08	0.98	0.07	0.07	0.03	0.87	0.00	0.00	0.00	0.20	0.00	0.00	10.47	12.19	363012.30	300.00	684.00
MCRC1	6/18/2008 0:00:00	MCRC1_6/18/2008_1	61.00	53.00	50.00	70.00	35.00	0.02	0.14	0.04	0.95	0.05	0.06	0.04	0.89	0.99	0.01	0.07	0.14	1.00	20.87	6.66	1.09	76784003388.00	300.00	600.00
MCRC1	11/4/2008 0:00:00	MCRC1_11/4/2008_1	64.00	64.00	64.00	70.00	53.00	0.01	0.12	0.07	0.98	0.07	0.08	0.04	0.70	0.01	7.0e-03	0.06	0.14	0.00	0.00	1.90	0.98	5484.14	300.00	600.00
ME-CC	7/12/2010 0:00:00	ME-CC_7/12/2010_1	18.00	10.00	14.00	14.00	18.00	0.00	0.00	0.07	0.62	0.15	0.15	0.75	0.91	0.99	0.00	0.00	0.07	1.00	21.90	13.33	0.00	1443909166.00	300.00	600.00
ME-VR2	7/7/2010 0:00:00	ME-VR2_7/7/2010_1	68.00	64.00	72.00	72.00	63.00	0.19	0.26	0.49	0.95	0.40	0.43	0.06	0.47	0.55	0.43	0.35	0.16	0.00	9.47	2.00	0.00	2908357287.00	300.00	600.00
MTMT1	6/5/2008 0:00:00	MTMT1_6/5/2008_1	72.00	69.00	74.00	58.00	97.00	0.13	0.32	0.23	0.93	0.50	0.39	0.19	0.59	0.02	0.94	0.63	0.26	0.00	22.44	41.90	12.30	65125441481.00	300.00	600.00
MTTF1	6/5/2008 0:00:00	MTTF1_6/5/2008_1	86.00	83.00	89.00	86.00	88.00	0.02	0.42	0.51	0.99	0.80	0.70	0.03	0.40	0.18	0.65	0.53	0.20	0.00	23.59	33.33	37.70	21948674860.00	299.00	600.00
RCRC1	7/1/2007 0:00:00	RCRC1_7/1/2007_1	62.00	64.00	65.00	76.00	47.00	0.09	0.07	0.19	0.98	0.22	0.24	0.04	0.39	0.42	8.0e-03	0.04	0.07	0.00	3.29	5.71	32.43	1191858.25	300.00	600.00
SASA1	6/20/2008 0:00:00	SASA1_6/20/2008_1	65.00	69.00	65.00	92.00	22.00	0.17	0.03	0.85	0.95	0.79	0.93	0.04	0.06	0.99	5.0e-03	0.01	0.06	0.99	57.14	0.95	72.38	436000000000.00	300.00	600.00
SASN1	6/20/2008 0:00:00	SASN1_6/20/2008_1	25.00	29.00	25.00	40.00	2.00	0.01	0.00	0.57	0.95	0.07	0.09	0.37	0.42	1.00	0.00	0.00	0.00	1.00	0.00	12.38	0.00	1443014373.00	300.00	600.00
SASV1	6/13/2007 0:00:00	SASV1_6/13/2007_1	75.00	74.00	78.00	80.00	70.00	0.01	0.12	0.26	0.97	0.37	0.38	0.07	0.76	0.03	0.29	0.20	0.12	0.00	6.66	17.14	1.04	6281946.06	300.00	702.00
SCSC2	6/20/2007 0:00:00	SCSC2_6/20/2007_1	44.00	47.00	44.00	66.00	5.00	0.01	0.00	0.16	0.88	0.38	0.38	0.19	0.51	1.00	0.00	0.00	0.00	0.99	83.80	48.57	36.45	2898404932.00	300.00	647.00
SCSL1	6/16/2008 0:00:00	SCSL1_6/16/2008_1	55.00	54.00	54.00	64.00	42.00	0.07	0.12	0.09	0.95	0.19	0.35	0.07	0.84	0.75	0.21	0.16	0.12	0.74	83.65	10.47	14.42	206000000000.00	300.00	600.00
SCSP2	6/16/2008 0:00:00	SCSP2_6/16/2008_1	49.00	37.00	40.00	48.00	37.00	0.03	0.07	0.04	0.91	0.19	0.26	0.20	0.78	0.98	0.02	0.04	0.07	1.00	18.03	21.90	65.57	48387419923.00	300.00	600.00
SCSS1	6/17/2008 0:00:00	SCSS1_6/17/2008_1	74.00	74.00	70.00	78.00	57.00	0.18	0.42	0.20	0.98	0.24	0.27	0.03	0.71	0.33	0.66	0.54	0.42	0.71	3.26	9.52	1.12	4642906022.00	300.00	600.00
SDBC1	6/6/2007 0:00:00	SDBC1_6/6/2007_1	36.00	47.00	41.00	46.00	35.00	1.0e-03	0.00	0.05	0.78	0.02	0.01	0.07	0.93	0.00	0.00	0.00	0.00	0.00	0.00	53.33	1.05	232105.76	300.00	682.00
SDBG1	7/5/2007 0:00:00	SDBG1_7/5/2007_1	15.00	19.00	22.00	8.00	47.00	3.0e-03	0.09	0.05	0.60	0.02	0.05	0.45	0.91	0.14	4.0e-03	0.04	0.00	0.00	5.71	28.57	4.08	7824153.95	300.00	641.00
SDSD1	6/12/2007 0:00:00	SDSD1_6/12/2007_1	29.00	27.00	30.00	36.00	20.00	0.00	0.05	0.27	0.85	0.02	0.02	0.32	0.71	0.92	0.00	0.02	0.00	0.97	50.47	33.65	7.00	98127548423.00	300.00	662.00
SDSD3	6/6/2007 0:00:00	SDSD3_6/6/2007_1	29.00	19.00	34.00	18.00	52.00	0.00	0.17	0.12	0.75	0.08	0.07	0.73	0.86	0.74	7.0e-03	0.09	0.08	0.00	14.28	19.04	1.94	162538917.50	300.00	600.00
SDSD3	10/8/2007 0:00:00	SDSD3_10/8/2007_1	31.00	31.00	45.00	40.00	32.00	0.00	0.15	0.15	0.85	0.01	0.02	0.32	0.67	0.84	0.00	0.07	0.00	0.00	4.80	20.00	7.44	282399.93	300.00	699.00
SDSD3	6/2/2008 0:00:00	SDSD3_6/2/2008_1	19.00	13.00	16.00	16.00	17.00	3.0e-03	0.00	0.01	0.85	4.0e-03	4.0e-03	0.65	0.97	0.99	0.00	0.00	0.08	0.99	8.82	4.76	11.11	367398106.80	300.00	600.00
SDSD3	11/6/2008 0:00:00	SDSD3_11/6/2008_1	28.00	29.00	28.00	28.00	25.00	0.01	0.05	0.21	0.83	0.03	0.03	0.55	0.65	0.50	1.0e-03	0.02	0.00	0.99	1.96	37.14	19.60	2906166175.00	300.00	600.00
SDSR1	6/13/2008 0:00:00	SDSR1_6/13/2008_1	10.00	9.00	11.00	12.00	8.00	0.00	0.00	0.01	0.61	0.01	0.01	0.67	0.96	1.00	0.00	0.00	0.00	0.95	20.87	33.33	14.28	51968458181.00	300.00	600.00
SGCC1	6/20/2007 0:00:00	SGCC1_6/20/2007_1	44.00	43.00	51.00	58.00	30.00	0.10	0.06	0.70	0.78	0.57	0.31	0.26	0.30	0.98	0.00	0.03	0.00	0.00	39.04	0.95	5.26	19513907.93	300.00	600.00
SGCR1	6/21/2007 0:00:00	SGCR1_6/21/2007_1	32.00	20.00	24.00	28.00	23.00	0.00	0.17	0.33	0.95	0.33	0.00	0.61	0.63	1.00	0.00	0.08	0.04	1.00	50.96	16.19	0.00	142000000000.00	300.00	600.00
SGLT506	6/17/2009 0:00:00	SGLT506_6/17/2009_1																								
SGLT506	7/6/2010 0:00:00	SGLT506_7/6/2010_1																			54.80	20.00	11.88			
SGLT506	6/30/2011 0:00:00	SGLT506_6/30/2011_1																								
SGLT507	5/26/2009 0:00:00	SGLT507_5/26/2009_1																								
SGLT507	5/26/2010 0:00:00	SGLT507_5/26/2010_1																								
SGLT507	6/27/2011 0:00:00	SGLT507_6/27/2011_1																								
SGLT508	5/26/2009 0:00:00	SGLT508_5/26/2009_1																								
SGLT508	5/26/2010 0:00:00	SGLT508_5/26/2010_1																								
SGLT508	6/27/2011 0:00:00	SGLT508_6/27/2011_1																								
SGUT504	6/16/2009 0:00:00	SGUT504_6/16/2009_1																								
SGUT504	7/7/2010 0:00:00	SGUT504_7/7/2010_1																			8.73	6.66	22.11			
SGUT504	6/30/2011 0:00:00	SGUT504_6/30/2011_1																								
SGWC1	6/20/2007 0:00:00	SGWC1_6/20/2007_1	55.00	56.00	52.00	76.00	17.00	0.72	0.00	0.76	0.89	0.76	0.76	0.17	0.21	0.99	0.00	0.00	0.05	0.98	8.43	60.00	10.00	293240286.20	300.00	600.00
SGWC1	10/5/2007 0:00:00	SGWC1_10/5/2007_1	20.00	37.00	34.00	24.00	32.00	0.13	0.05	0.25	0.63	0.19	0.22	0.48	0.67	0.32	0.67	0.36	0.05	0.30	1.36	58.09	40.00	571332119.80	300.00	635.00
SGWC1	6/9/2008 0:00:00	SGWC1_6/9/2008_1	28.00	19.00	22.00	26.00	25.00	0.26	0.00	0.27	0.66	0.27	0.27	0.56	0.69	1.00	0.00	0.00	0.04	1.00	23.07	52.38	8.47	39611827835.00	300.00	600.00
SGWC1	11/2/2008 0:00:00	SGWC1_11/2/2008_1	40.00	47.00	46.00	42.00	45.00	0.24	0.11	0.45	0.86	0.35	0.36	0.36	0.54	0.25	0.49	0.30	0.07	0.33	6.06	23.80	9.37	1447527487.00	300.00	600.00
SGWC2	6/26/2007 0:00:00	SGWC2_6/26/2007_1	49.00	53.00	48.00	68.00	13.00	6.0e-03	0.15	0.02	0.97	0.02	0.02	0.10	0.97	0.88	0.01	0.08	0.00	0.99	38.09	12.38	13.40	31934035759.00	300.00	688.00
SJBL1	6/14/2007 0:00:00	SJBL1_6/14/2007_1	79.00	69.00	72.00	74.00	70.00	0.01	0.13	0.03	0.91	0.43	0.16	0.03	0.75	0.11	0.22	0.18	0.17	0.00	10.67	26.21	2.50	6121669194.00	300.00	637.00
SJBL1	6/3/2008 0:00:00	SJBL1_6/3/2008_1	82.00	76.00	81.00	70.00	98.00	0.02	0.55	0.03	0.96	0.15	0.08	0.04	0.84	0.04	0.87	0.71	0.38	0.00	13.97	9.52	5.43	14431625086.00	300.00	600.00
SJMO1	6/3/2008 0:00:00	SJMO1_6/3/2008_1	80.00	79.00	82.00	76.00	85.00	0.06	0.27	0.12	1.00	0.11	0.11	0.04	0.71	0.02	0.76	0.51	0.18	0.00	8.08	1.90	0.00	5772137948.00	300.00	600.00
SJOF1	5/16/2008 0:00:00	SJOF1_5/16/2008_1	54.00	47.00	55.00	44.00	70.00	0.03	0.23	0.09	0.89	0.09	0.09	0.26	0.83	0.07	0.12	0.18	0.10	0.00	47.05	55.23	4.00	363000000000.00	300.00	600.00
SJOS1	6/11/2007 0:00:00	SJOS1_6/11/2007_1	15.00	14.00	15.00	20.00	5.00	0.00	0.11	0.35	0.73	0.09	0.09	0.35	0.64	1.00	0.00	0.05	0.00	1.00	61.90	0.00	17.44	113000000000.00	300.00	604.00
SJSJ2	6/5/2007 0:00:00	SJSJ2_6/5/2007_1	48.00	54.00	48.00	56.00	38.00	0.03	0.00	0.08	0.82	0.07	0.08	0.08	0.86	0.00	0.00	0.00	0.00	0.00	0.00	74.28	0.00	45865.80	300.00	654.00
SJSJ5	5/13/2008 0:00:00	SJSJ5_5/13/2008_1	86.00	76.00	85.00	86.00	80.00	0.05	0.32	0.71	0.99	0.69	0.53	0.02	0.20	0.54	0.45	0.38	0.20	0.00	47.95	2.85	25.58	84101245320.00	300.00	600.00
SJTC1	6/10/2007 0:00:00	SJTC1_6/10/2007_1	38.00	31.00	38.00	34.00	43.00	0.00	0.16	0.38	0.87	0.07	0.05	0.29	0.61	0.54	0.00	0.08	0.08	0.54	60.00	10.47	0.00	79303157805.00	300.00	620.00
SJTC2	6/14/2007 0:00:00	SJTC2_6/14/2007_1	75.00	69.00	71.00	76.00	73.00	0.04	0.18	0.11	0.93	0.20	0.26	0.04	0.78	7.0e-03	0.03	0.10	0.18	0.00	5.71	16.19	0.00	49103698.96	300.00	625.00
SJTC3	6/10/2007 0:00:00	SJTC3_6/10/2007_1	60.00	63.00	55.00	64.00	47.00	0.00	0.25	0.01	0.95	0.03	0.03	0.02	0.95	0.30	0.48	0.36	0.16	0.90	25.96	25.96	1.23	45712394955.00	300.00	657.00
SJTC3	10/8/2007 0:00:00	SJTC3_10/8/2007_1	55.00	61.00	61.00	66.00	43.00	0.02	0.25	0.06	0.92	0.15	0.11	0.06	0.86	0.00	0.00	0.12	0.12	0.00	15.23	24.76	0.00	33024.59	300.00	640.00
