"StationID_Master"	"ChemSampleID"	"Arsenic_inorg_f_ug_L"	"Arsenic_inorg_uf_ug_L"	"CaCO3_uf_mg_L"	"Calcium_uf_mg_L"	"Carbon_f_mg_L"	"Carbon_uf_mg_L"	"Chloride_uf_mg_L"	"Copper_uf_ug_L"	"CrossSectionalArea_calc"	"Depth_ft"	"DO_f_%"	"DO_f_mg_L"	"Ecoli_uf_CFU_100"	"Flow_cfs"	"Flow_ft_sec"	"Hardness_CaCO3_MgCO3_calc_mg_L"	"HydrogenCarbonate_uf_mg_L"	"Kjeldahl_N_uf_mg_L"	"Lead_cmpdsInorg_uf_mg_L"	"Magnesium_uf_mg_L"	"Manganese_uf_ug_L"	"Mercury_elemental_uf_mg_L"	"NH3_N_uf_mg_L"	"NO3NO2_uf_mg_L"	"pH_SU"	"Phosphorus_uf_mg_L"	"Potassium_uf_mg_L"	"Sodium_uf_mg_L"	"SpecCond_umhos_cm"	"StreamWidth_ft"	"Sulfate_uf_mg_L"	"TDS_f_mg_L"	"Temp_degC"	"TSS_susp_mg_L"	"Turbidity_NTU"
"57"	"LCLVL001.32"	"LCLVL001.32_2009-09-22"	NA	NA	0.104838709677419	0.0985221674876847	NA	NA	NA	NA	NA	0.176190476190476	0.768627450980392	0.847058823529412	NA	0.143382352941176	NA	NA	0.0887096774193548	NA	NA	NA	0.251908396946565	NA	NA	NA	0.24	NA	NA	0.300970873786408	0.113138686131387	0.175355450236967	0.214659685863874	0.0569105691056911	0.384057971014493	0.327485380116959	0.510288065843621
"58"	"LCLVL001.32"	"LCLVL001.32_2010-06-03"	NA	NA	NA	NA	NA	NA	NA	NA	0.482558139534884	0.633333333333333	0.101960784313725	0.0705882352941176	0.310126582278481	0.724264705882353	0.803921568627451	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.970909090909091	NA	NA	NA	0.0109489051094891	0.350710900473934	NA	0.0040650406504065	0.394927536231884	NA	NA
"59"	"LCLVL001.32"	"LCLVL001.32_2010-06-24"	NA	NA	0.0241935483870968	0.0147783251231527	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.5	NA	NA	0.0161290322580645	NA	NA	NA	0.213740458015267	NA	NA	NA	0.0363636363636364	NA	NA	0.199029126213592	0.0656934306569343	NA	0.308900523560209	0.121951219512195	NA	0.713450292397661	0.563786008230453
"60"	"LCLVL001.32"	"LCLVL001.32_2013-09-25"	NA	NA	NA	0.0788177339901478	NA	NA	NA	NA	0.22093023255814	0.304761904761905	0.733333333333333	0.450980392156863	0.537974683544304	0.459558823529412	NA	NA	NA	0.5703125	NA	NA	0.49618320610687	NA	0.741935483870968	NA	0.08	NA	NA	0.199029126213592	0.0218978102189781	0.222748815165877	0.282722513089005	0.0121951219512195	0.246376811594203	0.760233918128655	0.748971193415638
"61"	"LCLVL001.32"	"LCLVL001.32_2013-10-29"	NA	NA	NA	0.0591133004926108	NA	NA	NA	NA	0.0872093023255814	0.580952380952381	0.67843137254902	0.894117647058824	0.0189873417721519	0.158088235294118	NA	NA	NA	NA	NA	NA	0.183206106870229	NA	NA	NA	0.156363636363636	NA	NA	0.199029126213592	0.0802919708029197	0.0616113744075829	0.267015706806283	0.0365853658536585	0.0108695652173913	0.497076023391813	0.497942386831276
"62"	"LCLVL001.32"	"LCLVL001.32_2015-09-03"	NA	NA	NA	NA	NA	NA	0.0112359550561798	NA	0.00581395348837209	0.342857142857143	0.662745098039216	0.250980392156863	0.424050632911392	0.264705882352941	NA	NA	NA	0.2734375	NA	NA	0.633587786259542	NA	NA	NA	0.0654545454545455	0.584415584415584	0.661538461538462	0.237864077669903	0.0364963503649635	0.0853080568720379	0.0732984293193717	0.158536585365854	0.568840579710145	0.590643274853801	0.757201646090535
"63"	"LCMAM002.05"	"LCMAM002.05_2010-06-24"	NA	NA	0.725806451612903	0.832512315270936	NA	NA	NA	NA	NA	0.0142857142857143	0.364705882352941	0.325490196078431	0.379746835443038	0.143382352941176	NA	0.748502994011976	0.685483870967742	NA	NA	0.550335570469799	0.458015267175573	NA	NA	NA	0.476363636363636	0.941558441558442	NA	0.922330097087379	0.722627737226277	0.0995260663507109	0.74869109947644	0.768292682926829	0.869565217391304	0.783625730994152	0.666666666666667
"64"	"LCMIN018.05"	"LCMIN018.05_2007-06-26"	NA	NA	0.508064516129032	0.492610837438424	NA	NA	NA	NA	0.244186046511628	0.0285714285714286	0.0352941176470588	0.0666666666666667	0.746835443037975	0.209558823529412	0.313725490196078	0.455089820359281	0.540322580645161	0.0546875	NA	0.429530201342282	NA	NA	NA	0.257142857142857	0.476363636363636	0.779220779220779	0.346153846153846	0.669902912621359	0.521897810218978	0.739336492890995	NA	0.565040650406504	0.985507246376812	0.760233918128655	0.703703703703704
"65"	"LCMLK001.18"	"LCMLK001.18_2006-11-14"	NA	NA	0.645161290322581	0.768472906403941	NA	NA	NA	NA	NA	0.271428571428571	0.854901960784314	0.933333333333333	NA	0.0257352941176471	0.0392156862745098	0.688622754491018	0.701612903225806	0.046875	NA	0.496644295302013	NA	NA	0.161290322580645	NA	0.563636363636364	NA	0.115384615384615	0.820388349514563	0.64963503649635	0.0947867298578199	0.455497382198953	0.703252032520325	0.0217391304347826	0.573099415204678	0.185185185185185
"66"	"LCMLK001.18"	"LCMLK001.18_2007-04-10"	NA	NA	0.741935483870968	0.866995073891626	NA	NA	NA	NA	0.0290697674418605	0.0619047619047619	0.0862745098039216	0.227450980392157	NA	0.0257352941176471	0.0392156862745098	0.796407185628742	0.838709677419355	0.1953125	NA	0.731543624161074	NA	NA	0.0645161290322581	NA	0.825454545454545	0.142857142857143	0.107692307692308	0.864077669902913	0.806569343065693	0.127962085308057	0.340314136125654	0.796747967479675	0.641304347826087	0.637426900584795	0.308641975308642
"67"	"LCMLK001.18"	"LCMLK001.18_2007-05-22"	NA	NA	0.637096774193548	0.788177339901478	NA	NA	NA	NA	0.0174418604651163	0.20952380952381	0.145098039215686	0.47843137254902	NA	0.1875	0.705882352941177	0.70059880239521	0.693548387096774	0.1796875	NA	0.597315436241611	NA	NA	NA	NA	0.890909090909091	0.5	0.192307692307692	0.825242718446602	0.693430656934307	0.042654028436019	0.863874345549738	0.75609756097561	0.52536231884058	0.912280701754386	NA
"68"	"LCMRS043.17"	"LCMRS043.17_2006-11-14"	NA	NA	0.975806451612903	0.985221674876847	NA	NA	NA	NA	NA	0.019047619047619	0.611764705882353	0.627450980392157	0.0949367088607595	0.0220588235294118	0.215686274509804	0.958083832335329	0.975806451612903	NA	NA	0.865771812080537	NA	NA	0.0645161290322581	0.1	0.807272727272727	0.402597402597403	0.0384615384615385	0.990291262135922	0.981751824817518	0.033175355450237	0.968586387434555	0.971544715447154	0.134057971014493	0.742690058479532	0.135802469135802
"69"	"LCMRS043.17"	"LCMRS043.17_2007-03-28"	NA	NA	0.959677419354839	0.9064039408867	NA	NA	NA	NA	NA	NA	0.0862745098039216	0.545098039215686	0.0949367088607595	NA	NA	0.784431137724551	0.959677419354839	0.421875	NA	0.570469798657718	0.763358778625954	NA	NA	0.557142857142857	0.309090909090909	0.694805194805195	0.0769230769230769	0.854368932038835	0.638686131386861	NA	NA	0.666666666666667	0.0688405797101449	0.894736842105263	0.835390946502058
"70"	"LCMRS043.17"	"LCMRS043.17_2007-05-23"	NA	NA	0.983870967741935	0.995073891625616	NA	NA	NA	NA	0.36046511627907	0.90952380952381	0.0196078431372549	0.0274509803921569	NA	0.227941176470588	0.0588235294117647	0.982035928143713	0.983870967741935	0.15625	NA	0.885906040268456	0.916030534351145	NA	NA	NA	0.916363636363636	0.915584415584416	0.0846153846153846	0.985436893203884	0.989051094890511	0.0805687203791469	0.910994764397906	0.983739837398374	0.876811594202899	0.982456140350877	NA
"71"	"LCNUT023.45"	"LCNUT023.45_2006-03-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.702205882352941	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.385454545454545	NA	NA	NA	0.974452554744526	NA	NA	NA	0.181159420289855	NA	0.390946502057613
"72"	"LCNUT026.83"	"LCNUT026.83_2006-04-12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.323529411764706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.698181818181818	NA	NA	NA	0.813868613138686	NA	NA	NA	0.0253623188405797	NA	0.037037037037037
"73"	"LCNUT026.83"	"LCNUT026.83_2008-03-13"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.435294117647059	0.52156862745098	NA	0.805147058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.767272727272727	NA	NA	NA	0.828467153284672	NA	NA	NA	0.123188405797101	0.801169590643275	0.831275720164609
"74"	"LCNUT026.83"	"LCNUT026.83_2008-03-27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.486274509803922	0.576470588235294	NA	0.904411764705882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	0.41970802919708	NA	NA	NA	0.235507246376812	0.976608187134503	0.888888888888889
"75"	"LCNUT026.83"	"LCNUT026.83_2008-05-20"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.313725490196078	0.101960784313725	NA	0.397058823529412	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	0.857664233576642	NA	NA	NA	0.463768115942029	NA	0.172839506172839
"76"	"LCNUT026.83"	"LCNUT026.83_2009-03-25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.63921568627451	0.929411764705882	NA	0.676470588235294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.64	NA	NA	NA	0.602189781021898	NA	NA	NA	0.0072463768115942	0.596491228070175	0.415637860082305
"77"	"LCPAD001.30"	"LCPAD001.30_2010-06-22"	NA	NA	0.766129032258065	0.866995073891626	NA	NA	NA	NA	NA	0.176190476190476	NA	NA	NA	0.1875	0.323529411764706	0.760479041916168	0.717741935483871	NA	NA	0.597315436241611	NA	NA	NA	NA	0.843636363636364	0.844155844155844	NA	0.864077669902913	0.733576642335766	0.322274881516588	0.544502617801047	0.727642276422764	0.811594202898551	0.0175438596491228	0.0617283950617284
"78"	"LCROS000.25"	"LCROS000.25_2013-09-17"	NA	NA	NA	0.679802955665025	NA	NA	NA	NA	0.284883720930233	0.295238095238095	0.996078431372549	0.996078431372549	0.607594936708861	0.761029411764706	0.970588235294118	0.640718562874252	NA	NA	NA	0.664429530201342	0.442748091603053	NA	NA	NA	0.414545454545455	NA	NA	0.62621359223301	0.667883211678832	0.246445497630332	0.151832460732984	0.74390243902439	0.695652173913043	0.95906432748538	0.921810699588477
"79"	"LCROS000.25"	"LCROS000.25_2013-10-28"	NA	NA	NA	0.753694581280788	NA	NA	NA	NA	NA	0.342857142857143	0.333333333333333	0.443137254901961	NA	0.172794117647059	NA	0.70059880239521	NA	NA	NA	0.691275167785235	NA	NA	NA	NA	0.494545454545455	NA	NA	0.737864077669903	0.660583941605839	0.018957345971564	0.109947643979058	0.48780487804878	0.264492753623188	0.233918128654971	0.469135802469136
"80"	"LCROS000.25"	"LCROS000.25_2014-03-17"	NA	NA	NA	0.669950738916256	NA	NA	NA	NA	0.313953488372093	0.247619047619048	0.129411764705882	0.776470588235294	NA	0.400735294117647	NA	0.616766467065868	NA	NA	NA	0.590604026845638	NA	NA	NA	NA	0.323636363636364	NA	NA	0.660194174757282	0.624087591240876	0.530805687203792	0.308900523560209	0.715447154471545	0.318840579710145	0.239766081871345	0.860082304526749
"81"	"LCROS000.25"	"LCROS000.25_2014-04-28"	NA	NA	NA	0.724137931034483	NA	NA	0.292134831460674	NA	0.0581395348837209	0.0285714285714286	NA	NA	0.0886075949367089	0.0625	NA	0.652694610778443	NA	NA	NA	0.563758389261745	0.137404580152672	NA	NA	NA	0.781818181818182	0.142857142857143	0.630769230769231	0.699029126213592	0.642335766423358	0.232227488151659	0.209424083769634	0.678861788617886	0.768115942028985	0.666666666666667	0.761316872427984
"82"	"LCRUD003.45"	"LCRUD003.45_2006-11-27"	NA	NA	0.983870967741935	0.990147783251232	NA	NA	NA	NA	0.0872093023255814	0.404761904761905	0.0392156862745098	0.52156862745098	0.721518987341772	0.0477941176470588	0.0882352941176471	0.982035928143713	0.991935483870968	0.0234375	NA	0.932885906040268	NA	NA	NA	NA	0.4	0.603896103896104	0	0.980582524271845	0.978102189781022	0.151658767772512	0.0157068062827225	0.963414634146341	0.0652173913043478	NA	0.152263374485597
"83"	"LCRUD003.45"	"LCRUD003.45_2007-03-06"	NA	NA	0.967741935483871	0.975369458128079	NA	NA	NA	NA	0.302325581395349	0.552380952380952	0.792156862745098	0.956862745098039	NA	0.5	0.509803921568627	0.958083832335329	0.959677419354839	0.109375	NA	0.87248322147651	NA	NA	0.129032258064516	NA	0.669090909090909	0.694805194805195	0.146153846153846	0.956310679611651	0.956204379562044	0.265402843601896	NA	0.934959349593496	0.119565217391304	NA	0.238683127572016
"84"	"LCRUD003.45"	"LCRUD003.45_2007-05-23"	NA	NA	1	1	NA	NA	0.786516853932584	NA	0.0406976744186047	0.138095238095238	0.0784313725490196	0.270588235294118	0.411392405063291	0.176470588235294	0.392156862745098	1	1	0.4453125	NA	0.979865771812081	0.938931297709924	NA	0.258064516129032	NA	0.909090909090909	0.811688311688312	0.184615384615385	0.995145631067961	0.992700729927007	0.104265402843602	0.984293193717278	0.98780487804878	0.489130434782609	0.637426900584795	0.798353909465021
"85"	"LCRUD007.23"	"LCRUD007.23_2007-06-27"	NA	NA	0.887096774193548	0.940886699507389	NA	NA	NA	NA	NA	NA	0.294117647058824	0.494117647058824	0.981012658227848	NA	NA	0.904191616766467	0.903225806451613	0.15625	NA	0.832214765100671	NA	NA	NA	0.328571428571429	0.854545454545454	0.896103896103896	0.738461538461539	0.941747572815534	0.824817518248175	NA	NA	0.878048780487805	0.967391304347826	0.467836257309941	0.617283950617284
"86"	"LCRUD007.23"	"LCRUD007.23_2010-06-23"	NA	NA	0.814516129032258	0.9064039408867	NA	NA	0.449438202247191	NA	NA	NA	0.541176470588235	0.792156862745098	0.867088607594937	0.617647058823529	0.872549019607843	0.856287425149701	0.774193548387097	NA	NA	0.785234899328859	NA	NA	NA	NA	0.949090909090909	NA	NA	0.864077669902913	0.751824817518248	0.431279620853081	0.366492146596859	0.804878048780488	0.583333333333333	0.16374269005848	0.613168724279835
"87"	"LCRUD008.43"	"LCRUD008.43_2009-09-30"	NA	NA	0.814516129032258	0.866995073891626	NA	NA	NA	NA	0.0813953488372093	0.119047619047619	0.113725490196078	0.0862745098039216	0.19620253164557	0.0919117647058824	0.215686274509804	0.81437125748503	0.774193548387097	NA	NA	0.771812080536913	0.145038167938931	NA	NA	NA	0.676363636363636	NA	NA	0.883495145631068	0.967153284671533	0.28436018957346	0.230366492146597	0.951219512195122	0.739130434782609	0.204678362573099	NA
"88"	"LCRUD008.43"	"LCRUD008.43_2010-05-05"	NA	NA	0.548387096774194	0.665024630541872	NA	NA	NA	NA	0.418604651162791	0.314285714285714	0.482352941176471	0.486274509803922	NA	0.746323529411765	0.852941176470588	0.544910179640719	0.5	NA	NA	0.429530201342282	NA	NA	NA	NA	0.541818181818182	NA	NA	0.703883495145631	0.496350364963504	0.559241706161137	0.732984293193717	0.471544715447154	0.373188405797101	0.684210526315789	0.724279835390947
"89"	"LCRUD008.43"	"LCRUD008.43_2010-07-01"	NA	NA	0.814516129032258	0.9064039408867	NA	NA	0.528089887640449	NA	NA	NA	0.384313725490196	0.12156862745098	0.848101265822785	0.602941176470588	NA	0.862275449101796	0.774193548387097	0.9296875	NA	0.805369127516778	0.549618320610687	NA	NA	NA	0.792727272727273	0.792207792207792	0.992307692307692	0.922330097087379	0.799270072992701	NA	0.308900523560209	0.788617886178862	0.615942028985507	0.871345029239766	0.88477366255144
"90"	"LCSLR003.72"	"LCSLR003.72_2007-06-21"	NA	NA	0.798387096774194	0.788177339901478	NA	NA	NA	NA	0.465116279069767	0.404761904761905	0.431372549019608	0.623529411764706	0.227848101265823	0.297794117647059	0.107843137254902	0.730538922155689	0.838709677419355	0.078125	NA	0.684563758389262	NA	NA	NA	NA	0.887272727272727	0.5	0.815384615384615	0.883495145631068	0.744525547445255	0.57345971563981	NA	0.760162601626016	0.909420289855073	NA	0.288065843621399
"91"	"LCSLR003.72"	"LCSLR003.72_2009-09-29"	NA	NA	0.806451612903226	0.817733990147783	NA	NA	NA	NA	0.691860465116279	0.657142857142857	0.156862745098039	0.329411764705882	0.227848101265823	0.492647058823529	0.137254901960784	0.772455089820359	0.766129032258065	NA	NA	0.74496644295302	NA	NA	NA	NA	0.4	0.948051948051948	0.976923076923077	0.922330097087379	0.470802919708029	0.725118483412322	NA	0.170731707317073	0.543478260869565	0.0526315789473684	0.0452674897119342
"92"	"LCSLR003.72"	"LCSLR003.72_2010-05-06"	NA	NA	0.403225806451613	0.492610837438424	NA	NA	NA	NA	0.901162790697674	0.833333333333333	0.537254901960784	0.368627450980392	NA	0.933823529411765	0.833333333333333	0.37125748502994	0.338709677419355	NA	NA	0.308724832214765	NA	NA	NA	NA	0.509090909090909	NA	NA	0.684466019417476	0.295620437956204	0.895734597156398	0.408376963350785	0.447154471544715	0.496376811594203	0.187134502923977	0.329218106995885
"93"	"LCSLR003.72"	"LCSLR003.72_2010-06-30"	NA	NA	0.758064516129032	NA	NA	NA	NA	NA	0.63953488372093	0.228571428571429	0.301960784313725	0.0980392156862745	0.0949367088607595	0.5	0.264705882352941	0.754491017964072	0.701612903225806	NA	NA	0.738255033557047	0.183206106870229	NA	NA	NA	0.861818181818182	NA	NA	0.912621359223301	0.718978102189781	0.796208530805687	NA	NA	0.692028985507246	0.0467836257309941	0.209876543209877
"94"	"LCWAN000.54"	"LCWAN000.54_2007-07-25"	NA	NA	NA	NA	0.863636363636364	0.909090909090909	NA	NA	NA	NA	0.00392156862745098	0.00784313725490196	NA	0.808823529411765	NA	NA	NA	0.2734375	NA	NA	NA	NA	0.67741935483871	0.442857142857143	0.989090909090909	0.603896103896104	NA	NA	0.894160583941606	NA	NA	NA	0.858695652173913	NA	NA
"95"	"LCWAN000.54"	"LCWAN000.54_2007-08-27"	NA	NA	NA	NA	0.909090909090909	0.772727272727273	NA	NA	NA	NA	0.619607843137255	0.407843137254902	NA	0.338235294117647	NA	NA	NA	0.984375	NA	NA	NA	NA	NA	NA	0.985454545454545	0.194805194805195	NA	NA	0.846715328467153	NA	NA	NA	0.931159420289855	NA	NA
"96"	"LCWAN000.54"	"LCWAN000.54_2008-04-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.752941176470588	0.466666666666667	NA	0.0625	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0142857142857143	0.934545454545455	NA	NA	NA	0.95985401459854	NA	NA	0.967479674796748	0.456521739130435	NA	NA
"97"	"LCWAN000.54"	"LCWAN000.54_2008-07-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.952941176470588	0.341176470588235	NA	0.227941176470588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.81021897810219	NA	NA	NA	0.927536231884058	NA	NA
"98"	"LCWAN000.54"	"LCWAN000.54_2008-09-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12156862745098	0.0313725490196078	NA	0.286764705882353	NA	NA	NA	0.609375	NA	NA	NA	NA	NA	NA	0.981818181818182	NA	NA	NA	0.864963503649635	NA	NA	0.886178861788618	0.894927536231884	NA	NA
"99"	"LCWAN000.54"	"LCWAN000.54_2009-08-26"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0441176470588235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100"	"LCWAN000.58"	"LCWAN000.58_2007-04-05"	NA	NA	0.951612903225806	NA	0.818181818181818	0.863636363636364	0.730337078651685	NA	NA	NA	0.247058823529412	0.619607843137255	NA	0.588235294117647	NA	NA	0.903225806451613	NA	NA	NA	NA	NA	NA	NA	0.938181818181818	0.0649350649350649	NA	NA	0.963503649635037	NA	0.581151832460733	0.979674796747967	0.365942028985507	NA	0.325102880658436
"101"	"LCWAN000.58"	"LCWAN000.58_2007-06-27"	NA	NA	NA	NA	0.727272727272727	0.727272727272727	NA	NA	NA	NA	0.968627450980392	0.380392156862745	NA	0.742647058823529	NA	NA	NA	0.7578125	NA	NA	NA	NA	NA	NA	0.261818181818182	NA	NA	NA	0.894160583941606	NA	NA	NA	0.920289855072464	NA	NA
"102"	"LCWAN000.58"	"LCWAN000.58_2007-10-30"	NA	NA	0.887096774193548	NA	0.772727272727273	0.681818181818182	0.853932584269663	NA	NA	NA	0.749019607843137	0.603921568627451	NA	0.150735294117647	NA	NA	0.870967741935484	NA	NA	NA	NA	NA	NA	NA	0.96	0.116883116883117	NA	NA	0.875912408759124	NA	0.706806282722513	0.865853658536585	0.242753623188406	NA	0.263374485596708
"103"	"LCWAN000.58"	"LCWAN000.58_2009-08-26"	NA	NA	NA	NA	0.954545454545455	0.772727272727273	NA	NA	NA	NA	0.0117647058823529	0.00392156862745098	NA	NA	NA	NA	NA	0.8125	NA	NA	NA	NA	NA	NA	0.996363636363636	NA	NA	NA	0.839416058394161	NA	NA	NA	0.800724637681159	NA	NA
"104"	"LCWAN002.60"	"LCWAN002.60_2007-04-03"	NA	NA	0.879032258064516	NA	0.545454545454545	0.636363636363636	0.730337078651685	NA	NA	NA	0.686274509803922	0.827450980392157	0.39873417721519	0.330882352941176	NA	NA	0.830645161290323	0.484375	NA	NA	NA	NA	NA	0.742857142857143	0.941818181818182	0.668831168831169	NA	NA	0.912408759124088	NA	0.832460732984293	0.890243902439024	0.481884057971014	0.801169590643275	0.843621399176955
"105"	"LCWAN002.60"	"LCWAN002.60_2007-06-27"	NA	NA	NA	NA	0.0454545454545455	0.181818181818182	NA	NA	NA	NA	0.956862745098039	0.447058823529412	NA	0.264705882352941	NA	NA	NA	0.4453125	NA	NA	NA	NA	NA	0.214285714285714	0.261818181818182	NA	NA	NA	0.832116788321168	NA	NA	NA	0.83695652173913	NA	NA
"106"	"LCWAN002.60"	"LCWAN002.60_2007-07-25"	NA	NA	NA	NA	0	1	NA	NA	NA	NA	0.0666666666666667	0.149019607843137	NA	0.253676470588235	NA	NA	NA	0.2734375	NA	NA	NA	NA	NA	0.271428571428571	0.610909090909091	0.766233766233766	NA	NA	0.868613138686131	NA	NA	NA	0.634057971014493	NA	NA
"107"	"LCWAN002.60"	"LCWAN002.60_2007-08-27"	NA	NA	NA	NA	0.181818181818182	0.5	NA	NA	NA	NA	0.243137254901961	0.207843137254902	NA	0.297794117647059	NA	NA	NA	0.2734375	NA	NA	NA	NA	NA	0.414285714285714	0.443636363636364	0.649350649350649	NA	NA	0.908759124087591	NA	NA	NA	0.797101449275362	NA	NA
"108"	"LCWAN002.60"	"LCWAN002.60_2007-10-30"	NA	NA	0.862903225806452	NA	0.0909090909090909	0	0.730337078651685	NA	NA	NA	0.643137254901961	0.572549019607843	NA	0.213235294117647	NA	NA	0.903225806451613	NA	NA	NA	NA	NA	NA	0.485714285714286	0.298181818181818	0.116883116883117	NA	NA	0.85036496350365	NA	0.455497382198953	0.882113821138211	0.199275362318841	0.385964912280702	0.559670781893004
"109"	"LCWAN002.60"	"LCWAN002.60_2008-04-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.972549019607843	0.780392156862745	NA	0.547794117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.914285714285714	0.894545454545455	NA	NA	NA	0.945255474452555	NA	NA	0.939024390243902	0.478260869565217	NA	NA
"110"	"LCWAN002.60"	"LCWAN002.60_2008-07-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.176470588235294	0.0392156862745098	NA	0.555147058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.556363636363636	NA	NA	NA	0.901459854014598	NA	NA	NA	0.789855072463768	NA	NA
"111"	"LCWAN002.60"	"LCWAN002.60_2008-09-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.254901960784314	0.0745098039215686	NA	0.375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.741818181818182	NA	NA	NA	0.930656934306569	NA	NA	0.922764227642276	0.760869565217391	NA	NA
"112"	"LCWAN002.60"	"LCWAN002.60_2015-05-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.449367088607595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00649350649350649	NA	NA	NA	NA	NA	NA	NA	NA	NA
"113"	"LCWAN002.60"	"LCWAN002.60_2015-09-01"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.485714285714286	NA	0.74025974025974	NA	NA	NA	NA	NA	NA	0.677536231884058	NA	NA
"114"	"LCWAN004.71"	"LCWAN004.71_2007-04-03"	NA	NA	0.854838709677419	NA	0.681818181818182	0.590909090909091	0.887640449438202	NA	NA	NA	0.988235294117647	0.980392156862745	0.886075949367089	0.158088235294118	NA	NA	0.67741935483871	0.2734375	NA	NA	NA	NA	0.225806451612903	NA	0.978181818181818	0.37012987012987	NA	NA	0.916058394160584	NA	0.921465968586387	0.82520325203252	0.717391304347826	0.321637426900585	0.691358024691358
"115"	"LCWAN004.71"	"LCWAN004.71_2008-04-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0705882352941176	0.0509803921568627	NA	0.279411764705882	NA	NA	NA	0.2734375	NA	NA	NA	NA	NA	0.0142857142857143	0.563636363636364	NA	NA	NA	0.952554744525547	NA	NA	0.955284552845528	0.405797101449275	NA	NA
"116"	"LCWAN004.71"	"LCWAN004.71_2008-07-15"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0313725490196078	0.0156862745098039	NA	0.474264705882353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.218181818181818	NA	NA	NA	0.87956204379562	NA	NA	NA	0.844202898550725	NA	NA
"117"	"LCWAN004.71"	"LCWAN004.71_2008-09-21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.282352941176471	0.0588235294117647	NA	0.485294117647059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	0.91970802919708	NA	NA	0.91869918699187	0.88768115942029	NA	NA
"118"	"LCWLR000.92"	"LCWLR000.92_2006-11-13"	NA	NA	0.330645161290323	0.133004926108374	NA	NA	NA	NA	0.843023255813954	0.833333333333333	0.741176470588235	0.717647058823529	NA	0.856617647058823	0.588235294117647	0.0658682634730539	0.411290322580645	NA	NA	0.0469798657718121	NA	NA	NA	0.3	0.734545454545455	0.00649350649350649	0.861538461538462	0.529126213592233	0.175182481751825	0.862559241706161	0.214659685863874	0.191056910569106	0.072463768115942	0.637426900584795	0.567901234567901
"119"	"LCWLR000.92"	"LCWLR000.92_2007-03-26"	NA	NA	0.629032258064516	0.142857142857143	NA	NA	NA	NA	0.895348837209302	0.833333333333333	0.196078431372549	0.709803921568627	NA	0.9375	0.803921568627451	0.0778443113772455	0.653225806451613	0.109375	NA	0.0671140939597315	NA	NA	NA	0.0714285714285714	0.454545454545455	0.292207792207792	0.776923076923077	0.300970873786408	0.193430656934307	0.881516587677725	NA	0.410569105691057	0.344202898550725	0.467836257309941	0.65843621399177
