ColName	Category	Subcategory	StudyYear	Scale	ShortName	Units	AbbrFN	Description
PctFrstLoss2008CatRp100	Disturbance	Forest loss	2008	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2008 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2008Ws	Disturbance	Forest loss	2008	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2008 within watershed
PctFrstLoss2008WsRp100	Disturbance	Forest loss	2008	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2008 within watershed and within 100-m buffer of NHD stream lines
PctFrstLoss2009Cat	Disturbance	Forest loss	2009	Catchment	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2009 within catchment
PctFrstLoss2009CatRp100	Disturbance	Forest loss	2009	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2009 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2009Ws	Disturbance	Forest loss	2009	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2009 within watershed
PctFrstLoss2009WsRp100	Disturbance	Forest loss	2009	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2009 within watershed and within 100-m buffer of NHD stream lines
PctFrstLoss2010Cat	Disturbance	Forest loss	2010	Catchment	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2010 within catchment
PctFrstLoss2010CatRp100	Disturbance	Forest loss	2010	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2010 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2010Ws	Disturbance	Forest loss	2010	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2010 within watershed
PctFrstLoss2010WsRp100	Disturbance	Forest loss	2010	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2010 within watershed and within 100-m buffer of NHD stream lines
PctFrstLoss2011Cat	Disturbance	Forest loss	2011	Catchment	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2011 within catchment
PctFrstLoss2011CatRp100	Disturbance	Forest loss	2011	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2011 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2011Ws	Disturbance	Forest loss	2011	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2011 within watershed
PctFrstLoss2011WsRp100	Disturbance	Forest loss	2011	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2011 within watershed and within 100-m buffer of NHD stream lines
PctFrstLoss2012Cat	Disturbance	Forest loss	2012	Catchment	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2012 within catchment
PctFrstLoss2012CatRp100	Disturbance	Forest loss	2012	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2012 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2012Ws	Disturbance	Forest loss	2012	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2012 within watershed
PctFrstLoss2012WsRp100	Disturbance	Forest loss	2012	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2012 within watershed and within 100-m buffer of NHD stream lines
PctFrstLoss2013Cat	Disturbance	Forest loss	2013	Catchment	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2013 within catchment
PctFrstLoss2013CatRp100	Disturbance	Forest loss	2013	Catchment Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2013 within catchment and within 100-m buffer of NHD stream lines
PctFrstLoss2013Ws	Disturbance	Forest loss	2013	Watershed	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2013 within watershed
PctFrstLoss2013WsRp100	Disturbance	Forest loss	2013	Watershed Riparian	Forest	%	ForestLoss	% Forest cover loss (Tree canopy cover change) for 2013 within watershed and within 100-m buffer of NHD stream lines
HUDen2010Cat	Disturbance	Housing and population	2010	Catchment	Housing	units or people/km2	HousePopul	Mean housing unit density (housing units/square km) within catchment
HUDen2010CatRp100	Disturbance	Housing and population	2010	Catchment Riparian	Housing	units or people/km2	HousePopul	Mean housing unit density (housing units/square km) within catchment and within a 100-m buffer of NHD stream lines
HUDen2010Ws	Disturbance	Housing and population	2010	Watershed	Housing	units or people/km2	HousePopul	Mean housing unit density (housing units/square km) within watershed
HUDen2010WsRp100	Disturbance	Housing and population	2010	Watershed Riparian	Housing	units or people/km2	HousePopul	Mean housing unit density (housing units/square km) within watershed and within a 100-m buffer of NHD stream lines
PopDen2010Cat	Disturbance	Housing and population	2010	Catchment	Population	units or people/km2	HousePopul	Mean populating density (people/square km) within catchment
PopDen2010CatRp100	Disturbance	Housing and population	2010	Catchment Riparian	Population	units or people/km2	HousePopul	Mean populating density (people/square km) within catchment and within a 100-m buffer of NHD stream lines
PopDen2010Ws	Disturbance	Housing and population	2010	Watershed	Population	units or people/km2	HousePopul	Mean populating density (people/square km) within watershed
PopDen2010WsRp100	Disturbance	Housing and population	2010	Watershed Riparian	Population	units or people/km2	HousePopul	Mean populating density (people/square km) within watershed and within a 100-m buffer of NHD stream lines
PctImp2001Cat	Disturbance	Imperviousness	2001	Catchment	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2001) within catchment 
PctImp2001CatRp100	Disturbance	Imperviousness	2001	Catchment Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2001) within catchment and within a 100-m buffer of NHD stream lines
PctImp2001Ws	Disturbance	Imperviousness	2001	Watershed	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2001) within watershed
PctImp2001WsRp100	Disturbance	Imperviousness	2001	Watershed Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2001) within watershed and within a 100-m buffer of NHD stream lines
PctImp2006Cat	Disturbance	Imperviousness	2006	Catchment	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2006) within catchment 
PctImp2006CatRp100	Disturbance	Imperviousness	2006	Catchment Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2006) within catchment and within a 100-m buffer of NHD stream lines
PctImp2006Ws	Disturbance	Imperviousness	2006	Watershed	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2006) within watershed
PctImp2006WsRp100	Disturbance	Imperviousness	2006	Watershed Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2006) within watershed and within a 100-m buffer of NHD stream lines
PctImp2011Cat	Disturbance	Imperviousness	2011	Catchment	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2011) within catchment 
PctImp2011CatRp100	Disturbance	Imperviousness	2011	Catchment Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2011) within catchment and within a 100-m buffer of NHD stream lines
PctImp2011Ws	Disturbance	Imperviousness	2011	Watershed	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2011) within watershed
PctImp2011WsRp100	Disturbance	Imperviousness	2011	Watershed Riparian	Impervious surface	%	ImpervNHLD	Mean imperviousness of anthropogenic surfaces (NLCD 2011) within watershed and within a 100-m buffer of NHD stream lines
RdCrsCat	Disturbance	Road crossings	NA	Catchment	Number	per km2	RoadXings	Density of roads-stream intersections (2010 Census Tiger Lines-NHD stream lines) within catchment (crossings/square km)
RdCrsSlpWtdCat	Disturbance	Road crossings	NA	Catchment	"Number, slope-weighted"	per km2	RoadXings	Density of roads-stream intersections (2010 Census Tiger Lines-NHD stream lines) multiplied by NHDPlusV21 slope within catchment (crossings*slope/square km)
RdCrsSlpWtdWs	Disturbance	Road crossings	NA	Watershed	"Number, slope-weighted"	per km2	RoadXings	Density of roads-stream intersections (2010 Census Tiger Lines-NHD stream lines) multiplied by NHDPlusV21 slope within watershed (crossings*slope/square km)
RdCrsWs	Disturbance	Road crossings	NA	Watershed	Number	per km2	RoadXings	Density of roads-stream intersections (2010 Census Tiger Lines-NHD stream lines) within watershed (crossings/square km)
RdDensCat	Disturbance	Road density	NA	Catchment	Roads	km/km2	RoadDensity	Density of roads (2010 Census Tiger Lines) within catchment (km/square km)
RdDensCatRp100	Disturbance	Road density	NA	Catchment Riparian	Roads	km/km2	RoadDensity	Density of roads (2010 Census Tiger Lines) within catchment and within a 100-m buffer of NHD stream lines (km/square km)
RdDensWs	Disturbance	Road density	NA	Watershed	Roads	km/km2	RoadDensity	Density of roads (2010 Census Tiger Lines) within watershed (km/square km)
RdDensWsRp100	Disturbance	Road density	NA	Watershed Riparian	Roads	km/km2	RoadDensity	Density of roads (2010 Census Tiger Lines) within watershed and within a 100-m buffer of NHD stream lines (km/square km)
CoalMineDensCat	Disturbance	Mining	NA	Catchment	Coal mines	mines/km2	Mining	Density of coal mines sites within catchment (mines/square km)
CoalMineDensWs	Disturbance	Mining	NA	Watershed	Coal mines	mines/km2	Mining	Density of coal mines sites within watershed (mines/square km)
MineDensCat	Disturbance	Mining	NA	Catchment	Other mines	mines/km2	Mining	Density of mines sites within catchment (mines/square km)
MineDensCatRp100	Disturbance	Mining	NA	Catchment Riparian	Other mines	mines/km2	Mining	Density of mines sites within catchment and within 100-m buffer of NHD stream lines (mines/square km)
MineDensWs	Disturbance	Mining	NA	Watershed	Other mines	mines/km2	Mining	Density of mines sites within watershed (mines/square km)
MineDensWsRp100	Disturbance	Mining	NA	Watershed Riparian	Other mines	mines/km2	Mining	Density of mines sites within watershed and within 100-m buffer of NHD stream lines (mines/square km)
CanalDensCat	Disturbance	Physical modification (types)	NA	Catchment	"Canals, km"	per km2	PhysModType	"Density of NHDPlus line features classified as canal, ditch, or pipeline within the catchment (km/ square km)"
CanalDensWs	Disturbance	Physical modification (types)	NA	Watershed	"Canals, km"	per km2	PhysModType	"Density of NHDPlus line features classified as canal, ditch, or pipeline within the upstream watershed (km/ square km)"
DamDensCat	Disturbance	Physical modification (types)	NA	Catchment	Dams	per km2	PhysModType	Density of georeferenced dams within catchment (dams/ square km)
DamDensWs	Disturbance	Physical modification (types)	NA	Watershed	Dams	per km2	PhysModType	Density of georeferenced dams within watershed (dams/ square km)
DamNIDStorCat	Disturbance	Reservoir volume	NA	Catchment	NID	m3/km2	ReservoirVol	Volume all reservoirs (NID_STORA in NID) per unit area of catchment (cubic meters/square km)
DamNIDStorWs	Disturbance	Reservoir volume	NA	Watershed	NID	m3/km2	ReservoirVol	Volume all reservoirs (NID_STORA in NID) per unit area of watershed (cubic meters/square km)
DamNrmStorCat	Disturbance	Reservoir volume	NA	Catchment	NORM	m3/km2	ReservoirVol	Volume all reservoirs (NORM_STORA in NID) per unit area of catchment (cubic meters/square km)
DamNrmStorWs	Disturbance	Reservoir volume	NA	Watershed	NORM	m3/km2	ReservoirVol	Volume all reservoirs (NORM_STORA in NID) per unit area of watershed (cubic meters/square km)
NABD_DensCat	Disturbance	Physical modification (types)	NA	Catchment	NABD dams	per km2	PhysModType	Density of georeferenced dams within catchment (dams/ square km)
NABD_DensWs	Disturbance	Physical modification (types)	NA	Watershed	NABD dams	per km2	PhysModType	Density of georeferenced dams within watershed (dams/ square km)
NABD_NIDStorCat	Disturbance	Reservoir volume	NA	Catchment	NABD (NID)	m3/km2	ReservoirVol	Volume all reservoirs (NID_STORA in NID) per unit area of catchment (cubic meters/square km)
NABD_NIDStorWs	Disturbance	Reservoir volume	NA	Watershed	NABD (NID)	m3/km2	ReservoirVol	Volume all reservoirs (NID_STORA in NID) per unit area of watershed (cubic meters/square km)
NABD_NrmStorCat	Disturbance	Reservoir volume	NA	Catchment	NABD (NORM)	m3/km2	ReservoirVol	Volume all reservoirs (NORM_STORA in NID) per unit area of catchment (cubic meters/square km)
NABD_NrmStorWs	Disturbance	Reservoir volume	NA	Watershed	NABD (NORM)	m3/km2	ReservoirVol	Volume all reservoirs (NORM_STORA in NID) per unit area of watershed (cubic meters/square km)
CCHEM	Disturbance	Stream metric (habitat)	NA	Catchment	Water chemistry reg.	Score	StreamMetricsHabitat	Regulation of water chemistry component score calculated using catchment metrics.
CCONN	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Catchment	Hydrologic connectivity	Score	StreamMetricsHydro	Hydrologic connectivity component score calculated using catchment metrics.
CHABT	Disturbance	Stream metric (habitat)	NA	Catchment	Habitat provision	Score	StreamMetricsHabitat	Habitat provision component score calculated using catchment metrics.
CHYD	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Catchment	Hydrologic reg.	Score	StreamMetricsHydro	Hydrologic regulation component score calculated using catchment metrics.
CSED	Disturbance	Stream metric (habitat)	NA	Catchment	Sediment reg.	Score	StreamMetricsHabitat	Sediment regulation component score calculated using catchment metrics.
CTEMP	Disturbance	Stream metric (habitat)	NA	Catchment	Temperature reg.	Score	StreamMetricsHabitat	Temperature regulation component score calculated using catchment metrics.
ICI	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Catchment	ICI	Score	StreamMetricsHydro	Index of catchment integrity.
IWI	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Watershed	IWI	Score	StreamMetricsHydro	Index of watershed integrity.
WCHEM	Disturbance	Stream metric (habitat)	NA	Watershed	Water chemistry reg.	Score	StreamMetricsHabitat	Regulation of water chemistry component score calculated using watershed metrics.
WCONN	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Watershed	Hydrologic connectivity	Score	StreamMetricsHydro	Hydrologic connectivity component score calculated using watershed metrics.
WHABT	Disturbance	Stream metric (habitat)	NA	Watershed	Habitat provision	Score	StreamMetricsHabitat	Habitat provision component score calculated using watershed metrics.
WHYD	Disturbance	Stream metric (hydrology) and Index of Integrity	NA	Watershed	Hydrologic reg.	Score	StreamMetricsHydro	Hydrologic regulation component score calculated using watershed metrics.
WSED	Disturbance	Stream metric (habitat)	NA	Watershed	Sediment reg.	Score	StreamMetricsHabitat	Sediment regulation component score calculated using watershed metrics.
WTEMP	Disturbance	Stream metric (habitat)	NA	Watershed	Temperature reg.	Score	StreamMetricsHabitat	Temperature regulation component score calculated using watershed metrics.
PctConif2001Cat	Landscape metrics	Forest land cover	2001	Catchment	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2001 class 42)
PctConif2001CatRp100	Landscape metrics	Forest land cover	2001	Catchment Riparian	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2001 class 42) within a 100-m buffer of NHD streams
PctConif2001Ws	Landscape metrics	Forest land cover	2001	Watershed	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2001 class 42)
PctConif2001WsRp100	Landscape metrics	Forest land cover	2001	Watershed Riparian	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2001 class 42) within a 100-m buffer of NHD streams
PctConif2006Cat	Landscape metrics	Forest land cover	2006	Catchment	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2006 class 42)
PctConif2006CatRp100	Landscape metrics	Forest land cover	2006	Catchment Riparian	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2006 class 42) within a 100-m buffer of NHD streams
PctConif2006Ws	Landscape metrics	Forest land cover	2006	Watershed	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2006 class 42)
PctConif2006WsRp100	Landscape metrics	Forest land cover	2006	Watershed Riparian	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2006 class 42) within a 100-m buffer of NHD streams
PctConif2011Cat	Landscape metrics	Forest land cover	2011	Catchment	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2011 class 42)
PctConif2011CatRp100	Landscape metrics	Forest land cover	2011	Catchment Riparian	Coniferous	%	ForestLULC	% of catchment area classified as evergreen forest land cover (NLCD 2011 class 42) within a 100-m buffer of NHD streams
PctConif2011Ws	Landscape metrics	Forest land cover	2011	Watershed	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2011 class 42)
PctConif2011WsRp100	Landscape metrics	Forest land cover	2011	Watershed Riparian	Coniferous	%	ForestLULC	% of watershed area classified as evergreen forest land cover (NLCD 2011 class 42) within a 100-m buffer of NHD streams
PctDecid2001Cat	Landscape metrics	Forest land cover	2001	Catchment	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2001 class 41)
PctDecid2001CatRp100	Landscape metrics	Forest land cover	2001	Catchment Riparian	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2001 class 41) within a 100-m buffer of NHD streams
PctDecid2001Ws	Landscape metrics	Forest land cover	2001	Watershed	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2001 class 41)
PctDecid2001WsRp100	Landscape metrics	Forest land cover	2001	Watershed Riparian	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2001 class 41) within a 100-m buffer of NHD streams
PctDecid2006Cat	Landscape metrics	Forest land cover	2006	Catchment	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2006 class 41)
PctDecid2006CatRp100	Landscape metrics	Forest land cover	2006	Catchment Riparian	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2006 class 41) within a 100-m buffer of NHD streams
PctDecid2006Ws	Landscape metrics	Forest land cover	2006	Watershed	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2006 class 41)
PctDecid2006WsRp100	Landscape metrics	Forest land cover	2006	Watershed Riparian	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2006 class 41) within a 100-m buffer of NHD streams
PctDecid2011Cat	Landscape metrics	Forest land cover	2011	Catchment	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2011 class 41)
PctDecid2011CatRp100	Landscape metrics	Forest land cover	2011	Catchment Riparian	Deciduous	%	ForestLULC	% of catchment area classified as deciduous forest land cover (NLCD 2011 class 41) within a 100-m buffer of NHD streams
PctDecid2011Ws	Landscape metrics	Forest land cover	2011	Watershed	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2011 class 41)
PctDecid2011WsRp100	Landscape metrics	Forest land cover	2011	Watershed Riparian	Deciduous	%	ForestLULC	% of watershed area classified as deciduous forest land cover (NLCD 2011 class 41) within a 100-m buffer of NHD streams
PctMxFst2001Cat	Landscape metrics	Forest land cover	2001	Catchment	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43)
PctMxFst2001CatRp100	Landscape metrics	Forest land cover	2001	Catchment Riparian	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43) within a 100-m buffer of NHD streams
PctMxFst2001Ws	Landscape metrics	Forest land cover	2001	Watershed	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43)
PctMxFst2001WsRp100	Landscape metrics	Forest land cover	2001	Watershed Riparian	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2001 class 43) within a 100-m buffer of NHD streams
PctMxFst2006Cat	Landscape metrics	Forest land cover	2006	Catchment	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2006 class 43)
PctMxFst2006CatRp100	Landscape metrics	Forest land cover	2006	Catchment Riparian	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2006 class 43) within a 100-m buffer of NHD streams
PctMxFst2006Ws	Landscape metrics	Forest land cover	2006	Watershed	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2006 class 43)
PctMxFst2006WsRp100	Landscape metrics	Forest land cover	2006	Watershed Riparian	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2006 class 43) within a 100-m buffer of NHD streams
PctMxFst2011Cat	Landscape metrics	Forest land cover	2011	Catchment	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2011 class 43)
PctMxFst2011CatRp100	Landscape metrics	Forest land cover	2011	Catchment Riparian	Mixed	%	ForestLULC	% of catchment area classified as mixed deciduous/evergreen forest land cover (NLCD 2011 class 43) within a 100-m buffer of NHD streams
PctMxFst2011Ws	Landscape metrics	Forest land cover	2011	Watershed	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2011 class 43)
PctMxFst2011WsRp100	Landscape metrics	Forest land cover	2011	Watershed Riparian	Mixed	%	ForestLULC	% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2011 class 43) within a 100-m buffer of NHD streams
PctGrs2001Cat	Landscape metrics	Grassland/shrub	2001	Catchment	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2001 class 71)
PctGrs2001CatRp100	Landscape metrics	Grassland/shrub	2001	Catchment Riparian	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2001 class 71) within a 100-m buffer of NHD streams
PctGrs2001Ws	Landscape metrics	Grassland/shrub	2001	Watershed	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2001 class 71)
PctGrs2001WsRp100	Landscape metrics	Grassland/shrub	2001	Watershed Riparian	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2001 class 71) within a 100-m buffer of NHD streams
PctGrs2006Cat	Landscape metrics	Grassland/shrub	2006	Catchment	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2006 class 71)
PctGrs2006CatRp100	Landscape metrics	Grassland/shrub	2006	Catchment Riparian	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2006 class 71) within a 100-m buffer of NHD streams
PctGrs2006Ws	Landscape metrics	Grassland/shrub	2006	Watershed	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2006 class 71)
PctGrs2006WsRp100	Landscape metrics	Grassland/shrub	2006	Watershed Riparian	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2006 class 71) within a 100-m buffer of NHD streams
PctGrs2011Cat	Landscape metrics	Grassland/shrub	2011	Catchment	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2011 class 71)
PctGrs2011CatRp100	Landscape metrics	Grassland/shrub	2011	Catchment Riparian	Grassland	%	GrasslandLULC	% of catchment area classified as grassland/herbaceous land cover (NLCD 2011 class 71) within a 100-m buffer of NHD streams
PctGrs2011Ws	Landscape metrics	Grassland/shrub	2011	Watershed	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2011 class 71)
PctGrs2011WsRp100	Landscape metrics	Grassland/shrub	2011	Watershed Riparian	Grassland	%	GrasslandLULC	% of watershed area classified as grassland/herbaceous land cover (NLCD 2011 class 71) within a 100-m buffer of NHD streams
PctShrb2001Cat	Landscape metrics	Grassland/shrub	2001	Catchment	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2001 class 52)
PctShrb2001CatRp100	Landscape metrics	Grassland/shrub	2001	Catchment Riparian	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2001 class 52) within a 100-m buffer of NHD streams
PctShrb2001Ws	Landscape metrics	Grassland/shrub	2001	Watershed	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2001 class 52)
PctShrb2001WsRp100	Landscape metrics	Grassland/shrub	2001	Watershed Riparian	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2001 class 52) within a 100-m buffer of NHD streams
PctShrb2006Cat	Landscape metrics	Grassland/shrub	2006	Catchment	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2006 class 52)
PctShrb2006CatRp100	Landscape metrics	Grassland/shrub	2006	Catchment Riparian	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2006 class 52) within a 100-m buffer of NHD streams
PctShrb2006Ws	Landscape metrics	Grassland/shrub	2006	Watershed	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2006 class 52)
PctShrb2006WsRp100	Landscape metrics	Grassland/shrub	2006	Watershed Riparian	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2006 class 52) within a 100-m buffer of NHD streams
PctShrb2011Cat	Landscape metrics	Grassland/shrub	2011	Catchment	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2011 class 52)
PctShrb2011CatRp100	Landscape metrics	Grassland/shrub	2011	Catchment Riparian	Shrub/scrub	%	GrasslandLULC	% of catchment area classified as shrub/scrub land cover (NLCD 2011 class 52) within a 100-m buffer of NHD streams
PctShrb2011Ws	Landscape metrics	Grassland/shrub	2011	Watershed	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2011 class 52)
PctShrb2011WsRp100	Landscape metrics	Grassland/shrub	2011	Watershed Riparian	Shrub/scrub	%	GrasslandLULC	% of watershed area classified as shrub/scrub land cover (NLCD 2011 class 52) within a 100-m buffer of NHD streams
PctBl2001Cat	Landscape metrics	Ice/snow or barren land cover	2001	Catchment	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2001 class 31)
PctBl2001CatRp100	Landscape metrics	Ice/snow or barren land cover	2001	Catchment Riparian	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2001 class 31) within a 100-m buffer of NHD streams
PctBl2001Ws	Landscape metrics	Ice/snow or barren land cover	2001	Watershed	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2001 class 31)
PctBl2001WsRp100	Landscape metrics	Ice/snow or barren land cover	2001	Watershed Riparian	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2001 class 31) within a 100-m buffer of NHD streams
PctBl2006Cat	Landscape metrics	Ice/snow or barren land cover	2006	Catchment	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2006 class 31)
PctBl2006CatRp100	Landscape metrics	Ice/snow or barren land cover	2006	Catchment Riparian	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2006 class 31) within a 100-m buffer of NHD streams
PctBl2006Ws	Landscape metrics	Ice/snow or barren land cover	2006	Watershed	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2006 class 31)
PctBl2006WsRp100	Landscape metrics	Ice/snow or barren land cover	2006	Watershed Riparian	Barren land	%	BarrenLULC	% of watershed area classified as barren land cover (NLCD 2006 class 31) within a 100-m buffer of NHD streams
PctBl2011Cat	Landscape metrics	Ice/snow or barren land cover	2011	Catchment	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2011 class 31)
PctBl2011CatRp100	Landscape metrics	Ice/snow or barren land cover	2011	Catchment Riparian	Barren land	%	BarrenLULC	% of catchment area classified as barren land cover (NLCD 2011 class 31) within a 100-m buffer of NHD streams
