StationID_Master	COMID	clust	SampDate	SampYear	ChemSampleID	PhabSampID	FldChemSampID	FlowSampID	BMISampID	AlgSampID	EpiphyteSampID	IntegAlgSampID	MacroalgSampID	MicroalgSampID
405PS0030	22522855	5	7/7/2014	2014	NA	NA	NA	NA	405PS0030_7/7/2014_BMI_RWB_1	NA	NA	NA	NA	NA
405PS0030	22522855	5	7/8/2015	2015	NA	NA	405PS0030_2015-07-08	405PS0030_modeledflow	405PS0030_7/8/2015_BMI_RWB_1	405PS0030_7/8/2015_1	NA	405PS0030_7/8/2015_1	NA	NA
405PS0030	22522855	5	7/8/2015	2015	NA	NA	405PS0030_2015-07-08	405PS0030_modeledflow	405PS0030_7/8/2015_BMI_RWB_2	405PS0030_7/8/2015_1	NA	405PS0030_7/8/2015_1	NA	NA
405PS0036	22522825	5	5/28/2008	2008	405PS0036_2008-05-28	405PS0036_2008-05-28	NA	NA	405PS0036_5/28/2008_BMI_RWB_1	405PS0036_5/28/2008_2	NA	405PS0036_5/28/2008_2	NA	405PS0036_5/28/2008_2
405PS0036	22522825	5	5/28/2008	2008	405PS0036_2008-05-28	405PS0036_2008-05-28	NA	NA	405PS0036_5/28/2008_BMI_RWB_1	405PS0036_5/28/2008_1	NA	405PS0036_5/28/2008_1	NA	405PS0036_5/28/2008_1
405PS0036	22522825	5	5/28/2008	2008	405PS0036_2008-05-28	405PS0036_2008-05-28	NA	NA	405PS0036_5/28/2008_BMI_RWB_2	405PS0036_5/28/2008_1	NA	405PS0036_5/28/2008_1	NA	405PS0036_5/28/2008_1
405PS0036	22522825	5	5/28/2008	2008	405PS0036_2008-05-28	405PS0036_2008-05-28	NA	NA	405PS0036_5/28/2008_BMI_RWB_2	405PS0036_5/28/2008_2	NA	405PS0036_5/28/2008_2	NA	405PS0036_5/28/2008_2
405PS0036	22522825	5	7/11/2016	2016	NA	NA	405PS0036_2016-07-11	NA	NA	NA	NA	NA	NA	NA
405SGB003	22522721	6	6/14/2005	2005	405SGB003_2005-06-14	NA	NA	NA	405SGB003_6/14/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB010	22522973	3	6/8/2005	2005	405SGB010_2005-06-08	NA	NA	NA	405SGB010_6/8/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB011	22525157	5	5/25/2005	2005	405SGB011_2005-05-25	NA	NA	NA	405SGB011_5/25/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB015	22525157	5	5/24/2005	2005	405SGB015_2005-05-24	NA	NA	NA	405SGB015_5/24/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB022	22524723	4	5/16/2005	2005	405SGB022_2005-05-16	NA	NA	NA	405SGB022_5/16/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB025	22524751	1	5/17/2005	2005	405SGB025_2005-05-17	NA	NA	NA	405SGB025_5/17/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGB027	22525157	5	5/24/2005	2005	405SGB027_2005-05-24	NA	NA	NA	405SGB027_5/24/2005_BMI_TRC_1	NA	NA	NA	NA	NA
405SGEACC	22522881	6	5/29/2014	2014	NA	NA	NA	NA	405SGEACC_5/29/2014_BMI_RWB_1	NA	NA	NA	NA	NA
405SGEASC	22522845	5	5/28/2014	2014	NA	NA	NA	NA	405SGEASC_5/28/2014_BMI_RWB_1	NA	NA	NA	NA	NA
405SGRAAG	22524611	5	5/28/2008	2008	405SGRAAG_2008-05-28	405SGRAAG_2008-05-28	NA	NA	405SGRAAG_5/28/2008_BMI_RWB_1	405SGRAAG_5/28/2008_1	NA	405SGRAAG_5/28/2008_1	NA	405SGRAAG_5/28/2008_1
405SGRAAG	22524611	5	6/25/2014	2014	NA	NA	NA	NA	405SGRAAG_6/25/2014_BMI_RWB_1	NA	NA	NA	NA	NA
405SMB048	20365905	2	3/5/2003	2003	NA	NA	NA	NA	405SMB048_3/5/2003_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
405SMB048	20365905	2	3/11/2003	2003	405SMB048_2003-03-11	NA	NA	NA	NA	NA	NA	NA	NA	NA
405SMB048	20365905	2	4/3/2003	2003	405SMB048_2003-04-03	NA	NA	NA	NA	NA	NA	NA	NA	NA
405WER318	22522773	6	5/11/2004	2004	NA	NA	NA	NA	405WER318_5/11/2004_BMI_TRC_1	NA	NA	NA	NA	NA
405WER318	22522773	6	5/11/2004	2004	NA	NA	NA	NA	405WER318_5/11/2004_BMI_RWB_1	NA	NA	NA	NA	NA
405WER318	22522773	6	3/27/2009	2009	405WER318_2009-03-27	NA	NA	NA	405WER318_3/27/2009_BMI_RWB_1	405WER318_3/27/2009_1	405WER318_3/27/2009_1	405WER318_3/27/2009_1	405WER318_3/27/2009_1	405WER318_3/27/2009_1
405WER318	22522773	6	4/30/2009	2009	405WER318_2009-04-30	NA	NA	NA	405WER318_4/30/2009_BMI_RWB_1	405WER318_4/30/2009_1	405WER318_4/30/2009_1	405WER318_4/30/2009_1	405WER318_4/30/2009_1	405WER318_4/30/2009_1
405WER318	22522773	6	6/2/2009	2009	405WER318_2009-06-02	405WER318_2009-06-02	NA	NA	405WER318_6/2/2009_BMI_RWB_1	405WER318_6/2/2009_1	405WER318_6/2/2009_1	405WER318_6/2/2009_1	405WER318_6/2/2009_1	405WER318_6/2/2009_1
405WER318	22522773	6	7/7/2009	2009	405WER318_2009-07-07	NA	NA	NA	405WER318_7/7/2009_BMI_RWB_1	405WER318_7/7/2009_1	405WER318_7/7/2009_1	405WER318_7/7/2009_1	405WER318_7/7/2009_1	405WER318_7/7/2009_1
405WER318	22522773	6	8/18/2009	2009	405WER318_2009-08-18	NA	NA	NA	405WER318_8/18/2009_BMI_RWB_1	405WER318_8/18/2009_1	NA	405WER318_8/18/2009_1	NA	405WER318_8/18/2009_1
407CE0092	17586996	1	4/27/2004	2004	NA	407CE0092_2004-04-27	NA	407CE0092_modeledflow	407CE0092_4/27/2004_BMI_TRC_1	NA	NA	NA	NA	NA
407CE0092	17586996	1	4/27/2004	2004	NA	407CE0092_2004-04-27	NA	407CE0092_modeledflow	407CE0092_4/27/2004_BMI_RWB_1	NA	NA	NA	NA	NA
407CE0220	17586996	1	5/3/2006	2006	NA	407CE0220_2006-05-03	NA	407CE0220_modeledflow	407CE0220_5/3/2006_BMI_RWB_1	NA	NA	NA	NA	NA
407CE0220	17586996	1	5/3/2006	2006	NA	407CE0220_2006-05-03	NA	407CE0220_modeledflow	407CE0220_5/3/2006_BMI_TRC_1	NA	NA	NA	NA	NA
407CE0668	17586996	1	5/22/2007	2007	NA	NA	NA	NA	407CE0668_5/22/2007_BMI_RWB_1	NA	NA	NA	NA	NA
407M01516	17587628	1	6/24/2015	2015	NA	407M01516_2015-06-24	407M01516_2015-06-24	NA	407M01516_6/24/2015_BMI_RWB_MCM_1	407M01516_6/24/2015_1	NA	407M01516_6/24/2015_1	NA	NA
408ACCR3x	948070330	4	10/11/2005	2005	NA	NA	NA	NA	408ACCR3x_10/11/2005_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408BA0036	17564924	2	5/5/2008	2008	408BA0036_2008-05-05	408BA0036_2008-05-05	NA	NA	408BA0036_5/5/2008_BMI_RWB_1	408BA0036_5/5/2008_1	408BA0036_5/5/2008_1	408BA0036_5/5/2008_1	408BA0036_5/5/2008_1	408BA0036_5/5/2008_1
408BA0036	17564924	2	6/2/2014	2014	408BA0036_2014-06-02	NA	NA	NA	408BA0036_6/2/2014_BMI_RWB_1	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2
408BA0036	17564924	2	6/2/2014	2014	408BA0036_2014-06-02	NA	NA	NA	408BA0036_6/2/2014_BMI_RWB_2	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1
408BA0036	17564924	2	6/2/2014	2014	408BA0036_2014-06-02	NA	NA	NA	408BA0036_6/2/2014_BMI_RWB_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1	408BA0036_6/2/2014_1
408BA0036	17564924	2	6/2/2014	2014	408BA0036_2014-06-02	NA	NA	NA	408BA0036_6/2/2014_BMI_RWB_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2	408BA0036_6/2/2014_2
408BA0036	17564924	2	6/15/2015	2015	NA	NA	408BA0036_2015-06-15	NA	NA	NA	NA	NA	NA	NA
408BA0036	17564924	2	6/20/2016	2016	NA	NA	408BA0036_2016-06-20	NA	NA	NA	NA	NA	NA	NA
408BA0036	17564924	2	4/27/2017	2017	NA	NA	408BA0036_2017-04-27	NA	NA	NA	NA	NA	NA	NA
408BA0268	17563660	2	5/6/2008	2008	408BA0268_2008-05-06	408BA0268_2008-05-06	NA	408BA0268_modeledflow	408BA0268_5/6/2008_BMI_RWB_1	408BA0268_5/6/2008_1	408BA0268_5/6/2008_1	408BA0268_5/6/2008_1	408BA0268_5/6/2008_1	408BA0268_5/6/2008_1
408BA0268	17563660	2	5/13/2008	2008	408BA0268_2008-05-13	NA	NA	408BA0268_modeledflow	NA	NA	NA	NA	NA	NA
408BA0580	17562558	1	5/7/2008	2008	408BA0580_2008-05-07	408BA0580_2008-05-07	NA	NA	408BA0580_5/7/2008_BMI_RWB_1	408BA0580_5/7/2008_1	408BA0580_5/7/2008_1	408BA0580_5/7/2008_1	408BA0580_5/7/2008_1	408BA0580_5/7/2008_1
408BA0660	17563970	1	5/6/2008	2008	408BA0660_2008-05-06	408BA0660_2008-05-06	NA	408BA0660_modeledflow	408BA0660_5/6/2008_BMI_RWB_1	408BA0660_5/6/2008_1	408BA0660_5/6/2008_1	408BA0660_5/6/2008_1	408BA0660_5/6/2008_1	408BA0660_5/6/2008_1
408BA0660	17563970	1	5/13/2008	2008	408BA0660_2008-05-13	NA	NA	408BA0660_modeledflow	NA	NA	NA	NA	NA	NA
408BA0660	17563970	1	6/4/2014	2014	408BA0660_2014-06-04	NA	NA	408BA0660_modeledflow	408BA0660_6/4/2014_BMI_RWB_1	408BA0660_6/4/2014_1	408BA0660_6/4/2014_1	NA	408BA0660_6/4/2014_1	408BA0660_6/4/2014_1
408BA0660	17563970	1	7/14/2015	2015	NA	NA	408BA0660_2015-07-14	408BA0660_modeledflow	NA	NA	NA	NA	NA	NA
408BA0660	17563970	1	6/20/2016	2016	NA	NA	408BA0660_2016-06-20	408BA0660_modeledflow	NA	NA	NA	NA	NA	NA
408BA0660	17563970	1	4/27/2017	2017	NA	NA	408BA0660_2017-04-27	408BA0660_modeledflow	NA	NA	NA	NA	NA	NA
408BA0836	17562598	1	5/7/2008	2008	408BA0836_2008-05-07	408BA0836_2008-05-07	NA	408BA0836_modeledflow	408BA0836_5/7/2008_BMI_RWB_1	408BA0836_5/7/2008_1	408BA0836_5/7/2008_1	408BA0836_5/7/2008_1	408BA0836_5/7/2008_1	408BA0836_5/7/2008_1
408BA0836	17562598	1	6/4/2014	2014	408BA0836_2014-06-04	NA	NA	408BA0836_modeledflow	408BA0836_6/4/2014_BMI_RWB_MCM_1	408BA0836_6/4/2014_1	NA	408BA0836_6/4/2014_1	NA	408BA0836_6/4/2014_1
408BA0836	17562598	1	6/24/2015	2015	NA	NA	408BA0836_2015-06-24	408BA0836_modeledflow	NA	NA	NA	NA	NA	NA
408BA0836	17562598	1	7/12/2016	2016	NA	NA	408BA0836_2016-07-12	408BA0836_modeledflow	NA	NA	NA	NA	NA	NA
408BA0836	17562598	1	6/21/2017	2017	NA	NA	408BA0836_2017-06-21	408BA0836_modeledflow	NA	NA	NA	NA	NA	NA
408BA0916	17564016	1	5/8/2008	2008	408BA0916_2008-05-08	408BA0916_2008-05-08	NA	408BA0916_modeledflow	408BA0916_5/8/2008_BMI_RWB_1	408BA0916_5/8/2008_1	408BA0916_5/8/2008_1	408BA0916_5/8/2008_1	408BA0916_5/8/2008_1	408BA0916_5/8/2008_1
408BH5Axx	948070571	2	6/18/2010	2010	NA	NA	NA	NA	408BH5Axx_6/18/2010_BMI_RWB_2	408BH5Axx_6/18/2010_1	NA	408BH5Axx_6/18/2010_1	408BH5Axx_6/18/2010_1	408BH5Axx_6/18/2010_1
408BH5Axx	948070571	2	6/18/2010	2010	NA	NA	NA	NA	408BH5Axx_6/18/2010_BMI_RWB_1	408BH5Axx_6/18/2010_1	NA	408BH5Axx_6/18/2010_1	408BH5Axx_6/18/2010_1	408BH5Axx_6/18/2010_1
408BH5Bxx	948070571	2	6/18/2010	2010	NA	NA	NA	NA	408BH5Bxx_6/18/2010_BMI_RWB_1	408BH5Bxx_6/18/2010_1	408BH5Bxx_6/18/2010_1	408BH5Bxx_6/18/2010_1	408BH5Bxx_6/18/2010_1	408BH5Bxx_6/18/2010_1
408BH5Cxx	948070571	2	6/18/2010	2010	NA	NA	NA	NA	408BH5Cxx_6/18/2010_BMI_RWB_1	408BH5Cxx_6/18/2010_1	408BH5Cxx_6/18/2010_1	408BH5Cxx_6/18/2010_1	408BH5Cxx_6/18/2010_1	408BH5Cxx_6/18/2010_1
408BH6Axx	17562588	1	6/21/2010	2010	NA	NA	NA	NA	408BH6Axx_6/21/2010_BMI_RWB_1	408BH6Axx_6/21/2010_1	NA	408BH6Axx_6/21/2010_1	NA	408BH6Axx_6/21/2010_1
408BH6Bxx	17562588	1	6/21/2010	2010	NA	NA	NA	NA	408BH6Bxx_6/21/2010_BMI_RWB_1	408BH6Bxx_6/21/2010_1	NA	408BH6Bxx_6/21/2010_1	NA	408BH6Bxx_6/21/2010_1
408BH6Cxx	17564104	4	6/21/2010	2010	NA	NA	NA	NA	408BH6Cxx_6/21/2010_BMI_RWB_1	408BH6Cxx_6/21/2010_1	NA	408BH6Cxx_6/21/2010_1	NA	408BH6Cxx_6/21/2010_1
408CAL004	17562692	5	10/31/2001	2001	NA	NA	NA	NA	408CAL004_10/31/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL004	17562692	5	11/12/2001	2001	408CAL004_2001-11-12	NA	NA	NA	NA	NA	NA	NA	NA	NA
408CAL005	17562630	1	10/31/2001	2001	408CAL005_2001-10-31	NA	NA	NA	408CAL005_10/31/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL007	17564104	4	10/29/2001	2001	408CAL007_2001-10-29	NA	NA	NA	NA	NA	NA	NA	NA	NA
408CAL007	17564104	4	10/31/2001	2001	NA	NA	NA	NA	408CAL007_10/31/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL008	17563888	4	10/30/2001	2001	408CAL008_2001-10-30	NA	NA	NA	408CAL008_10/30/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL011	17564124	1	10/30/2001	2001	NA	NA	NA	NA	408CAL011_10/30/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL011	17564124	1	10/31/2001	2001	408CAL011_2001-10-31	NA	NA	NA	NA	NA	NA	NA	NA	NA
408CAL012	17563944	1	10/30/2001	2001	408CAL012_2001-10-30	NA	NA	408CAL012_modeledflow	408CAL012_10/30/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CAL013	17563950	2	10/30/2001	2001	408CAL013_2001-10-30	NA	NA	NA	408CAL013_10/30/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CALBWC	948070326	1	10/31/2001	2001	408CALBWC_2001-10-31	NA	NA	NA	NA	NA	NA	NA	NA	NA
408CALBWC	948070326	1	11/1/2001	2001	NA	NA	NA	NA	408CALBWC_11/1/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CGCS04	17563904	1	11/6/1998	1998	NA	NA	NA	NA	408CGCS04_11/6/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CGCS06	17562626	5	11/5/1998	1998	NA	NA	NA	NA	408CGCS06_11/5/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CGCS12	17562598	1	11/5/1998	1998	NA	NA	NA	NA	408CGCS12_11/5/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408CGCS13	17562630	1	11/5/1998	1998	NA	NA	NA	NA	408CGCS13_11/5/1998_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408M03005	17563950	2	6/15/2015	2015	NA	408M03005_2015-06-15	408M03005_2015-06-15	NA	408M03005_6/15/2015_BMI_RWB_MCM_1	408M03005_6/15/2015_1	NA	408M03005_6/15/2015_1	NA	408M03005_6/15/2015_1
408M03019	17563970	1	7/14/2015	2015	NA	408M03019_2015-07-14	408M03019_2015-07-14	NA	408M03019_7/14/2015_BMI_RWB_1	408M03019_7/14/2015_1	NA	408M03019_7/14/2015_1	NA	NA
408PS0032	17562626	5	5/21/2008	2008	408PS0032_2008-05-21	408PS0032_2008-05-21	NA	408PS0032_modeledflow	408PS0032_5/21/2008_BMI_RWB_MCM_1	408PS0032_5/21/2008_1	NA	408PS0032_5/21/2008_1	NA	408PS0032_5/21/2008_1
408WE0654	17562630	1	6/13/2001	2001	408WE0654_2001-06-13	408WE0654_2001-06-13	NA	408WE0654_modeledflow	408WE0654_6/13/2001_BMI_RWB_1	NA	NA	NA	NA	NA
408WE0654	17562630	1	6/13/2001	2001	408WE0654_2001-06-13	408WE0654_2001-06-13	NA	408WE0654_modeledflow	408WE0654_6/13/2001_BMI_TRC_1	NA	NA	NA	NA	NA
408WE0654	17562630	1	6/13/2001	2001	408WE0654_2001-06-13	408WE0654_2001-06-13	NA	408WE0654_modeledflow	408WE0654_6/13/2001_BMI_CSBP_Trans_1	NA	NA	NA	NA	NA
408WE0654	17562630	1	5/1/2016	2016	NA	NA	408WE0654_2016-05-01	408WE0654_modeledflow	NA	NA	NA	NA	NA	NA
408WE0654	17562630	1	5/10/2016	2016	NA	NA	408WE0654_2016-05-10	408WE0654_modeledflow	NA	NA	NA	NA	NA	NA
408WE1039	17562648	1	5/7/2002	2002	408WE1039_2002-05-07	408WE1039_2002-05-07	NA	408WE1039_modeledflow	408WE1039_5/7/2002_BMI_RWB_1	NA	NA	NA	NA	NA
412ARSNPD	22514774	4	4/20/2014	2014	NA	NA	NA	NA	412ARSNPD_4/20/2014_BMI_RWB_1	NA	NA	NA	NA	NA
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_1	412BH1Axx_6/15/2010_1	NA	412BH1Axx_6/15/2010_1	NA	412BH1Axx_6/15/2010_1
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_2	412BH1Axx_6/15/2010_3	NA	412BH1Axx_6/15/2010_3	NA	412BH1Axx_6/15/2010_3
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_2	412BH1Axx_6/15/2010_2	NA	NA	NA	412BH1Axx_6/15/2010_2
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_2	412BH1Axx_6/15/2010_1	NA	412BH1Axx_6/15/2010_1	NA	412BH1Axx_6/15/2010_1
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_1	412BH1Axx_6/15/2010_2	NA	NA	NA	412BH1Axx_6/15/2010_2
412BH1Axx	22514628	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Axx_6/15/2010_BMI_RWB_1	412BH1Axx_6/15/2010_3	NA	412BH1Axx_6/15/2010_3	NA	412BH1Axx_6/15/2010_3
412BH1Bxx	22514632	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Bxx_6/15/2010_BMI_RWB_1	412BH1Bxx_6/15/2010_1	NA	412BH1Bxx_6/15/2010_1	NA	412BH1Bxx_6/15/2010_1
412BH1Cxx	22514632	5	6/15/2010	2010	NA	NA	NA	NA	412BH1Cxx_6/15/2010_BMI_RWB_1	412BH1Cxx_6/15/2010_1	NA	412BH1Cxx_6/15/2010_1	NA	412BH1Cxx_6/15/2010_1
412BH4Axx	948070460	4	6/18/2010	2010	NA	NA	NA	NA	412BH4Axx_6/18/2010_BMI_RWB_1	412BH4Axx_6/18/2010_1	NA	412BH4Axx_6/18/2010_1	NA	412BH4Axx_6/18/2010_1
412BH4Bxx	948070460	4	6/18/2010	2010	NA	NA	NA	NA	412BH4Bxx_6/18/2010_BMI_RWB_1	412BH4Bxx_6/18/2010_1	NA	412BH4Bxx_6/18/2010_1	NA	412BH4Bxx_6/18/2010_1
412BH4Cxx	948070459	5	6/18/2010	2010	NA	NA	NA	NA	412BH4Cxx_6/18/2010_BMI_RWB_1	412BH4Cxx_6/18/2010_3	NA	412BH4Cxx_6/18/2010_3	NA	412BH4Cxx_6/18/2010_3
412BH4Cxx	948070459	5	6/18/2010	2010	NA	NA	NA	NA	412BH4Cxx_6/18/2010_BMI_RWB_1	412BH4Cxx_6/18/2010_1	NA	412BH4Cxx_6/18/2010_1	NA	412BH4Cxx_6/18/2010_1
412BH4Cxx	948070459	5	6/18/2010	2010	NA	NA	NA	NA	412BH4Cxx_6/18/2010_BMI_RWB_1	412BH4Cxx_6/18/2010_2	NA	412BH4Cxx_6/18/2010_2	NA	412BH4Cxx_6/18/2010_2
412CE0104	22515036	5	7/19/2005	2005	NA	412CE0104_2005-07-19	NA	412CE0104_modeledflow	412CE0104_7/19/2005_BMI_RWB_1	NA	NA	NA	NA	NA
412CE0104	22515036	5	7/19/2005	2005	NA	412CE0104_2005-07-19	NA	412CE0104_modeledflow	412CE0104_7/19/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412CE0232	22515812	1	6/1/2006	2006	NA	412CE0232_2006-06-01	NA	412CE0232_modeledflow	412CE0232_6/1/2006_BMI_RWB_1	NA	NA	NA	NA	NA
412CE0232	22515812	1	6/1/2006	2006	NA	412CE0232_2006-06-01	NA	412CE0232_modeledflow	412CE0232_6/1/2006_BMI_TRC_1	NA	NA	NA	NA	NA
412CE0232	22515812	1	7/16/2015	2015	NA	NA	412CE0232_2015-07-16	412CE0232_modeledflow	412CE0232_7/16/2015_BMI_RWB_MCM_1	412CE0232_7/16/2015_1	NA	412CE0232_7/16/2015_1	NA	NA
412CE0232	22515812	1	6/21/2016	2016	NA	NA	412CE0232_2016-06-21	412CE0232_modeledflow	NA	NA	NA	NA	NA	NA
412CE0232	22515812	1	5/31/2017	2017	NA	NA	412CE0232_2017-05-31	412CE0232_modeledflow	NA	NA	NA	NA	NA	NA
412CE0616	22515812	1	7/24/2007	2007	NA	412CE0616_2007-07-24	NA	412CE0616_modeledflow	412CE0616_7/24/2007_BMI_TRC_1	NA	NA	NA	NA	NA
412CE0616	22515812	1	7/24/2007	2007	NA	412CE0616_2007-07-24	NA	412CE0616_modeledflow	412CE0616_7/24/2007_BMI_RWB_1	NA	NA	NA	NA	NA
412CE0616	22515812	1	7/16/2015	2015	NA	NA	412CE0616_2015-07-16	412CE0616_modeledflow	412CE0616_7/16/2015_BMI_RWB_MCM_1	NA	NA	NA	NA	NA
412CE0732	22514954	5	7/25/2007	2007	NA	412CE0732_2007-07-25	NA	412CE0732_modeledflow	412CE0732_7/25/2007_BMI_RWB_1	NA	NA	NA	NA	NA
412CE0732	22514954	5	9/2/2015	2015	NA	NA	412CE0732_2015-09-02	412CE0732_modeledflow	412CE0732_9/2/2015_BMI_RWB_MCM_1	NA	NA	NA	NA	NA
412LAR007	22514430	3	6/29/2005	2005	412LAR007_2005-06-29	NA	NA	NA	412LAR007_6/29/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR008	22515790	1	4/26/2005	2005	412LAR008_2005-04-26	NA	NA	NA	412LAR008_4/26/2005_BMI_TRC_2	NA	NA	NA	NA	NA
412LAR008	22515790	1	4/26/2005	2005	412LAR008_2005-04-26	NA	NA	NA	412LAR008_4/26/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR013	22515726	5	6/21/2005	2005	412LAR013_2005-06-21	NA	NA	NA	412LAR013_6/21/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR015	22515004	1	5/23/2005	2005	412LAR015_2005-05-23	NA	NA	NA	412LAR015_5/23/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR019	22514954	5	4/27/2005	2005	412LAR019_2005-04-27	NA	NA	NA	412LAR019_4/27/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR020	22515794	1	4/26/2005	2005	412LAR020_2005-04-26	NA	NA	NA	412LAR020_4/26/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR023	22518110	5	5/24/2005	2005	412LAR023_2005-05-24	NA	NA	NA	412LAR023_5/24/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LAR031	22519452	5	6/28/2005	2005	412LAR031_2005-06-28	NA	NA	412LAR031_modeledflow	412LAR031_6/28/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LARRHO	22518270	5	6/29/2005	2005	412LARRHO_2005-06-29	NA	NA	NA	412LARRHO_6/29/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412LARRHO	22518270	5	7/11/2005	2005	412LARRHO_2005-07-11	NA	NA	NA	NA	NA	NA	NA	NA	NA
412LARSCO	22515822	5	6/28/2005	2005	412LARSCO_2005-06-28	NA	NA	NA	412LARSCO_6/28/2005_BMI_TRC_1	NA	NA	NA	NA	NA
412M08597	22515812	1	7/16/2015	2015	NA	412M08597_2015-07-16	412M08597_2015-07-16	NA	412M08597_7/16/2015_BMI_RWB_MCM_2	412M08597_7/16/2015_1	NA	412M08597_7/16/2015_1	NA	NA
412M08597	22515812	1	7/16/2015	2015	NA	412M08597_2015-07-16	412M08597_2015-07-16	NA	412M08597_7/16/2015_BMI_RWB_MCM_1	412M08597_7/16/2015_1	NA	412M08597_7/16/2015_1	NA	NA
412M08599	22515824	5	9/30/2015	2015	NA	NA	412M08599_2015-09-30	NA	412M08599_9/30/2015_BMI_RWB_1	412M08599_9/30/2015_1	NA	412M08599_9/30/2015_1	NA	NA
412M08602	22518268	5	9/30/2015	2015	NA	412M08602_2015-09-30	412M08602_2015-09-30	NA	412M08602_9/30/2015_BMI_RWB_1	412M08602_9/30/2015_1	NA	412M08602_9/30/2015_1	NA	NA
412PS0020	22515828	1	5/14/2008	2008	412PS0020_2008-05-14	NA	NA	NA	412PS0020_5/14/2008_BMI_RWB_1	412PS0020_5/14/2008_1	412PS0020_5/14/2008_1	412PS0020_5/14/2008_1	412PS0020_5/14/2008_1	412PS0020_5/14/2008_1
412PS0020	22515828	1	5/22/2008	2008	412PS0020_2008-05-22	412PS0020_2008-05-22	NA	NA	412PS0020_5/22/2008_BMI_RWB_1	412PS0020_5/22/2008_1	412PS0020_5/22/2008_1	412PS0020_5/22/2008_1	412PS0020_5/22/2008_1	412PS0020_5/22/2008_1
412PS0020	22515828	1	6/2/2016	2016	NA	NA	412PS0020_2016-06-02	NA	NA	NA	NA	NA	NA	NA
412PS0040	22515806	1	5/20/2008	2008	412PS0040_2008-05-20	412PS0040_2008-05-20	NA	NA	412PS0040_5/20/2008_BMI_RWB_1	412PS0040_5/20/2008_1	NA	412PS0040_5/20/2008_1	NA	412PS0040_5/20/2008_1
412PS0040	22515806	1	7/14/2016	2016	NA	NA	412PS0040_2016-07-14	NA	NA	NA	NA	NA	NA	NA
412PS0052	22514854	1	5/20/2008	2008	412PS0052_2008-05-20	412PS0052_2008-05-20	NA	NA	412PS0052_5/20/2008_BMI_RWB_2	412PS0052_5/20/2008_1	NA	412PS0052_5/20/2008_1	NA	412PS0052_5/20/2008_1
