StationID_Master	CollDate	nChemSamp	nPhabSamp	nBMISamp	nBMIMetSamp	nAlgMetSamp	nDiatomSamp	nSoftAlgSamp	ChemSampleID	PhabSampID	BMISampID	BMI.Metrics.SampID	Algae.Metrics.SampID	DiatomSampID	SoftAlgaeSampID
801ANH023	8/25/2001 0:00	1	1						801ANH023_8/25/2001_1	801ANH023_8/25/2001_1					
801ANH023	2/28/2003 0:00	1	1						801ANH023_2/28/2003_1	801ANH023_2/28/2003_1					
801ANH023	4/14/2003 0:00	1							801ANH023_4/14/2003_1						
801ANH024	8/12/2001 0:00	1							801ANH024_8/12/2001_1						
801ANH024	8/25/2001 0:00	1	1						801ANH024_8/25/2001_1	801ANH024_8/25/2001_1					
801ANH024	2/28/2003 0:00	1	1						801ANH024_2/28/2003_1	801ANH024_2/28/2003_1					
801ANH024	4/14/2003 0:00	1							801ANH024_4/14/2003_1						
801ANH025	8/12/2001 0:00	1							801ANH025_8/12/2001_1						
801ANH025	8/25/2001 0:00	1	1						801ANH025_8/25/2001_1	801ANH025_8/25/2001_1					
801ANH025	2/28/2003 0:00	1	1						801ANH025_2/28/2003_1	801ANH025_2/28/2003_1					
801ANH025	4/14/2003 0:00	1							801ANH025_4/14/2003_1						
801ANH026	8/12/2001 0:00	1							801ANH026_8/12/2001_1						
801ANH027	8/12/2001 0:00	1							801ANH027_8/12/2001_1						
801ANH027	8/25/2001 0:00	1	1						801ANH027_8/25/2001_1	801ANH027_8/25/2001_1					
801ANH027	2/28/2003 0:00	1	1						801ANH027_2/28/2003_1	801ANH027_2/28/2003_1					
801ANH027	4/14/2003 0:00	1							801ANH027_4/14/2003_1						
801ANH028	8/12/2001 0:00	1							801ANH028_8/12/2001_1						
801ANH028	8/25/2001 0:00	1	1						801ANH028_8/25/2001_1	801ANH028_8/25/2001_1					
801ANH028	2/28/2003 0:00	1	1						801ANH028_2/28/2003_1	801ANH028_2/28/2003_1					
801ANH028	4/14/2003 0:00	1							801ANH028_4/14/2003_1						
801ANH029	8/8/2001 0:00	1							801ANH029_8/8/2001_1						
801ANH029	8/9/2001 0:00	1							801ANH029_8/9/2001_1						
801ANH029	2/28/2003 0:00	1	1						801ANH029_2/28/2003_1	801ANH029_2/28/2003_1					
801ANH029	4/14/2003 0:00	1							801ANH029_4/14/2003_1						
801ANH030	8/12/2001 0:00	1							801ANH030_8/12/2001_1						
801ANH030	8/25/2001 0:00	1	1						801ANH030_8/25/2001_1	801ANH030_8/25/2001_1					
801ANH030	2/28/2003 0:00	1	1						801ANH030_2/28/2003_1	801ANH030_2/28/2003_1					
801ANH030	4/14/2003 0:00	1							801ANH030_4/14/2003_1						
801ANH031	8/12/2001 0:00	1							801ANH031_8/12/2001_1						
801ANH031	8/25/2001 0:00	1	1						801ANH031_8/25/2001_1	801ANH031_8/25/2001_1					
801ANH031	2/28/2003 0:00	1	1						801ANH031_2/28/2003_1	801ANH031_2/28/2003_1					
801ANH031	4/14/2003 0:00	1							801ANH031_4/14/2003_1						
801ANH032	8/12/2001 0:00	1							801ANH032_8/12/2001_1						
801ANH032	8/25/2001 0:00	1	1						801ANH032_8/25/2001_1	801ANH032_8/25/2001_1					
801ANH033	8/12/2001 0:00	1							801ANH033_8/12/2001_1						
801ANH033	8/25/2001 0:00	1	1						801ANH033_8/25/2001_1	801ANH033_8/25/2001_1					
801ANH034	8/12/2001 0:00	1							801ANH034_8/12/2001_1						
801ANH034	8/25/2001 0:00	1	1						801ANH034_8/25/2001_1	801ANH034_8/25/2001_1					
801ANH034	2/28/2003 0:00	1	1						801ANH034_2/28/2003_1	801ANH034_2/28/2003_1					
801ANH034	4/14/2003 0:00	1							801ANH034_4/14/2003_1						
801ANH035	8/12/2001 0:00	1							801ANH035_8/12/2001_1						
801ANH035	8/25/2001 0:00	1	1						801ANH035_8/25/2001_1	801ANH035_8/25/2001_1					
801ANH035	2/28/2003 0:00	1	1						801ANH035_2/28/2003_1	801ANH035_2/28/2003_1					
801ANH035	4/14/2003 0:00	1							801ANH035_4/14/2003_1						
801BCCCGC	4/29/2013 0:00	1		1					801BCCCGC_4/29/2013_1		801BCCCGC_BMI_RWB_4/29/2013_1				
801EAGNGC	6/11/2012 0:00	1	1	1					801EAGNGC_6/11/2012_1	801EAGNGC_6/11/2012_1	801EAGNGC_BMI_RWB_6/11/2012_1				
801HHR036	8/7/2001 0:00	1	1						801HHR036_8/7/2001_1	801HHR036_8/7/2001_1					
801HHR036	2/24/2003 0:00	1							801HHR036_2/24/2003_1						
801HHR036	2/27/2003 0:00	1	1						801HHR036_2/27/2003_1	801HHR036_2/27/2003_1					
801HHR037	2/24/2003 0:00	1							801HHR037_2/24/2003_1						
801HHR037	2/26/2003 0:00	1	1						801HHR037_2/26/2003_1	801HHR037_2/26/2003_1					
801HHR038	8/7/2001 0:00	1	1						801HHR038_8/7/2001_1	801HHR038_8/7/2001_1					
801HHR038	8/9/2001 0:00	1							801HHR038_8/9/2001_1						
801HHR038	2/24/2003 0:00	1							801HHR038_2/24/2003_1						
801HHR038	2/27/2003 0:00	1	1						801HHR038_2/27/2003_1	801HHR038_2/27/2003_1					
801HHR039	8/7/2001 0:00	1	1						801HHR039_8/7/2001_1	801HHR039_8/7/2001_1					
801HHR039	8/9/2001 0:00	1							801HHR039_8/9/2001_1						
801HHR039	2/24/2003 0:00	1							801HHR039_2/24/2003_1						
801HHR039	2/27/2003 0:00	1	1						801HHR039_2/27/2003_1	801HHR039_2/27/2003_1					
801HHR041	8/7/2001 0:00	1	1						801HHR041_8/7/2001_1	801HHR041_8/7/2001_1					
801HHR041	8/9/2001 0:00	1							801HHR041_8/9/2001_1						
801HHR041	2/24/2003 0:00	1							801HHR041_2/24/2003_1						
801HHR041	2/27/2003 0:00	1	1						801HHR041_2/27/2003_1	801HHR041_2/27/2003_1					
801HHR042	8/7/2001 0:00	1	1						801HHR042_8/7/2001_1	801HHR042_8/7/2001_1					
801HHR042	8/9/2001 0:00	1							801HHR042_8/9/2001_1						
801HHR042	2/24/2003 0:00	1							801HHR042_2/24/2003_1						
801HHR042	2/26/2003 0:00	1	1						801HHR042_2/26/2003_1	801HHR042_2/26/2003_1					
801HHR043	8/7/2001 0:00	1	1						801HHR043_8/7/2001_1	801HHR043_8/7/2001_1					
801HHR043	8/9/2001 0:00	1							801HHR043_8/9/2001_1						
801HHR043	2/24/2003 0:00	1							801HHR043_2/24/2003_1						
801HHR043	2/26/2003 0:00	1	1						801HHR043_2/26/2003_1	801HHR043_2/26/2003_1					
801HHR044	8/7/2001 0:00	1	1						801HHR044_8/7/2001_1	801HHR044_8/7/2001_1					
801HHR044	8/9/2001 0:00	1							801HHR044_8/9/2001_1						
801HHR044	2/24/2003 0:00	1							801HHR044_2/24/2003_1						
801HHR044	2/27/2003 0:00	1	1						801HHR044_2/27/2003_1	801HHR044_2/27/2003_1					
801HHR046	8/7/2001 0:00	1	1						801HHR046_8/7/2001_1	801HHR046_8/7/2001_1					
801HHR046	8/9/2001 0:00	1							801HHR046_8/9/2001_1						
801HHR046	2/24/2003 0:00	1							801HHR046_2/24/2003_1						
801HHR046	2/26/2003 0:00	1	1						801HHR046_2/26/2003_1	801HHR046_2/26/2003_1					
801HHR047	8/7/2001 0:00	1	1						801HHR047_8/7/2001_1	801HHR047_8/7/2001_1					
801HHR047	8/9/2001 0:00	1							801HHR047_8/9/2001_1						
801HHR047	2/24/2003 0:00	1							801HHR047_2/24/2003_1						
801HHR047	2/27/2003 0:00	1	1						801HHR047_2/27/2003_1	801HHR047_2/27/2003_1					
801HHR049	8/7/2001 0:00	1	1						801HHR049_8/7/2001_1	801HHR049_8/7/2001_1					
801HHR049	8/9/2001 0:00	1							801HHR049_8/9/2001_1						
801HHR049	2/24/2003 0:00	1							801HHR049_2/24/2003_1						
801HHR049	2/25/2003 0:00	1	1						801HHR049_2/25/2003_1	801HHR049_2/25/2003_1					
801HHR050	8/7/2001 0:00	1	1						801HHR050_8/7/2001_1	801HHR050_8/7/2001_1					
801HHR050	8/9/2001 0:00	1							801HHR050_8/9/2001_1						
801HHR050	2/24/2003 0:00	1							801HHR050_2/24/2003_1						
801HHR050	2/26/2003 0:00	1	1						801HHR050_2/26/2003_1	801HHR050_2/26/2003_1					
801HHR051	8/7/2001 0:00	1	1						801HHR051_8/7/2001_1	801HHR051_8/7/2001_1					
801HHR051	8/9/2001 0:00	1							801HHR051_8/9/2001_1						
801HHR052	8/7/2001 0:00	1	1						801HHR052_8/7/2001_1	801HHR052_8/7/2001_1					
801HHR052	8/9/2001 0:00	1							801HHR052_8/9/2001_1						
801HHR052	2/24/2003 0:00	1							801HHR052_2/24/2003_1						
801HHR052	2/27/2003 0:00	1	1						801HHR052_2/27/2003_1	801HHR052_2/27/2003_1					
801HHR053	8/7/2001 0:00	1	1						801HHR053_8/7/2001_1	801HHR053_8/7/2001_1					
801HHR053	8/9/2001 0:00	1							801HHR053_8/9/2001_1						
801HHR053	2/24/2003 0:00	1							801HHR053_2/24/2003_1						
801HHR053	2/26/2003 0:00	1	1						801HHR053_2/26/2003_1	801HHR053_2/26/2003_1					
801HHR054	8/7/2001 0:00	1	1						801HHR054_8/7/2001_1	801HHR054_8/7/2001_1					
801HHR054	8/9/2001 0:00	1							801HHR054_8/9/2001_1						
801HHR054	2/24/2003 0:00	1							801HHR054_2/24/2003_1						
801HHR054	2/27/2003 0:00	1	1						801HHR054_2/27/2003_1	801HHR054_2/27/2003_1					
801HHR055	8/7/2001 0:00	1	1						801HHR055_8/7/2001_1	801HHR055_8/7/2001_1					
801HHR055	8/9/2001 0:00	1							801HHR055_8/9/2001_1						
801HHR055	2/24/2003 0:00	1							801HHR055_2/24/2003_1						
801HHR055	2/26/2003 0:00	1	1						801HHR055_2/26/2003_1	801HHR055_2/26/2003_1					
801HHR056	8/7/2001 0:00	1	1						801HHR056_8/7/2001_1	801HHR056_8/7/2001_1					
801HHR056	8/9/2001 0:00	1							801HHR056_8/9/2001_1						
801HHR056	2/24/2003 0:00	1							801HHR056_2/24/2003_1						
801HHR056	2/27/2003 0:00	1	1						801HHR056_2/27/2003_1	801HHR056_2/27/2003_1					
801HHR057	8/8/2001 0:00	1	1						801HHR057_8/8/2001_1	801HHR057_8/8/2001_1					
801HHR057	8/9/2001 0:00	1							801HHR057_8/9/2001_1						
801HHR057	2/24/2003 0:00	1							801HHR057_2/24/2003_1						
801HHR057	2/27/2003 0:00	1	1						801HHR057_2/27/2003_1	801HHR057_2/27/2003_1					
801HHR058	8/8/2001 0:00	1	1						801HHR058_8/8/2001_1	801HHR058_8/8/2001_1					
801HHR058	8/9/2001 0:00	1							801HHR058_8/9/2001_1						
801HHR059	8/8/2001 0:00	1	1						801HHR059_8/8/2001_1	801HHR059_8/8/2001_1					
801HHR059	8/9/2001 0:00	1							801HHR059_8/9/2001_1						
801HHR059	2/24/2003 0:00	1							801HHR059_2/24/2003_1						
801HHR059	2/27/2003 0:00	1	1						801HHR059_2/27/2003_1	801HHR059_2/27/2003_1					
801HHR060	8/8/2001 0:00	1	1						801HHR060_8/8/2001_1	801HHR060_8/8/2001_1					
801HHR060	8/9/2001 0:00	1							801HHR060_8/9/2001_1						
801HHR060	2/24/2003 0:00	1							801HHR060_2/24/2003_1						
801HHR060	2/27/2003 0:00	1	1						801HHR060_2/27/2003_1	801HHR060_2/27/2003_1					
801HHR062	8/8/2001 0:00	1	1						801HHR062_8/8/2001_1	801HHR062_8/8/2001_1					
801HHR062	8/9/2001 0:00	1							801HHR062_8/9/2001_1						
801HHR062	2/24/2003 0:00	1							801HHR062_2/24/2003_1						
801HHR062	2/27/2003 0:00	1	1						801HHR062_2/27/2003_1	801HHR062_2/27/2003_1					
801HHR063	8/8/2001 0:00	1	1						801HHR063_8/8/2001_1	801HHR063_8/8/2001_1					
801HHR063	8/9/2001 0:00	1							801HHR063_8/9/2001_1						
801HHR063	2/24/2003 0:00	1							801HHR063_2/24/2003_1						
801HHR063	2/27/2003 0:00	1	1						801HHR063_2/27/2003_1	801HHR063_2/27/2003_1					
801HHR064	2/24/2003 0:00	1							801HHR064_2/24/2003_1						
801HHR064	2/27/2003 0:00	1	1						801HHR064_2/27/2003_1	801HHR064_2/27/2003_1					
801HHR065	8/8/2001 0:00	1	1						801HHR065_8/8/2001_1	801HHR065_8/8/2001_1					
801HHR065	2/24/2003 0:00	1							801HHR065_2/24/2003_1						
801HHR065	2/27/2003 0:00	1	1						801HHR065_2/27/2003_1	801HHR065_2/27/2003_1					
801HHR066	8/8/2001 0:00	1	1						801HHR066_8/8/2001_1	801HHR066_8/8/2001_1					
801HHR066	8/9/2001 0:00	1							801HHR066_8/9/2001_1						
801HHR066	2/24/2003 0:00	1							801HHR066_2/24/2003_1						
801HHR066	2/27/2003 0:00	1	1						801HHR066_2/27/2003_1	801HHR066_2/27/2003_1					
801HHR068	8/8/2001 0:00	1	1						801HHR068_8/8/2001_1	801HHR068_8/8/2001_1					
801HHR068	8/9/2001 0:00	1							801HHR068_8/9/2001_1						
801HHR068	2/24/2003 0:00	1							801HHR068_2/24/2003_1						
801HHR068	2/26/2003 0:00	1	1						801HHR068_2/26/2003_1	801HHR068_2/26/2003_1					
801HHR069	8/8/2001 0:00	1	1						801HHR069_8/8/2001_1	801HHR069_8/8/2001_1					
801HHR069	8/9/2001 0:00	1							801HHR069_8/9/2001_1						
801HHR069	2/24/2003 0:00	1							801HHR069_2/24/2003_1						
801HHR069	2/27/2003 0:00	1	1						801HHR069_2/27/2003_1	801HHR069_2/27/2003_1					
801HHR070	8/8/2001 0:00	1	1						801HHR070_8/8/2001_1	801HHR070_8/8/2001_1					
801HHR070	8/9/2001 0:00	1							801HHR070_8/9/2001_1						
801HHR070	2/24/2003 0:00	1							801HHR070_2/24/2003_1						
801HHR070	2/27/2003 0:00	1	1						801HHR070_2/27/2003_1	801HHR070_2/27/2003_1					
801HHR071	8/8/2001 0:00	1	1						801HHR071_8/8/2001_1	801HHR071_8/8/2001_1					
801HHR071	8/9/2001 0:00	1							801HHR071_8/9/2001_1						
801HHR071	2/24/2003 0:00	1							801HHR071_2/24/2003_1						
801HHR071	2/27/2003 0:00	1	1						801HHR071_2/27/2003_1	801HHR071_2/27/2003_1					
801HHR072	8/8/2001 0:00	1	1						801HHR072_8/8/2001_1	801HHR072_8/8/2001_1					
801HHR072	8/9/2001 0:00	1							801HHR072_8/9/2001_1						
801HHR072	2/24/2003 0:00	1							801HHR072_2/24/2003_1						
801HHR072	2/26/2003 0:00	1	1						801HHR072_2/26/2003_1	801HHR072_2/26/2003_1					
801IRWD05	4/29/2013 0:00	1		1					801IRWD05_4/29/2013_1		801IRWD05_BMI_RWB_4/29/2013_1				
801IRWDSJ	6/12/2012 0:00	1	1	1					801IRWDSJ_6/12/2012_1	801IRWDSJ_6/12/2012_1	801IRWDSJ_BMI_RWB_6/12/2012_1				
801ITR000	5/11/2011 0:00			1							801ITR000_BMI_RWB_5/11/2011_1				
801LAG001	6/10/2011 0:00			1							801LAG001_BMI_RWB_6/10/2011_1				
801LAG002	6/10/2011 0:00			1							801LAG002_BMI_RWB_6/10/2011_1				
801LAG003	6/10/2011 0:00			1							801LAG003_BMI_RWB_6/10/2011_1				
801LAG004	6/10/2011 0:00			1							801LAG004_BMI_RWB_6/10/2011_1				
801PCW048	6/11/2012 0:00			1							801PCW048_BMI_RWB_6/11/2012_1				
801PCW048	6/19/2012 0:00	1							801PCW048_6/19/2012_1						
801PCW171	6/12/2012 0:00			1							801PCW171_BMI_RWB_6/12/2012_1				
801PCW171	6/19/2012 0:00	1							801PCW171_6/19/2012_1						
801PFB019	6/13/2012 0:00			1							801PFB019_BMI_RWB_MCM_6/13/2012_1				
801PFB019	6/19/2012 0:00	1							801PFB019_6/19/2012_1						
801RB8262	6/18/2012 0:00			1							801RB8262_BMI_RWB_6/18/2012_1				
801RB8262	6/26/2012 0:00	1							801RB8262_6/26/2012_1						
801RB8356	6/13/2012 0:00			1							801RB8356_BMI_RWB_MCM_6/13/2012_1				
801RB8356	6/19/2012 0:00	1							801RB8356_6/19/2012_1						
801RB8361	6/18/2012 0:00			1							801RB8361_BMI_RWB_MCM_6/18/2012_1				
801RB8361	6/26/2012 0:00	1							801RB8361_6/26/2012_1						
801RB8613	6/19/2012 0:00			1							801RB8613_BMI_RWB_6/19/2012_1				
801RB8613	6/26/2012 0:00	1							801RB8613_6/26/2012_1						
801S01805	7/9/2012 0:00	1		1					801S01805_7/9/2012_1		801S01805_BMI_RWB_7/9/2012_1				
801S07485	6/4/2013 0:00	1							801S07485_6/4/2013_1						
801S10259	6/7/2012 0:00	2		2					801S10259_6/7/2012_1		801S10259_BMI_RWB_6/7/2012_1				
801S16169	6/3/2013 0:00	1							801S16169_6/3/2013_1						
801S19286	6/4/2013 0:00	1							801S19286_6/4/2013_1						
801S19399	6/13/2013 0:00	1							801S19399_6/13/2013_1						
801S19486	6/13/2013 0:00	1							801S19486_6/13/2013_1						
801SANT1x	3/12/2013 0:00			1							801SANT1x_BMI_RWB_MCM_3/12/2013_1				
801SANT1x	4/1/2013 0:00			1							801SANT1x_BMI_RWB_MCM_4/1/2013_1				
801SAR110	6/14/2012 0:00			1							801SAR110_BMI_RWB_MCM_6/14/2012_1				
801SAR110	6/19/2012 0:00	1							801SAR110_6/19/2012_1						
801SAR351	6/14/2012 0:00			1							801SAR351_BMI_RWB_MCM_6/14/2012_1				
801SAR351	6/19/2012 0:00	1							801SAR351_6/19/2012_1						
801SARH60	10/11/2005 0:00			1							801SARH60_BMI_CSBP_Trans_10/11/2005_1				
801SARH60	10/12/2005 0:00			1							801SARH60_BMI_CSBP_Trans_10/12/2005_1				
801SARVRx	6/4/2008 0:00	1	1						801SARVRx_6/4/2008_1	801SARVRx_6/4/2008_1					
801SARVRx	5/25/2010 0:00	1	1						801SARVRx_5/25/2010_1	801SARVRx_5/25/2010_1					
801SARVRx	5/25/2011 0:00	1	1						801SARVRx_5/25/2011_1	801SARVRx_5/25/2011_1					
801SARVRx	5/9/2012 0:00	1	1						801SARVRx_5/9/2012_1	801SARVRx_5/9/2012_1					
801SCASxx	5/23/2001 0:00			1							801SCASxx_BMI_CSBP_Trans_5/23/2001_1				
801SCLCRx	5/23/2001 0:00			1							801SCLCRx_BMI_CSBP_Trans_5/23/2001_1				
801SDC504	6/11/2012 0:00			1							801SDC504_BMI_RWB_6/11/2012_1				
801SDC504	6/19/2012 0:00	1							801SDC504_6/19/2012_1						
801SDCALT	5/26/2011 0:00	1	1						801SDCALT_5/26/2011_1	801SDCALT_5/26/2011_1					
801SDCALT	10/5/2011 0:00	1	1						801SDCALT_10/5/2011_1	801SDCALT_10/5/2011_1					
801SDCALT	1/18/2012 0:00	1	1						801SDCALT_1/18/2012_1	801SDCALT_1/18/2012_1					
801SDCALT	5/10/2012 0:00	1	1						801SDCALT_5/10/2012_1	801SDCALT_5/10/2012_1					
801SDCALT	9/12/2012 0:00	1	1						801SDCALT_9/12/2012_1	801SDCALT_9/12/2012_1					
801SDCALT	1/11/2013 0:00	1	1						801SDCALT_1/11/2013_1	801SDCALT_1/11/2013_1					
801SDCEYL	5/26/2011 0:00	1	1						801SDCEYL_5/26/2011_1	801SDCEYL_5/26/2011_1					
801SDCEYL	10/5/2011 0:00	1	1						801SDCEYL_10/5/2011_1	801SDCEYL_10/5/2011_1					
801SDCEYL	1/18/2012 0:00	1	1						801SDCEYL_1/18/2012_1	801SDCEYL_1/18/2012_1					
801SDCEYL	5/10/2012 0:00	1	1						801SDCEYL_5/10/2012_1	801SDCEYL_5/10/2012_1					
801SDCEYL	9/12/2012 0:00	1	1						801SDCEYL_9/12/2012_1	801SDCEYL_9/12/2012_1					
801SDCEYL	1/11/2013 0:00	1	1						801SDCEYL_1/11/2013_1	801SDCEYL_1/11/2013_1					
801SDCxxx	5/20/2008 0:00	1	1						801SDCxxx_5/20/2008_1	801SDCxxx_5/20/2008_1					
801SDCxxx	6/24/2009 0:00	1	1						801SDCxxx_6/24/2009_1	801SDCxxx_6/24/2009_1					
801SDCxxx	5/26/2010 0:00	1	1						801SDCxxx_5/26/2010_1	801SDCxxx_5/26/2010_1					
801SDCxxx	5/25/2011 0:00	1	1						801SDCxxx_5/25/2011_1	801SDCxxx_5/25/2011_1					
801SDCxxx	10/4/2011 0:00	1	1						801SDCxxx_10/4/2011_1	801SDCxxx_10/4/2011_1					
801SDCxxx	1/18/2012 0:00	1	1						801SDCxxx_1/18/2012_1	801SDCxxx_1/18/2012_1					
801SDCxxx	5/10/2012 0:00	1	1						801SDCxxx_5/10/2012_1	801SDCxxx_5/10/2012_1					
801SDCxxx	9/12/2012 0:00	2	2						801SDCxxx_9/12/2012_1	801SDCxxx_9/12/2012_1					
801SDCxxx	1/11/2013 0:00	1	1						801SDCxxx_1/11/2013_1	801SDCxxx_1/11/2013_1					
801SGB017	5/24/2005 0:00	1		1					801SGB017_5/24/2005_1		801SGB017_BMI_TRC_5/24/2005_1				
801STC532	6/12/2012 0:00			1							801STC532_BMI_RWB_6/12/2012_1				
801STC532	6/19/2012 0:00	1							801STC532_6/19/2012_1						
801SUP063	1/7/2007 0:00	1	1						801SUP063_1/7/2007_1	801SUP063_1/7/2007_1					
801SUP065	1/7/2007 0:00	1	1						801SUP065_1/7/2007_1	801SUP065_1/7/2007_1					
801SUP094	1/7/2007 0:00	1	1						801SUP094_1/7/2007_1	801SUP094_1/7/2007_1					
801TCCACC	5/16/2002 0:00			1							801TCCACC_BMI_CSBP_Trans_5/16/2002_1				
801WE0989	6/18/2002 0:00	1	1	1	2				801WE0989_6/18/2002_1	801WE0989_6/18/2002_1	801WE0989_BMI_RWB_6/18/2002_1	801WE0989_6/18/2002_1			
801WE1032	6/4/2002 0:00	1	1	1					801WE1032_6/4/2002_1	801WE1032_6/4/2002_1	801WE1032_BMI_RWB_6/4/2002_1				
801XXX305	6/12/2012 0:00			1							801XXX305_BMI_RWB_6/12/2012_1				
801XXX305	6/19/2012 0:00	1							801XXX305_6/19/2012_1						
802HEMTGC	5/16/2012 0:00	1	1	1					802HEMTGC_5/16/2012_1	802HEMTGC_5/16/2012_1	802HEMTGC_BMI_RWB_5/16/2012_1				
802LEL217	6/27/2002 0:00	1	1						802LEL217_6/27/2002_1	802LEL217_6/27/2002_1					
802LEL217	4/29/2003 0:00	1	1						802LEL217_4/29/2003_1	802LEL217_4/29/2003_1					
802LEL218	6/27/2002 0:00	1	1						802LEL218_6/27/2002_1	802LEL218_6/27/2002_1					
802LEL218	4/29/2003 0:00	1	1						802LEL218_4/29/2003_1	802LEL218_4/29/2003_1					
802LEL219	6/27/2002 0:00	1	1						802LEL219_6/27/2002_1	802LEL219_6/27/2002_1					
802LEL219	4/29/2003 0:00	1	1						802LEL219_4/29/2003_1	802LEL219_4/29/2003_1					
802LEL220	6/27/2002 0:00	1	1						802LEL220_6/27/2002_1	802LEL220_6/27/2002_1					
802LEL220	4/29/2003 0:00	1	1						802LEL220_4/29/2003_1	802LEL220_4/29/2003_1					
802LEL221	6/27/2002 0:00	1	1						802LEL221_6/27/2002_1	802LEL221_6/27/2002_1					
802LEL221	4/29/2003 0:00	1	1						802LEL221_4/29/2003_1	802LEL221_4/29/2003_1					
802LEL222	6/27/2002 0:00	1	1						802LEL222_6/27/2002_1	802LEL222_6/27/2002_1					
802LEL222	4/30/2003 0:00	1	1						802LEL222_4/30/2003_1	802LEL222_4/30/2003_1					
802LEL223	6/27/2002 0:00	1	1						802LEL223_6/27/2002_1	802LEL223_6/27/2002_1					
802LEL223	4/30/2003 0:00	1	1						802LEL223_4/30/2003_1	802LEL223_4/30/2003_1					
802LEL224	6/27/2002 0:00	1	1						802LEL224_6/27/2002_1	802LEL224_6/27/2002_1					
802LEL224	4/30/2003 0:00	1	1						802LEL224_4/30/2003_1	802LEL224_4/30/2003_1					
802LEL225	6/27/2002 0:00	1	1						802LEL225_6/27/2002_1	802LEL225_6/27/2002_1					
802LEL225	4/29/2003 0:00	1	1						802LEL225_4/29/2003_1	802LEL225_4/29/2003_1					
802LEL226	6/27/2002 0:00	1	1						802LEL226_6/27/2002_1	802LEL226_6/27/2002_1					
802LEL226	4/30/2003 0:00	1	1						802LEL226_4/30/2003_1	802LEL226_4/30/2003_1					
802LEL227	6/27/2002 0:00	1	1						802LEL227_6/27/2002_1	802LEL227_6/27/2002_1					
802LEL227	4/30/2003 0:00	1	1						802LEL227_4/30/2003_1	802LEL227_4/30/2003_1					
802LEL228	6/27/2002 0:00	1	1						802LEL228_6/27/2002_1	802LEL228_6/27/2002_1					
802LEL228	4/30/2003 0:00	1	1						802LEL228_4/30/2003_1	802LEL228_4/30/2003_1					
802LEL229	6/27/2002 0:00	1	1						802LEL229_6/27/2002_1	802LEL229_6/27/2002_1					
802LEL229	4/30/2003 0:00	1	1						802LEL229_4/30/2003_1	802LEL229_4/30/2003_1					
802LEL230	6/27/2002 0:00	1	1						802LEL230_6/27/2002_1	802LEL230_6/27/2002_1					
802LEL230	4/29/2003 0:00	1	1						802LEL230_4/29/2003_1	802LEL230_4/29/2003_1					
802LEL231	6/27/2002 0:00	1	1						802LEL231_6/27/2002_1	802LEL231_6/27/2002_1					
802LEL231	4/29/2003 0:00	1	1						802LEL231_4/29/2003_1	802LEL231_4/29/2003_1					
802LEL232	6/27/2002 0:00	1	1						802LEL232_6/27/2002_1	802LEL232_6/27/2002_1					
802LEL232	4/30/2003 0:00	1	1						802LEL232_4/30/2003_1	802LEL232_4/30/2003_1					
802LEL233	6/27/2002 0:00	1	1						802LEL233_6/27/2002_1	802LEL233_6/27/2002_1					
802LEL233	4/29/2003 0:00	1	1						802LEL233_4/29/2003_1	802LEL233_4/29/2003_1					
802LEL234	6/27/2002 0:00	1	1						802LEL234_6/27/2002_1	802LEL234_6/27/2002_1					
802LEL234	4/30/2003 0:00	1	1						802LEL234_4/30/2003_1	802LEL234_4/30/2003_1					
802LEL235	6/27/2002 0:00	1	1						802LEL235_6/27/2002_1	802LEL235_6/27/2002_1					
802LEL235	4/29/2003 0:00	1	1						802LEL235_4/29/2003_1	802LEL235_4/29/2003_1					
802LEL236	6/27/2002 0:00	1	1						802LEL236_6/27/2002_1	802LEL236_6/27/2002_1					
802LEL236	4/30/2003 0:00	1	1						802LEL236_4/30/2003_1	802LEL236_4/30/2003_1					
802LEL237	6/27/2002 0:00	1	1						802LEL237_6/27/2002_1	802LEL237_6/27/2002_1					
802LEL237	4/29/2003 0:00	1	1						802LEL237_4/29/2003_1	802LEL237_4/29/2003_1					
802LEL238	6/27/2002 0:00	1	1						802LEL238_6/27/2002_1	802LEL238_6/27/2002_1					
802LEL238	4/29/2003 0:00	1	1						802LEL238_4/29/2003_1	802LEL238_4/29/2003_1					
802LEL239	6/27/2002 0:00	1	1						802LEL239_6/27/2002_1	802LEL239_6/27/2002_1					
802LEL239	4/30/2003 0:00	1	1						802LEL239_4/30/2003_1	802LEL239_4/30/2003_1					
802LEL240	6/27/2002 0:00	1	1						802LEL240_6/27/2002_1	802LEL240_6/27/2002_1					
802LEL240	4/30/2003 0:00	1	1						802LEL240_4/30/2003_1	802LEL240_4/30/2003_1					
802LEL241	6/27/2002 0:00	1	1						802LEL241_6/27/2002_1	802LEL241_6/27/2002_1					
802LEL241	4/29/2003 0:00	1	1						802LEL241_4/29/2003_1	802LEL241_4/29/2003_1					
802LEL242	6/27/2002 0:00	1	1						802LEL242_6/27/2002_1	802LEL242_6/27/2002_1					
802LEL242	4/29/2003 0:00	1	1						802LEL242_4/29/2003_1	802LEL242_4/29/2003_1					
802LEL243	6/27/2002 0:00	1	1						802LEL243_6/27/2002_1	802LEL243_6/27/2002_1					
802LEL243	4/30/2003 0:00	1	1						802LEL243_4/30/2003_1	802LEL243_4/30/2003_1					
