StationID_Master	BMISampleID	CollDate	DataType3	CSCI	O_E	MMI_Score	BurrowerPct	BurrowerTaxa	BurrowerTaxaPct	CFCGPct	CFCGTaxa	CFCGTaxaPct	ClimberPct	ClimberTaxa	ClimberTaxaPct	ClingerPct	ClingerTaxa	ClingerTaxaPct	ColeopteraTaxa	ColeopteraTaxaPct	DipteraPct	DipteraTaxa	DipteraTaxaPct	DominantPct	EPTPct	EPTTaxa	EPTTaxaPct	IntolerantPct	IntolerantTaxa	IntolerantTaxaPct	InvasivePct	InvasiveTaxa	InvasiveTaxaPct	ScraperPct	ScraperTaxa	ScraperTaxaPct	ShannonDiversity	ShredderPct	ShredderTaxa	ShredderTaxaPct	SimpsonDiversity	SwimmerPct	SwimmerTaxa	SwimmerTaxaPct	TaxaRichness	TolerantPct	TolerantTaxa	TolerantTaxaPct
407CE0092	407CE0092_4/27/2004_1	4/27/2004 0:00:00	BMI	0.37	0.40	0.33					3.00						0.00		0.00											0.00							1.10		0.00									
407CE0092	407CE0092_4/27/2004_2	4/27/2004 0:00:00	BMI	0.47	0.48	0.45					7.00						3.00		0.00											0.00							1.29		0.00									
407CE0220	407CE0220_5/3/2006_1	5/3/2006 0:00:00	BMI	0.43	0.44	0.42					4.00						0.00		1.00											0.00							1.42		0.00									
407CE0220	407CE0220_5/3/2006_2	5/3/2006 0:00:00	BMI	0.56	0.66	0.46					4.00						1.00		2.00											0.00							1.27		0.00									
408BA0036	408BA0036_5/5/2008_1	5/5/2008 0:00:00	BMI	0.52	0.63	0.41	0.89	1.00	0.25	0.88	6.72	0.77	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	2.00	0.22	0.80	0.02	3.00	0.22	0.00	0.00	0.00	0.00	0.00	0.00	0.11	1.00	0.11	1.57	0.00	0.00	0.00	0.75	0.10	2.00	0.50	9.00	0.69	3.00	0.33
408BA0268	408BA0268_5/6/2008_1	5/6/2008 0:00:00	BMI	0.68	0.71	0.65	0.92	2.00	0.16	0.95	8.45	0.57	0.00	0.00	0.00	0.02	1.97	0.16	3.45	0.28	0.95	8.00	0.57	0.93	2.0e-03	0.66	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.00	0.00	0.19	0.03	4.00	0.33	14.00	0.01	3.00	0.21
408BA0580	408BA0580_5/7/2008_1	5/7/2008 0:00:00	BMI	0.58	0.71	0.44	0.70	1.00	0.33	1.00	5.20	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.31	1.00	0.20	0.99	0.12	4.00	0.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.58	0.29	2.00	0.66	5.00	8.0e-03	2.00	0.40
408BA0660	408BA0660_5/6/2008_1	5/6/2008 0:00:00	BMI	0.65	0.75	0.54	0.04	2.00	0.25	0.99	10.82	0.84	0.00	0.00	0.00	0.01	1.00	0.12	0.00	0.00	0.05	4.00	0.30	0.89	0.86	3.33	0.30	6.0e-03	1.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	1.01	0.00	0.00	0.00	0.41	0.92	4.00	0.50	13.00	0.07	4.00	0.30
408BA0836	408BA0836_5/7/2008_1	5/7/2008 0:00:00	BMI	0.73	0.82	0.64	0.51	2.00	0.20	0.93	10.82	0.61	0.00	0.00	0.00	0.04	2.85	0.30	0.90	0.05	0.30	4.00	0.22	0.69	0.28	5.00	0.22	0.00	0.00	0.00	0.07	1.00	0.05	0.01	2.00	0.11	1.98	0.00	0.00	0.00	0.81	0.34	3.00	0.30	18.00	0.14	7.00	0.38
408BA0916	408BA0916_5/8/2008_1	5/8/2008 0:00:00	BMI	0.79	0.99	0.58	0.38	1.00	0.10	0.93	9.95	0.45	2.666667e-03	1.00	0.10	0.02	2.00	0.20	0.00	0.00	0.31	5.00	0.22	0.77	0.43	3.66	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.01	2.00	0.09	1.89	0.00	0.00	0.00	0.77	0.14	2.00	0.20	22.00	0.07	9.00	0.40
408PS0032	408PS0032_5/21/2008_1	5/21/2008 0:00:00	BMI	0.66	0.72	0.61	0.11	2.00	0.12	0.89	11.67	0.57	3.067485e-03	1.00	0.06	6.134969e-03	1.92	0.12	0.92	0.04	0.09	8.00	0.38	0.84	0.53	12.00	0.28	4.0e-03	1.00	0.04	0.01	1.00	0.04	0.06	1.00	0.04	1.48	2.0e-03	0.00	0.00	0.65	0.85	7.00	0.43	21.00	0.37	7.00	0.33
408WE0547	408WE0547_7/12/2000_1	7/12/2000 0:00:00	BMI	0.50	0.53	0.46					5.00						0.00		1.00											0.00							0.98		0.00									
408WE0547	408WE0547_7/12/2000_2	7/12/2000 0:00:00	BMI	0.52	0.57	0.47					6.95						0.00		0.00											0.00							1.53		0.00									
408WE0547	408WE0547_7/12/2000_3	7/12/2000 0:00:00	BMI	0.56	0.54	0.58					6.00						0.00		1.00											0.08							1.22		0.00									
408WE0654	408WE0654_6/13/2001_1	6/13/2001 0:00:00	BMI	0.43	0.47	0.39					5.50						1.25		0.00											0.00							0.97		0.00									
408WE0654	408WE0654_6/13/2001_2	6/13/2001 0:00:00	BMI	0.42	0.53	0.31					3.00						0.00		0.00											0.00							1.13		0.00									
408WE0654	408WE0654_6/13/2001_3	6/13/2001 0:00:00	BMI	0.50	0.66	0.35					4.00						1.00		0.00											0.00							0.71		0.00									
410CE0284	410CE0284_5/4/2006_1	5/4/2006 0:00:00	BMI	0.46	0.56	0.36					4.00						0.00		0.00											0.00							1.64		1.00									
410CE0284	410CE0284_5/4/2006_2	5/4/2006 0:00:00	BMI	0.48	0.58	0.38					5.00						1.00		0.00											0.11							1.02		0.00									
412CE0104	412CE0104_7/19/2005_1	7/19/2005 0:00:00	BMI	0.56	0.74	0.39					8.00						1.00		0.00											0.00							1.20		0.00									
412CE0104	412CE0104_7/19/2005_2	7/19/2005 0:00:00	BMI	0.60	0.72	0.49					8.00						2.00		0.00											0.00							1.64		0.00									
412CE0232	412CE0232_6/1/2006_1	6/1/2006 0:00:00	BMI	0.63	0.84	0.42					7.00						1.00		0.00											0.00							0.65		0.00									
412CE0232	412CE0232_6/1/2006_2	6/1/2006 0:00:00	BMI	0.56	0.64	0.47					8.00						1.00		0.00											0.00							0.77		0.00									
412CE0616	412CE0616_7/24/2007_1	7/24/2007 0:00:00	BMI	0.29	0.35	0.23					3.90						0.00		0.00											0.00							0.43		0.00									
412CE0616	412CE0616_7/24/2007_2	7/24/2007 0:00:00	BMI	0.25	0.24	0.26					3.00						0.00		0.00											0.00							0.47		0.00									
412CE0732	412CE0732_7/25/2007_1	7/25/2007 0:00:00	BMI	0.29	0.32	0.27					4.60						0.00		0.00											0.00							0.87		0.00									
412LAR016	412LAR016_6/20/2005_1	6/20/2005 0:00:00	BMI	0.43	0.39	0.46					5.00						2.00		0.00											0.00							1.19		0.00									
412PS0020	412PS0020_5/14/2008_1	5/14/2008 0:00:00	BMI	0.37	0.33	0.41	1.00	2.00	1.00	1.00	3.92	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.70	3.00	0.75	0.99	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.64	0.00	0.00	0.00	0.42	0.00	0.00	0.00	4.00	4.0e-03	1.00	0.25
412PS0020	412PS0020_5/22/2008_1	5/22/2008 0:00:00	BMI	0.41	0.42	0.40	1.00	1.00	1.00	1.00	2.95	1.00	0.00	0.00	0.00	0.00	0.45	0.00	0.00	0.00	0.88	1.00	0.50	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.36	0.00	0.00	0.00	0.20	0.00	0.00	0.00	2.00	0.00	0.00	0.00
412PS0040	412PS0040_5/20/2008_1	5/20/2008 0:00:00	BMI	0.62	0.61	0.63	0.86	2.00	0.33	0.99	7.82	0.87	0.00	0.00	0.00	0.09	1.85	0.33	0.00	0.00	0.83	3.00	0.37	0.94	0.03	2.00	0.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.87	0.00	0.00	0.00	0.41	0.04	2.00	0.33	8.00	0.01	2.00	0.25
412PS0052	412PS0052_5/20/2008_1	5/20/2008 0:00:00	BMI	0.36	0.36	0.35	1.00	1.00	1.00	0.99	4.80	0.83	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.43	3.00	0.50	0.98	0.00	4.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.90	0.00	0.00	0.00	0.54	0.00	0.00	0.00	6.00	0.52	2.00	0.33
412PS0052	412PS0052_5/20/2008_2	5/20/2008 0:00:00	BMI	0.43	0.48	0.39					5.50						0.85		0.00											0.00							1.02		0.00									
801WE0989	801WE0989_6/18/2002_1	6/18/2002 0:00:00	BMI	0.80	0.85	0.76					10.00						3.00		1.00											0.04							2.03		1.00									
801WE0989	801WE0989_6/18/2002_2	6/18/2002 0:00:00	BMI	0.76	0.89	0.64					8.00						3.00		1.00											0.00							1.90		0.00									
845PS0011	845PS0011_5/14/2008_1	5/14/2008 0:00:00	BMI	0.62	0.68	0.55	0.50	1.00	0.20	0.94	7.00	0.58	0.00	0.00	0.00	0.11	2.00	0.40	0.00	0.00	0.28	2.00	0.16	0.60	0.21	11.33	0.25	0.00	0.00	0.00	0.00	0.00	0.00	8.0e-03	2.00	0.16	1.98	0.00	0.00	0.00	0.83	0.37	2.00	0.40	12.00	0.26	3.00	0.25
845PS0011	845PS0011_5/29/2008_1	5/29/2008 0:00:00	BMI	0.61	0.70	0.53	0.46	1.00	0.14	0.91	7.77	0.57	0.02	1.00	0.14	0.15	2.00	0.28	0.00	0.00	0.37	3.00	0.21	0.74	0.27	12.00	0.21	0.00	0.00	0.00	2.0e-03	1.00	0.07	0.01	2.00	0.14	1.84	0.00	0.00	0.00	0.79	0.35	2.00	0.28	14.00	0.23	6.00	0.42
901ATCAAS	901ATCAAS_6/5/2008_1	6/5/2008 0:00:00	BMI	0.89	0.77	1.01	0.58	2.00	0.16	0.72	5.00	0.29	0.28	1.00	0.08	0.06	5.00	0.41	3.00	0.17	0.42	3.00	0.17	0.88	0.28	4.00	0.35	0.21	3.00	0.17	0.00	0.00	0.00	0.02	3.00	0.17	1.53	0.20	1.00	0.05	0.71	0.06	3.00	0.25	17.00	0.28	3.00	0.17
901CSCADC	901CSCADC_5/26/2011_1	5/26/2011 0:00:00	BMI	1.05	0.95	1.14	0.45	3.00	0.13	0.76	7.00	0.28	0.02	2.00	0.09	0.03	6.00	0.27	4.00	0.16	0.47	5.00	0.20	0.67	0.45	8.00	0.48	0.15	6.00	0.24	0.00	0.00	0.00	9.237875e-03	1.00	0.04	2.06	0.06	5.00	0.20	0.78	0.42	7.00	0.31	25.00	0.03	3.00	0.12
901DCCSMC	901DCCSMC_5/16/2011_1	5/16/2011 0:00:00	BMI	1.27	1.27	1.27	0.17	1.00	0.03	0.59	14.00	0.37	0.02	2.00	0.06	0.39	16.00	0.53	5.00	0.13	0.17	4.00	0.10	0.41	0.67	12.66	0.51	0.20	9.00	0.24	0.00	0.00	0.00	0.14	6.00	0.16	2.88	0.01	2.00	0.05	0.91	0.38	8.00	0.26	37.00	0.08	7.00	0.18
901PS0057	901PS0057_5/14/2008_1	5/14/2008 0:00:00	BMI	0.72	1.01	0.44	0.59	2.00	0.25	0.67	6.90	0.41	0.02	1.00	0.12	0.06	1.97	0.25	0.00	0.00	0.14	3.00	0.17	0.83	0.07	12.00	0.17	0.00	0.00	0.00	0.29	2.00	0.11	0.30	2.00	0.11	1.58	2.0e-03	0.50	0.05	0.72	0.32	3.00	0.37	17.00	0.71	6.00	0.35
901S00313	901S00313_4/30/2009_1	4/30/2009 0:00:00	BMI	0.67	0.77	0.57	0.83	2.00	0.25	0.28	4.87	0.41	0.02	1.00	0.12	0.00	0.00	0.00	2.82	0.25	0.22	5.00	0.41	0.91	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.67	1.00	0.08	1.12	0.00	0.00	0.00	0.50	0.09	3.00	0.37	12.00	0.74	5.00	0.41
901S00469	901S00469_5/13/2009_1	5/13/2009 0:00:00	BMI	0.78	0.92	0.63	0.87	1.00	0.09	0.43	8.00	0.47	0.01	1.00	0.09	6.289308e-03	1.00	0.09	3.00	0.17	0.29	3.00	0.17	0.80	8.0e-03	3.33	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.53	3.00	0.17	1.70	0.00	0.00	0.00	0.77	0.05	5.00	0.45	17.00	0.35	6.00	0.35
901S00531	901S00531_5/7/2009_1	5/7/2009 0:00:00	BMI	0.56	0.73	0.39	0.66	1.00	0.20	0.97	7.00	0.70	2.762431e-03	1.00	0.20	0.20	1.00	0.20	0.00	0.00	0.63	3.00	0.30	0.80	0.08	0.66	0.10	2.0e-03	1.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	1.52	0.00	0.00	0.00	0.70	0.11	1.00	0.20	10.00	0.19	3.00	0.30
901S00997	901S00997_5/14/2009_1	5/14/2009 0:00:00	BMI	0.49	0.58	0.41	0.98	1.00	0.25	0.67	4.97	0.50	0.00	0.00	0.00	4.048583e-03	0.92	0.25	0.85	0.10	0.49	2.00	0.20	0.81	2.0e-03	4.89	0.10	2.0e-03	1.00	0.09	0.03	1.00	0.10	0.32	2.00	0.20	1.48	0.00	0.00	0.00	0.68	4.048583e-03	1.00	0.25	10.00	0.44	4.00	0.40
901S01705	901S01705_5/14/2009_1	5/14/2009 0:00:00	BMI	0.82	0.85	0.78	0.75	3.00	0.14	0.74	12.00	0.48	0.00	0.00	0.00	0.15	8.00	0.38	2.00	0.08	0.29	6.00	0.24	0.87	0.07	7.98	0.44	0.02	5.00	0.20	0.00	0.00	0.00	0.19	2.00	0.08	1.66	0.00	0.00	0.00	0.72	0.05	6.00	0.28	25.00	0.62	6.00	0.24
901S01811	901S01811_5/7/2009_1	5/7/2009 0:00:00	BMI	0.65	0.84	0.46	0.56	1.00	0.16	0.98	8.20	0.61	5.617978e-03	1.00	0.16	0.11	1.00	0.16	0.00	0.00	0.24	2.00	0.15	0.68	0.10	2.30	0.15	0.00	0.00	0.00	2.0e-03	1.00	0.07	0.01	2.00	0.15	1.78	0.00	0.00	0.00	0.79	0.30	2.00	0.33	13.00	0.49	6.00	0.46
901S01849	901S01849_6/1/2010_1	6/1/2010 0:00:00	BMI	1.15	1.22	1.07	0.72	1.00	0.05	0.89	9.00	0.39	7.142857e-03	2.00	0.10	0.10	5.00	0.26	4.00	0.17	0.68	5.00	0.21	0.80	0.11	7.66	0.43	0.06	6.00	0.26	0.00	0.00	0.00	8.0e-03	2.00	0.08	1.55	6.0e-03	3.00	0.13	0.60	0.10	6.00	0.31	23.00	0.01	3.00	0.13
901S02873	901S02873_6/1/2010_1	6/1/2010 0:00:00	BMI	1.23	1.23	1.24	0.29	3.00	0.13	0.66	15.00	0.46	0.02	3.00	0.13	0.31	5.00	0.21	4.00	0.12	0.28	6.00	0.18	0.54	0.53	11.00	0.37	0.31	9.00	0.28	0.00	0.00	0.00	0.08	5.00	0.15	2.57	6.0e-03	2.00	0.06	0.87	0.20	6.00	0.26	32.00	0.09	6.00	0.18
901S04309	901S04309_5/16/2011_1	5/16/2011 0:00:00	BMI	0.95	1.22	0.67	0.51	1.00	0.06	0.90	12.00	0.54	0.01	1.00	0.06	0.25	4.00	0.26	1.00	0.04	0.67	5.00	0.22	0.81	0.23	7.66	0.40	0.04	3.00	0.13	0.00	0.00	0.00	0.03	3.00	0.13	1.71	2.053388e-03	1.00	0.04	0.71	0.18	5.00	0.33	22.00	0.05	6.00	0.27
901S04409	901S04409_5/19/2011_1	5/19/2011 0:00:00	BMI	0.99	1.09	0.89	0.18	1.00	0.06	0.87	8.00	0.42	0.00	0.00	0.00	0.30	8.00	0.53	1.00	0.05	0.29	5.00	0.26	0.70	0.47	6.66	0.47	0.10	6.00	0.31	0.00	0.00	0.00	0.03	2.00	0.10	1.87	0.00	0.00	0.00	0.78	0.50	5.00	0.33	19.00	0.03	3.00	0.15
901S04565	901S04565_5/26/2011_1	5/26/2011 0:00:00	BMI	1.17	1.23	1.10	0.58	2.00	0.10	0.85	11.00	0.40	4.504505e-03	2.00	0.10	0.26	7.00	0.35	2.00	0.07	0.66	5.00	0.18	0.73	0.22	8.66	0.48	0.10	7.00	0.25	0.00	0.00	0.00	0.03	4.00	0.14	1.82	4.0e-03	2.00	0.07	0.69	0.13	7.00	0.35	27.00	0.03	5.00	0.18
901S06030	901S06030_4/30/2009_1	4/30/2009 0:00:00	BMI	0.42	0.48	0.35	0.97	1.00	0.20	0.97	6.85	0.58	6.535948e-03	1.00	0.20	0.00	0.00	0.00	0.90	0.08	0.61	5.00	0.41	0.95	0.00	6.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.0e-03	1.00	0.08	1.12	0.00	0.00	0.00	0.57	3.267974e-03	1.00	0.20	12.00	0.18	4.00	0.33
901S06798	901S06798_5/17/2011_1	5/17/2011 0:00:00	BMI	0.65	0.85	0.45	0.93	2.00	0.22	0.94	7.00	0.53	0.01	1.00	0.11	0.01	2.00	0.22	0.00	0.00	0.77	7.00	0.53	0.91	0.01	17.66	0.15	0.00	0.00	0.00	0.00	0.00	0.00	8.230453e-03	1.00	0.07	1.05	0.00	0.00	0.00	0.44	0.02	2.00	0.22	13.00	0.08	4.00	0.30
901S06851	901S06851_5/19/2011_1	5/19/2011 0:00:00	BMI	0.69	0.91	0.48	0.79	1.00	0.09	0.90	11.00	0.61	0.01	1.00	0.09	0.10	2.00	0.18	0.00	0.00	0.52	7.00	0.38	0.79	0.03	2.66	0.16	0.00	0.00	0.00	2.070393e-03	1.00	0.05	0.01	1.00	0.05	1.78	0.00	0.00	0.00	0.72	0.06	3.00	0.27	18.00	0.23	7.00	0.38
901S39498	901S39498_5/18/2010_1	5/18/2010 0:00:00	BMI	0.54	0.73	0.36	0.75	2.00	0.33	0.97	10.00	0.71	0.00	0.00	0.00	0.02	1.00	0.16	0.00	0.00	0.63	4.00	0.28	0.90	0.17	2.33	0.14	0.00	0.00	0.00	2.0e-03	1.00	0.07	0.02	2.00	0.14	1.27	0.00	0.00	0.00	0.58	0.21	3.00	0.50	14.00	0.16	5.00	0.35
901S45253	901S45253_5/18/2010_1	5/18/2010 0:00:00	BMI	0.60	0.78	0.41	0.55	1.00	0.20	0.88	7.00	0.70	0.00	0.00	0.00	0.04	1.00	0.20	0.00	0.00	0.41	2.00	0.20	0.66	0.26	4.66	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.10	1.00	0.10	1.82	0.00	0.00	0.00	0.78	0.39	3.00	0.60	10.00	0.21	4.00	0.40
901SCCA74	901SCCA74_6/8/2010_1	6/8/2010 0:00:00	BMI	1.10	0.92	1.28	0.53	2.00	0.08	0.45	10.00	0.32	2.747253e-03	1.00	0.04	0.34	9.00	0.36	6.00	0.19	0.39	5.00	0.16	0.86	0.28	8.00	0.38	0.24	8.00	0.25	0.00	0.00	0.00	0.26	5.00	0.16	1.73	8.0e-03	3.00	0.09	0.73	0.07	8.00	0.32	31.00	0.28	6.00	0.19
901SJSJC9	901SJSJC9_5/5/2008_1	5/5/2008 0:00:00	BMI	0.57	0.73	0.42	0.79	3.00	0.37	0.94	10.00	0.71	0.00	0.00	0.00	0.03	1.00	0.12	1.00	0.07	0.69	6.00	0.42	0.79	0.13	2.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.04	1.00	0.07	1.37	0.00	0.00	0.00	0.55	0.16	2.00	0.25	14.00	0.13	4.00	0.28
901SJSMT2	901SJSMT2_5/5/2008_1	5/5/2008 0:00:00	BMI	0.92	0.92	0.92	0.74	3.00	0.20	0.94	13.00	0.59	7.317073e-03	1.00	0.06	0.18	6.00	0.40	1.00	0.04	0.62	6.00	0.27	0.80	0.21	9.00	0.40	0.17	6.00	0.27	0.00	0.00	0.00	8.0e-03	3.00	0.13	1.64	2.0e-03	1.00	0.04	0.61	0.05	3.00	0.20	22.00	0.05	4.00	0.18
902S00117	902S00117_5/25/2010_1	5/25/2010 0:00:00	BMI	0.68	0.85	0.52	0.18	2.00	0.13	0.91	14.00	0.63	6.920415e-03	2.00	0.13	0.03	2.00	0.13	1.00	0.04	0.13	6.00	0.27	0.55	0.44	7.33	0.27	0.01	1.00	0.04	0.00	0.00	0.00	0.01	1.00	0.04	2.20	0.00	0.00	0.00	0.85	0.51	5.00	0.33	22.00	0.37	7.00	0.31
902S00565	902S00565_4/27/2009_1	4/27/2009 0:00:00	BMI	0.82	1.03	0.62	0.15	1.00	0.10	0.94	9.85	0.52	2.178649e-03	1.00	0.10	0.17	3.85	0.40	0.85	0.05	0.28	3.00	0.15	0.70	0.63	5.28	0.26	0.00	0.00	0.00	0.00	0.00	0.00	4.0e-03	2.00	0.10	1.90	0.00	0.00	0.00	0.80	0.35	2.00	0.20	19.00	0.02	6.00	0.31
902S01097	902S01097_5/11/2009_1	5/11/2009 0:00:00	BMI	1.07	1.29	0.84	0.25	3.00	0.17	0.83	9.97	0.40	5.167959e-03	1.00	0.05	0.19	5.92	0.35	3.00	0.12	0.31	7.00	0.28	0.66	0.46	7.92	0.28	0.03	2.00	0.08	0.00	0.00	0.00	0.02	3.00	0.12	2.16	0.00	0.00	0.00	0.79	0.52	4.00	0.23	25.00	0.09	6.00	0.24
902S02293	902S02293_5/27/2010_1	5/27/2010 0:00:00	BMI	0.87	0.98	0.75	0.19	2.00	0.15	0.80	10.00	0.43	0.05	1.00	0.07	0.28	6.00	0.46	0.00	0.00	0.29	5.00	0.21	0.54	0.54	6.00	0.34	8.0e-03	2.00	0.08	0.00	0.00	0.00	0.03	5.00	0.21	2.28	2.0e-03	1.00	0.04	0.86	0.31	2.00	0.15	23.00	0.10	6.00	0.26
902S02357	902S02357_5/25/2010_1	5/25/2010 0:00:00	BMI	0.76	0.78	0.74	0.05	1.00	0.11	0.97	9.00	0.60	0.00	0.00	0.00	0.02	5.00	0.55	0.00	0.00	0.06	3.00	0.20	0.87	0.89	8.00	0.46	4.0e-03	1.00	0.06	2.0e-03	1.00	0.06	0.00	0.00	0.00	1.46	0.00	0.00	0.00	0.66	0.71	2.00	0.22	15.00	0.04	4.00	0.26
902S05173	902S05173_5/17/2011_1	5/17/2011 0:00:00	BMI	0.75	0.91	0.60	0.02	1.00	0.07	0.96	13.00	0.68	0.00	0.00	0.00	0.05	3.00	0.23	1.00	0.05	0.08	8.00	0.42	0.87	0.90	4.66	0.36	4.0e-03	1.00	0.05	0.00	0.00	0.00	0.00	0.00	0.00	1.54	0.00	0.00	0.00	0.68	0.76	5.00	0.38	19.00	0.01	4.00	0.21
902SMRWGR	902SMRWGR_11/10/1998_1	11/10/1998 0:00:00	BMI	0.90	0.89	0.92					9.90						7.80		4.30											0.03							2.07		2.25									
902SMRWGR	902SMRWGR_11/11/2000_1	11/11/2000 0:00:00	BMI	0.98	1.15	0.80					11.85						8.40		2.05											0.08							2.30		0.40									
902SMRWGR	902SMRWGR_11/9/1999_1	11/9/1999 0:00:00	BMI	0.78	0.66	0.89					8.20						8.20		4.40											0.03							1.92		0.85									
902SMRWGR	902SMRWGR_4/16/2008_1	4/16/2008 0:00:00	BMI	0.58	0.52	0.64					10.40						4.50		0.95											0.05							1.48		0.00									
902SMRWGR	902SMRWGR_4/28/2007_1	4/28/2007 0:00:00	BMI	0.63	0.70	0.57					8.95						4.00		1.00											0.00							1.56		0.00									
902SMRWGR	902SMRWGR_5/14/1999_1	5/14/1999 0:00:00	BMI	0.77	0.84	0.69					8.55						4.60		1.60											0.05							1.43		0.00									
902SMRWGR	902SMRWGR_5/17/2004_1	5/17/2004 0:00:00	BMI	0.75	0.70	0.80					13.00						7.00		1.00											0.08							2.17		0.00									
902SMRWGR	902SMRWGR_5/20/2001_1	5/20/2001 0:00:00	BMI	0.87	1.04	0.70					9.65						6.65		0.85											0.08							1.96		0.00									
902SMRWGR	902SMRWGR_5/23/1998_1	5/23/1998 0:00:00	BMI	0.69	0.87	0.52					6.75						2.00		0.00											0.00							1.35		0.00									
902SMRWGR	902SMRWGR_5/24/2000_1	5/24/2000 0:00:00	BMI	0.91	1.12	0.70					9.60						5.00		1.00											0.00							1.97		0.50									
902SMRWGR	902SMRWGR_6/11/2003_1	6/11/2003 0:00:00	BMI	0.68	0.62	0.74					10.20						6.50		1.10											0.08							1.81		0.40									
902SMRWGR	902SMRWGR_6/17/2005_1	6/17/2005 0:00:00	BMI	0.49	0.42	0.56					7.00						3.00		0.00											0.00							1.72		0.00									
902SMRWGR	902SMRWGR_9/4/1998_1	9/4/1998 0:00:00	BMI	1.03	1.06	1.01					14.20						8.05		7.30											0.07							2.96		1.90									
902SMSND3	902SMSND3_5/6/2008_1	5/6/2008 0:00:00	BMI	1.17	1.22	1.12	0.48	3.00	0.12	0.74	13.00	0.38	0.03	4.00	0.16	0.34	13.00	0.52	5.00	0.14	0.46	8.00	0.23	0.53	0.31	13.00	0.38	0.07	7.00	0.20	0.00	0.00	0.00	0.03	5.00	0.14	2.55	0.01	3.00	0.08	0.83	0.09	2.00	0.08	34.00	0.09	5.00	0.14
902SMSTN1	902SMSTN1_5/6/2008_1	5/6/2008 0:00:00	BMI	0.99	1.05	0.94	0.66	5.00	0.25	0.87	12.00	0.48	0.01	1.00	0.05	0.04	7.00	0.35	2.00	0.08	0.57	7.00	0.28	0.75	0.29	10.00	0.40	0.17	8.00	0.32	2.0e-03	1.00	0.04	0.01	3.00	0.12	1.80	0.07	2.00	0.08	0.69	0.18	4.00	0.20	25.00	0.11	6.00	0.24
902WE0888	902WE0888_6/19/2001_1	6/19/2001 0:00:00	BMI	1.02	1.03	1.02					14.30						9.70		2.90											0.12							2.70		1.65									
902WE0888	902WE0888_6/19/2001_2	6/19/2001 0:00:00	BMI	0.63	0.63	0.63					7.00						3.00		1.00											0.11							1.39		2.00									
902WE0888	902WE0888_6/19/2001_3	6/19/2001 0:00:00	BMI	1.11	1.14	1.08					11.90						8.00		3.00											0.16							2.54		3.00									
903SLGRD2	903SLGRD2_5/9/2008_1	5/9/2008 0:00:00	BMI	0.84	1.08	0.61	0.39	4.00	0.28	0.90	14.00	0.58	2.493766e-03	1.00	0.07	0.13	3.00	0.21	1.00	0.04	0.34	7.00	0.29	0.72	0.45	6.00	0.25	6.0e-03	1.00	0.04	6.0e-03	1.00	0.04	0.01	1.00	0.04	1.98	2.0e-03	1.00	0.04	0.77	0.45	3.00	0.21	24.00	0.16	11.00	0.45
903SLKYS3	903SLKYS3_5/7/2008_1	5/7/2008 0:00:00	BMI	1.00	1.30	0.70	0.43	3.00	0.21	0.91	12.00	0.52	4.662005e-03	1.00	0.07	0.17	3.00	0.21	2.00	0.08	0.56	9.00	0.39	0.74	0.29	5.00	0.21	0.01	2.00	0.08	0.00	0.00	0.00	0.01	1.00	0.04	1.97	6.0e-03	1.00	0.04	0.78	0.35	4.00	0.28	23.00	0.11	8.00	0.34
903SLMSA2	903SLMSA2_5/9/2008_1	5/9/2008 0:00:00	BMI	0.77	0.97	0.57	0.33	1.00	0.11	0.97	11.00	0.64	9.569378e-03	1.00	0.11	0.39	2.00	0.22	1.00	0.05	0.30	5.00	0.29	0.77	0.11	4.00	0.23	0.00	0.00	0.00	2.0e-03	1.00	0.05	2.0e-03	1.00	0.05	1.63	0.00	0.00	0.00	0.71	0.25	3.00	0.33	17.00	0.57	6.00	0.35
