"StationID"	"Lat_Dec"	"Long_Dec"	"StreamType"	"WBID"	"Elevation"	"InvertReg"	"BenSampID"	"RepNum"	"CollDate"	"Comments"	"CollMeth"	"FieldGearID"	"Habitat"	"WQX_FinalID"	"FinalID"	"Individuals"	"IndividualsCorrected"	"LargeRare"	"Stage"
"LCSLR003.72"	34.0488889	-109.3902778	"Perennial"	"15020001-027"	8100	"cold"	3410	1	2007-06-21	"NA"	"EMAP Multihab bugs"	"D-frame di"	"Multi-habitat"	"Amphinemura"	"Amphinemura"	46	588.98847631242	FALSE	"X"
"LCSLR003.72"	34.0488889	-109.3902778	"Perennial"	"15020001-027"	8100	"cold"	3411	1	2007-06-21	"NA"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	57	341.931613677264	FALSE	"X"
"LCWLR000.92"	33.99375	-109.4651389	"Perennial"	"15020001-013B"	8480	"cold"	3412	1	2007-06-12	"0"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	107	856	FALSE	"X"
"UGGLR451.46"	32.8825556	-109.4806667	"Perennial"	"15040005-022"	3140	"warm"	3414	1	2007-05-14	"0"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	2	128.205128205128	FALSE	"X"
"LCWLR000.92"	33.99375	-109.4651389	"Perennial"	"15020001-013B"	8480	"cold"	3420	1	2004-06-10	"From file: Arizona DEQ 2004 Identification Data 2.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	42	1008	FALSE	"X"
"LCNUT020.72"	33.98025	-109.2022222	"Perennial"	"15020001-017A"	7520	"cold"	3457	1	2005-05-12	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Run"	"Amphinemura"	"Amphinemura"	3	12.42	FALSE	"X"
"LCWLR000.92"	33.99375	-109.4651389	"Perennial"	"15020001-013B"	8480	"cold"	3459	1	2005-06-08	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	9	134.91	FALSE	"X"
"SPGRA007.71"	32.6518831	-109.9251794	"Perennial"	"15050201-033A"	5600	"cold"	3464	1	2005-06-14	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	2	32	FALSE	"X"
"SPRUC007.81"	31.7857778	-109.3004722	"Perennial"	"15080301-288"	6160	"cold"	3467	1	2005-06-16	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	38	608	FALSE	"X"
"SRTON056.39"	34.308	-111.0723611	"Perennial"	"15060105-013A"	5120	"cold"	3469	1	2005-06-01	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	1	55.87	FALSE	"X"
"VREVR034.80"	34.2992778	-111.3583889	"Perennial"	"15060203-022B"	4500	"warm"	3471	1	2005-05-31	"From file: 2005 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	2	32	FALSE	"X"
"UGCMB004.23"	33.7388033	-109.0971569	"Perennial"	"15040004-028"	6670	"cold"	3499	1	2006-06-20	"From file: 2006 bugs column.xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	2	19.2	FALSE	"X"
"UGSFR144.95"	33.8279694	-109.0207675	"Perennial"	"15040004-023"	7410	"cold"	3526	1	1993-06-15	"Reloaded by akc- replacing BenSampID3269 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Amphinemura"	"Amphinemura"	8	64	FALSE	"X"
"LCBCK005.75"	34.4344614	-111.1429917	"Perennial"	"15020008-557"	7520	"cold"	3530	1	1995-05-22	"Reloaded by akc- replacing BenSampID3161 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	1	9.23	FALSE	"X"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	3531	1	1995-06-08	"Reloaded by akc- replacing BenSampID3178 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	6	6	FALSE	"X"
"LCWLR001.23"	33.9892575	-109.4652972	"Perennial"	"15020001-013A"	8550	"cold"	3532	1	1992-07-07	"Reloaded by akc- replacing BenSampID3179 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	1	4	FALSE	"X"
"LCWLR005.31"	33.9561883	-109.5191031	"Perennial"	"15020001-013A"	9240	"cold"	3533	1	1992-07-07	"Reloaded by akc- replacing BenSampID3180 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	17	68	FALSE	"X"
"LCWLR005.31"	33.9561883	-109.5191031	"Perennial"	"15020001-013A"	9240	"cold"	3534	1	1995-06-07	"Reloaded by akc- replacing BenSampID3181 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	2	20	FALSE	"X"
"SPCRC013.37"	31.4269219	-110.3072308	"Perennial"	"15050202-406"	7225	"cold"	3544	1	1995-04-04	"Reloaded by akc- replacing BenSampID3215 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	2	2.86	FALSE	"X"
"SPMLC012.43"	31.4069167	-110.2868889	"Perennial"	"15050202-409A"	6750	"cold"	3546	1	1995-04-05	"Reloaded by akc- replacing BenSampID3217 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	2	60	FALSE	"X"
"SPRMC011.48"	31.43725	-110.3192128	"Perennial"	"15050202-404A"	6175	"cold"	3547	1	1995-04-12	"Reloaded by akc- replacing BenSampID3220 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	64	147.84	FALSE	"X"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	3556	1	1995-06-05	"Reloaded by akc- replacing BenSampID3244 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	1	6	FALSE	"X"
"SRWFB005.34"	33.7941625	-109.4234019	"Perennial"	"15060101-048"	7800	"cold"	3557	1	1992-06-08	"Reloaded by akc- replacing BenSampID3250 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	9	36	FALSE	"X"
"UGETK011.80"	31.9087297	-109.2531981	"Perennial"	"15040006-837"	6520	"cold"	3561	1	1995-04-11	"Reloaded by akc- replacing BenSampID3261 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	4	20	FALSE	"X"
"VREVR051.15"	34.4211114	-111.2632925	"Perennial"	"15060203-022A"	5840	"cold"	3570	1	1995-05-11	"Reloaded by akc- replacing BenSampID3281 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	2	7.5	FALSE	"X"
"VRWCL005.10"	34.5141758	-111.7566447	"Perennial"	"15060203-026B"	3260	"warm"	3594	1	1995-05-22	"Reloaded by akc- replacing BenSampID3313 because of missing ben data"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Amphinemura"	"Amphinemura"	1	3	FALSE	"X"
"SRSPI011.63"	34.0807361	-111.0763772	"Perennial"	"15060105-010"	4260	"warm"	2478	1	1993-05-26	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	2	16	FALSE	"L"
"SRTON053.87"	34.2833333	-111.0708333	"Perennial"	"15060105-013B"	4960	"warm"	3681	1	2008-11-04	"2008 AZDEQ Fall Benthos Taxa (pin5154.3).xls"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	3	15.99	FALSE	"L"
"VRWBV012.56"	34.6739211	-111.6701661	"Perennial"	"15060202-004"	4025	"warm"	2614	1	1995-04-24	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	1	1	FALSE	"X"
"SRTON046.90"	34.2151775	-111.0997133	"Perennial"	"15060105-011"	3940	"warm"	2643	1	1997-05-12	"Raw data from Patti S. fall 1999 - from table 1997"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	6	45	FALSE	"X"
"VROAK028.24"	34.8129125	-111.8312	"Perennial"	"15060202-018C"	3840	"warm"	2787	1	1993-10-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	1	4	FALSE	"X"
"SRTON056.39"	34.308	-111.0723611	"Perennial"	"15060105-013A"	5120	"cold"	2869	1	2000-05-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	4	96	FALSE	"X"
"UGCMB004.23"	33.7388033	-109.0971569	"Perennial"	"15040004-028"	6670	"cold"	2879	1	2000-06-27	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	5	25	FALSE	"X"
"SRTON056.39"	34.308	-111.0723611	"Perennial"	"15060105-013A"	5120	"cold"	3073	1	2001-06-06	"Data from Patti, added by EWL 2004-May-28"	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anacroneuria"	"Anacroneuria"	1	6	FALSE	"X"
"BWCTC009.32"	34.7296042	-112.8975461	"Perennial"	"15030203-024"	4740	"warm"	2134	1	1994-05-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Anax"	"Anax"	1	15	FALSE	"X"
"SRHAG007.47"	34.20379	-111.0086	"Perennial"	"15060105-012B"	4870	"warm"	2175	1	1994-06-02	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Anax"	"Anax"	1	15	FALSE	"X"
"SPRMC011.48"	31.43725	-110.3192128	"Perennial"	"15050202-404A"	6175	"cold"	2258	1	1994-04-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	36	36	FALSE	"X"
"SREFB008.27"	33.822135	-109.2968867	"Perennial"	"15060101-009"	7920	"cold"	2266	1	1994-06-14	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	1	7.5	FALSE	"X"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2269	1	1994-06-13	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	55	55	FALSE	"X"
"SRRES000.33"	33.6991828	-109.4773972	"Perennial"	"15060101-010"	6790	"cold"	2271	1	1994-06-15	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	17	255	FALSE	"X"
"SRWFB005.34"	33.7941625	-109.4234019	"Perennial"	"15060101-048"	7800	"cold"	2276	1	1994-06-14	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	39	1170	FALSE	"X"
"SRWRK007.97"	33.8237975	-110.9391453	"Perennial"	"15060103-195"	6160	"cold"	2277	1	1994-05-10	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	104	104	FALSE	"X"
"UGCOL003.48"	33.7715347	-109.1873933	"Perennial"	"15040004-040"	7850	"cold"	2282	1	1994-06-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	11	165	FALSE	"X"
"UGETK011.80"	31.9087297	-109.2531981	"Perennial"	"15040006-837"	6520	"cold"	2285	1	1994-04-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	65	130	FALSE	"X"
"UGFRY009.52"	32.7435403	-109.8391086	"Perennial"	"15040005-988"	5800	"cold"	2286	1	1994-05-25	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	14	52.5	FALSE	"X"
"UGGRA000.82"	33.5782497	-109.1885475	"Perennial"	"15040004-043"	5580	"cold"	2287	1	1994-06-21	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	14	70	FALSE	"X"
"UGLAN000.60"	33.5864811	-109.1296708	"Perennial"	"15040004-500"	5725	"cold"	2288	1	1994-06-21	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	3	30	FALSE	"X"
"UGMRW011.38"	32.6838181	-109.81244	"Perennial"	"15040005-056"	5520	"cold"	2289	1	1994-05-26	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	19	190	FALSE	"X"
"VRWCL036.37"	34.5531389	-111.4075278	"Perennial"	"15060203-026A"	5985	"cold"	2298	1	1994-06-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	16	480	FALSE	"X"
"CGNCA028.70"	36.4081783	-112.0786444	"Perennial"	"15010001-017"	7440	"cold"	2523	1	1994-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	71	2130	FALSE	"X"
"CGTAP000.08"	36.3709544	-112.4683333	"Perennial"	"15010002-696"	2000	"cold"	2526	1	1994-07-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	1	7.5	FALSE	"X"
"LCBRB006.74"	34.4944461	-111.1658931	"Perennial"	"15020008-537"	6950	"cold"	2531	1	1994-06-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	54	1620	FALSE	"X"
"LCCHC073.26"	34.4404519	-110.8402669	"Perennial"	"15020010-006"	6470	"cold"	2532	1	1994-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	6	90	FALSE	"X"
"LCECL017.75"	34.5662767	-111.1474969	"Perennial"	"15020008-009"	6450	"cold"	2533	1	1994-06-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	6	180	FALSE	"X"
"LCLCR352.57"	34.0779042	-109.4268253	"Perennial"	"15020001-011"	7490	"cold"	2534	1	1994-06-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	45	450	FALSE	"X"
"LCLIL002.16"	33.9771342	-109.092995	"Perennial"	"15020001-350"	8620	"cold"	2535	1	1994-06-23	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	61	61	FALSE	"X"
"LCMAM002.05"	33.9671392	-109.0826272	"Perennial"	"15020001-351"	8590	"cold"	2536	1	1994-06-23	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	11	11	FALSE	"X"
"LCMIN018.05"	34.1799675	-109.6188642	"Perennial"	"15020002-648"	8070	"cold"	2537	1	1994-06-20	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	4	40	FALSE	"X"
"LCPAD001.30"	33.9179678	-109.1513286	"Perennial"	"15020001-305"	8485	"cold"	2538	1	1994-06-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	10	10	FALSE	"X"
"LCRUD007.23"	34.0110214	-109.2816122	"Perennial"	"15020001-026"	8100	"cold"	2540	1	1994-06-20	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	36	1080	FALSE	"X"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	2541	1	1994-06-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	39	39	FALSE	"X"
"LCWLR005.31"	33.9561883	-109.5191031	"Perennial"	"15020001-013A"	9240	"cold"	2543	1	1994-06-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	13	13	FALSE	"X"
"VRWEB009.13"	34.3993353	-111.3648528	"Perennial"	"15060203-058"	5380	"cold"	2547	1	1994-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	4	40	FALSE	"X"
"SPGRA007.71"	32.6518831	-109.9251794	"Perennial"	"15050201-033A"	5600	"cold"	2549	1	1994-04-12	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	5	16.65	FALSE	"X"
"SPWRC000.48"	31.8650172	-109.3298514	"Perennial"	"15050201-433"	6260	"cold"	2550	1	1994-04-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Anax"	"Anax"	10	150	FALSE	"X"
"SPBHC004.66"	32.4023083	-110.5444336	"Perennial"	"15050203-010A"	3160	"warm"	2988	1	1996-04-29	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Anax"	"Anax"	1	120	FALSE	"X"
"CGTAP000.08"	36.3709544	-112.4683333	"Perennial"	"15010002-696"	2000	"cold"	2058	1	1993-07-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	2	2	FALSE	"L"
"CGTHS000.04"	35.8840064	-113.30825	"Perennial"	"15010002-1180"	1440	"warm"	2059	1	1993-07-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"LCPAD001.30"	33.9179678	-109.1513286	"Perennial"	"15020001-305"	8485	"cold"	2069	1	1993-06-03	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	6	24	FALSE	"L"
"SCSYR004.21"	31.4108567	-111.1963458	"Perennial"	"15080200-002"	3790	"warm"	2079	1	1993-04-15	"StationID changed from SCSYC004.21 to match WQDB - akc 10/16/08"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	1	FALSE	"L"
"SREFB008.27"	33.822135	-109.2968867	"Perennial"	"15060101-009"	7920	"cold"	2096	1	1993-06-17	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2099	1	1993-06-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	5	40	FALSE	"L"
"SRRES000.33"	33.6991828	-109.4773972	"Perennial"	"15060101-010"	6790	"cold"	2100	1	1993-06-17	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	2	8	FALSE	"L"
"UGBON006.41"	32.9565628	-109.5318014	"Perennial"	"15040005-030"	3180	"warm"	2109	1	1993-05-20	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	4	FALSE	"L"
"SPWRC000.48"	31.8650172	-109.3298514	"Perennial"	"15050201-433"	6260	"cold"	2132	1	1993-04-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	5	10	FALSE	"L"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	2151	1	1994-06-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	6	180	FALSE	"L"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2176	1	1994-06-13	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	6	180	FALSE	"L"
"SRRES000.33"	33.6991828	-109.4773972	"Perennial"	"15060101-010"	6790	"cold"	2177	1	1994-06-15	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	3	18	FALSE	"L"
"SRWFB005.34"	33.7941625	-109.4234019	"Perennial"	"15060101-048"	7800	"cold"	2182	1	1994-06-14	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	3	3	FALSE	"L"
"UGCOL003.48"	33.7715347	-109.1873933	"Perennial"	"15040004-040"	7850	"cold"	2188	1	1994-06-22	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	15	FALSE	"L"
"SRCGN009.78"	33.5241747	-111.0872611	"Perennial"	"15060103-037"	3355	"warm"	2210	1	1996-05-06	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	15	FALSE	"L"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	2234	1	1998-06-02	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	8	40	FALSE	"L"
"SRCYN045.73"	34.2583586	-110.7956817	"Perennial"	"15060103-014"	6270	"cold"	2263	1	1994-05-31	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	30	FALSE	"L"
"SREFB008.27"	33.822135	-109.2968867	"Perennial"	"15060101-009"	7920	"cold"	2266	1	1994-06-14	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	7.5	FALSE	"L"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2269	1	1994-06-13	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	5	5	FALSE	"L"
"SRRES000.33"	33.6991828	-109.4773972	"Perennial"	"15060101-010"	6790	"cold"	2271	1	1994-06-15	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	7	105	FALSE	"L"
"SRWFB005.34"	33.7941625	-109.4234019	"Perennial"	"15060101-048"	7800	"cold"	2276	1	1994-06-14	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	4	120	FALSE	"L"
"UGETK011.80"	31.9087297	-109.2531981	"Perennial"	"15040006-837"	6520	"cold"	2285	1	1994-04-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	5	10	FALSE	"L"
"UGLAN000.60"	33.5864811	-109.1296708	"Perennial"	"15040004-500"	5725	"cold"	2288	1	1994-06-21	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	10	FALSE	"L"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2299	1	1998-06-11	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	10	FALSE	"L"
"VROAK047.96"	34.9929319	-111.736965	"Perennial"	"15060202-019"	5400	"cold"	2306	1	1998-05-07	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	2	48	FALSE	"L"
"VRWOK000.82"	34.9965278	-111.7496944	"Perennial"	"15060202-020"	5310	"cold"	2311	1	1998-05-07	"Raw data from Patti S. fall 1999 - from table 1998"	"ADEQ Riffle Bugs"	"D-frame di"	"Pool"	"Antocha"	"Antocha"	1	10	FALSE	"L"
"BWCNG006.59"	34.7586647	-113.1203044	"Perennial"	"15030202-014"	4360	"warm"	2314	1	1992-05-29	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	3	12	FALSE	"L"
"BWFRA000.46"	34.7451558	-113.2497778	"Perennial"	"15030202-012"	3120	"warm"	2315	1	1992-05-28	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	32	FALSE	"L"
"CGKAN000.26"	36.3942883	-112.6325511	"Perennial"	"15010003-001"	1880	"warm"	2322	1	1992-06-17	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	1	FALSE	"L"
"CGTAP000.08"	36.3709544	-112.4683333	"Perennial"	"15010002-696"	2000	"cold"	2328	1	1992-06-16	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	16	32	FALSE	"L"
"LCCHC073.26"	34.4404519	-110.8402669	"Perennial"	"15020010-006"	6470	"cold"	2331	1	1992-06-24	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	2	2	FALSE	"L"
"LCELR007.74"	33.9263056	-109.4974444	"Perennial"	"15020001-230"	9440	"cold"	2335	1	1992-07-07	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"LCLCR352.57"	34.0779042	-109.4268253	"Perennial"	"15020001-011"	7490	"cold"	2338	1	1992-07-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	3	24	FALSE	"L"
"LCPAD001.30"	33.9179678	-109.1513286	"Perennial"	"15020001-305"	8485	"cold"	2343	1	1992-06-04	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	3	6	FALSE	"L"
"LCSLR001.42"	34.0707514	-109.4102656	"Perennial"	"15020001-027"	7620	"cold"	2345	1	1992-07-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"SRCKN001.61"	33.6818578	-109.4441125	"Perennial"	"15060101-026"	7200	"cold"	2374	1	1992-06-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"SREFB008.27"	33.822135	-109.2968867	"Perennial"	"15060101-009"	7920	"cold"	2377	1	1992-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	8	FALSE	"L"
"SRNBE000.86"	33.5964006	-109.4337589	"Perennial"	"15060101-022"	7740	"cold"	2381	1	1992-06-11	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	12	48	FALSE	"L"
"SRRES000.33"	33.6991828	-109.4773972	"Perennial"	"15060101-010"	6790	"cold"	2382	1	1992-06-05	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	7	14	FALSE	"L"
"SRWFB005.34"	33.7941625	-109.4234019	"Perennial"	"15060101-048"	7800	"cold"	2387	1	1992-06-08	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	1	4	FALSE	"L"
"UGCMB004.23"	33.7388033	-109.0971569	"Perennial"	"15040004-028"	6670	"cold"	2391	1	1992-05-18	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	3	12	FALSE	"L"
"UGETK011.80"	31.9087297	-109.2531981	"Perennial"	"15040006-837"	6520	"cold"	2395	1	1992-04-09	NA	"ADEQ Riffle Bugs"	"D-frame di"	"Riffle"	"Antocha"	"Antocha"	2	8	FALSE	"L"
