COMID	Reach Mod Status	Reach Mod Status Reasoning	Reach Flow Status	Reach Flow Status Reasoning
17586844	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325575	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22560836	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20343153	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20363865	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17591242	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548281	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365113	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332830	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
20330884	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333358	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350713	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548485	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22563662	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
948070297	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20325379	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561200	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
22560454	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20332458	LikelyNat	06_LULC_Nat	Perennial	04_Model13
20333082	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22561258	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20362571	LikelyMod	03_Dam	Intermittent	05N2_RipVeg
20362799	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20324421	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22563232	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332536	LikelyNat	06_LULC_Nat	Perennial	04_Model13
22563186	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20351027	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17573759	NA	01_Ftype_NA	NA	00_Ftype_NA_2
20332476	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341515	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
17575811	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22560902	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333442	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332580	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22523079	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22545477	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17564024	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20328666	LikelyMod	03_Dam	Intermittent	05Y2_Int
22514598	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17574571	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22601085	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22549501	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350521	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20330882	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
17595335	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560670	Natural	04Y_LULC_Nat	Perennial	01_Fcode
20365141	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22514932	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20325487	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17596091	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20330912	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20329806	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595479	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22560636	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574357	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20333058	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594757	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334448	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20331272	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22557774	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20348889	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332874	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332414	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574291	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20332906	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22555360	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
20363897	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22556180	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17590270	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20351037	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20333080	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22523051	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590138	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594695	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20350925	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20362711	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17572823	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329704	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22535488	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348835	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332574	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325593	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22555614	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20332826	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590156	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333590	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594765	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20329660	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20351613	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17564162	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364913	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348357	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
22555506	Mod	05Y_LULC_Dist	Perennial	05Y1_Per
20333184	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
17564076	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22549605	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20365149	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20343149	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22545277	LikelyNat	06_LULC_Nat	Ephemeral	05N2_RipVeg
22548381	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17590240	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20364825	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17594733	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22560930	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364895	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350535	Natural	04Y_LULC_Nat	Intermittent	05N2_RipVeg
22555656	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22514450	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20329220	Mod	02_Ftype_Mod	Perennial	05Y1_Per
17563588	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362559	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362599	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333518	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329534	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
17595221	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334460	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333088	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
948070413	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17590318	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
22548571	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22563656	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20348465	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17570317	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333046	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22555378	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20331294	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333156	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365013	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22535224	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362785	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17575011	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548321	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20363871	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20326345	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20329632	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20325569	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332444	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
20362719	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325331	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514240	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20332976	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20350719	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332660	LikelyNat	06_LULC_Nat	Perennial	05N1_SSURGO
20365151	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362585	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348483	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332814	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17590168	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20329976	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548387	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348497	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350721	Natural	04Y_LULC_Nat	Ephemeral	02Y_UplandVeg
20350917	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17586896	Natural	04Y_LULC_Nat	Perennial	01_Fcode
22514826	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
948070405	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20332416	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
17595329	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17590192	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20333722	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22561250	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20364869	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325647	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348215	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17563612	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514392	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332916	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364905	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332506	LikelyNat	06_LULC_Nat	Perennial	04_Model13
17595219	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20331284	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22591491	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20329864	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20341841	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17591266	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333228	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17575001	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333194	Unk	05YN_LULC_LikeDist	Ephemeral	05Y3_Ephem
17586626	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17586768	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586752	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20355366	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362505	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350769	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20351065	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325705	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22514902	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20351095	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
948070371	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514936	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20325323	LikelyMod	03_Dam	Intermittent	05Y2_Int
20329794	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17572889	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590278	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20326389	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17594759	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20325521	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20331234	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20332714	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17573037	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22561244	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070505	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20362513	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325585	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333042	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350995	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325129	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20351629	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20365107	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574995	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20334482	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
17573039	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20326381	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325605	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20333392	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22556052	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20331268	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20364829	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20325341	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350991	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362499	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20332678	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22561086	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20362619	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22560348	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362741	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20350541	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333606	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22561364	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586930	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329642	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20365133	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20331908	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20329900	LikelyNat	06_LULC_Nat	Perennial	04_Model13
17591240	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595291	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365015	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547439	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20332606	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325703	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17563788	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22514882	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333770	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329970	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17587596	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20351025	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341879	LikelyMod	03_Dam	Perennial	05Y1_Per
17586754	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20331352	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070384	Unk	07_LULC_Dist	Perennial	01_Fcode
20325285	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348651	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22555542	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
17574883	LikelyNat	06_LULC_Nat	Ephemeral	05Y3_Ephem
22549515	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17572835	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20326395	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333512	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22563436	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22516656	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20325649	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17572839	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17572827	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
20329670	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333000	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332472	LikelyNat	06_LULC_Nat	Perennial	04_Model13
20333614	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22545195	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22518010	NA	01_Ftype_NA	NA	00_Ftype_NA_2
17590304	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341453	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20329594	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586756	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
22548525	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348611	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20365029	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20351627	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333256	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586880	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
948070507	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20350829	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20348295	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
17575013	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20364849	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595497	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22547563	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20348309	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
17590196	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20350945	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22545225	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20351033	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22548501	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20343377	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17572857	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548491	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333192	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20351035	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17574419	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20362749	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325335	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17574985	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22560958	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17595215	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20329638	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332924	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332534	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22535088	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22548413	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20362601	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17590298	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22514602	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333640	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333746	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333144	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22563396	Mod	02_Ftype_Mod	Ephemeral	02Y_UplandVeg
20325349	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20362737	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20331400	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
20329584	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22549545	Natural	04Y_LULC_Nat	Intermittent	05N2_RipVeg
22555048	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
22591223	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17591254	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20332456	Unk	05YN_LULC_LikeDist	Perennial	04_Model13
22548433	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22554862	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
20332948	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
22549075	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
20334458	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17573735	NA	01_Ftype_NA	NA	00_Ftype_NA_2
22548565	LikelyNat	06_LULC_Nat	Intermittent	02Y_UplandVeg
20325367	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20350795	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20363879	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348693	Unk	05YN_LULC_LikeDist	Intermittent	05N2_RipVeg
17586774	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22514626	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586730	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20333610	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20325485	Unk	05YN_LULC_LikeDist	Intermittent	05Y2_Int
20348595	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20362545	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333564	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20341573	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17570365	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20325237	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20341787	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325397	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20343221	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17572907	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
17586720	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20362725	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586772	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
17590176	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20325533	Unk	05YN_LULC_LikeDist	Perennial	05Y1_Per
20333174	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20332438	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22561222	LikelyNat	06_LULC_Nat	Intermittent	05Y2_Int
22514712	LikelyNat	06_LULC_Nat	Perennial	01_Fcode
22548287	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22547347	LikelyNat	06_LULC_Nat	Intermittent	05N2_RipVeg
20351603	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
20332626	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
20333738	Unk	05YN_LULC_LikeDist	Intermittent	02Y_UplandVeg
17572993	Unk	05YN_LULC_LikeDist	Perennial	01_Fcode
22560962	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
22523115	LikelyNat	06_LULC_Nat	Perennial	05Y1_Per
20362767	Unk	05YN_LULC_LikeDist	Ephemeral	02Y_UplandVeg
17586900	LikelyNat	06_LULC_Nat	Ephemeral	02Y_UplandVeg
22601503	Unk	05YN_LULC_LikeDist	Perennial	05N1_SSURGO
20342677	NA	01_Ftype_NA	NA	00_Ftype_NA_2
